,GenBank ID,Accession,Description,Collection Date,Geographic Location,Sequence Length,Host,Intervals Total Length,Intervals Mean Length
12,MZ364313.1,MZ364313.1,"Porcine epidemic diarrhea virus strain CH/GX/PEDV/1984/2018, complete genome",27-Feb-2018,['China:Guangxi'],28038,porcine,556.0,10.10909090909091
13,MZ364312.1,MZ364312.1,"Porcine epidemic diarrhea virus strain CH/GX/PEDV/1939/2018, complete genome",15-Jan-2018,['China:Guangxi'],28044,porcine,506.0,10.326530612244898
14,MZ364311.1,MZ364311.1,"Porcine epidemic diarrhea virus strain CH/GX/PEDV/1902/2017, complete genome",22-Dec-2017,['China:Guangxi'],28044,porcine,506.0,10.326530612244898
15,MZ364310.1,MZ364310.1,"Porcine epidemic diarrhea virus strain CH/GX/PEDV/1401/2016, complete genome",08-Dec-2016,['China:Guangxi'],28044,porcine,476.0,10.127659574468085
16,MZ364309.1,MZ364309.1,"Porcine epidemic diarrhea virus strain CH/GX/PEDV/1008/2016, complete genome",29-May-2016,['China:Guangxi'],28035,porcine,504.0,10.08
17,MZ364308.1,MZ364308.1,"Porcine epidemic diarrhea virus strain CH/GX/PEDV/997/2016, complete genome",05-May-2016,['China:Guangxi'],28035,porcine,504.0,10.08
18,MZ364307.1,MZ364307.1,"Porcine epidemic diarrhea virus strain CH/GX/PEDV/938/2016, complete genome",29-Feb-2016,['China:Guangxi'],28044,porcine,504.0,10.08
19,MZ380292.1,MZ380292.1,"Porcine epidemic diarrhea virus isolate CHHN2016, complete genome",Jul-2016,['China'],28046,swine,550.0,10.185185185185185
20,OP191700.1,OP191700.1,"Porcine epidemic diarrhea virus strain PEDV GD/HZ/2016, complete genome",2016,['China'],28038,pig,538.0,10.150943396226415
21,MZ241108.1,MZ241108.1,"Porcine epidemic diarrhea virus isolate SXSL, complete genome",25-Dec-2020,['China'],28038,suckling pigs,562.0,10.218181818181819
22,OK584017.1,OK584017.1,"Porcine epidemic diarrhea virus isolate HN2021, complete genome",May-2021,['China'],28064,porcine,556.0,10.10909090909091
23,OL446967.1,OL446967.1,"Porcine epidemic diarrhea virus isolate CH/HNPDS/2021, complete genome",2021,['China'],28032,swine,518.0,10.156862745098039
24,OL446966.1,OL446966.1,"UNVERIFIED: Porcine epidemic diarrhea virus isolate CH/HNKF/2020, complete genome",2020,['China'],27970,swine,572.0,10.035087719298245
25,ON155919.1,ON155919.1,"Porcine epidemic diarrhea virus isolate NH-TA2020, complete genome",12-Mar-2020,['China'],28055,Sus scrofa,556.0,10.10909090909091
26,ON649885.1,ON649885.1,"Porcine epidemic diarrhea virus strain JS-B, complete genome",30-Dec-2021,['China'],28039,Sus scrofa,504.0,10.285714285714286
27,OM914738.1,OM914738.1,"Porcine epidemic diarrhea virus isolate CH/HLJBQL/2022, complete genome",20-Nov-2021,"['China: Jiamusi, Heilongjiang Province']",28095,porcine,552.0,10.222222222222221
28,ON968723.1,ON968723.1,"Porcine epidemic diarrhea virus isolate CH/HLJJS/2022, complete genome",20-Mar-2022,['China: Heilongjiang Province'],28097,porcine,568.0,10.142857142857142
29,MZ604716.1,MZ604716.1,"Porcine epidemic diarrhea virus strain YN17, complete genome",2016-10-20,['China'],28034,Sus scrofa,504.0,10.285714285714286
30,OL411879.1,OL411879.1,"Porcine epidemic diarrhea virus strain SC2021, complete genome",Aug-2021,['China'],28015,porcine,562.0,10.218181818181819
31,OM814174.1,OM814174.1,"Porcine epidemic diarrhea virus strain CN19, complete genome",04-Jul-2019,['China'],27899,swine,450.0,10.227272727272727
32,OM393722.1,OM393722.1,"Porcine epidemic diarrhea virus isolate PEDV/CH/XC/2020, complete genome",Sep-2020,['China'],28128,swine,552.0,10.222222222222221
33,MW560717.1,MW560717.1,"Porcine epidemic diarrhea virus isolate KNU-1907-8, complete genome",2019,['South Korea'],28038,pig,564.0,9.894736842105264
34,MW560716.1,MW560716.1,"Porcine epidemic diarrhea virus isolate KNU-1907-3, complete genome",2019,['South Korea'],28038,pig,564.0,9.894736842105264
35,MW560715.1,MW560715.1,"Porcine epidemic diarrhea virus isolate KNU-1907, complete genome",2019,['South Korea'],28038,pig,564.0,9.894736842105264
36,OL762461.1,OL762461.1,"Porcine epidemic diarrhea virus strain PEDV TRS2021, complete genome",Jan-2021,['China'],28038,swine,556.0,10.10909090909091
37,OL762460.1,OL762460.1,"Porcine epidemic diarrhea virus strain PEDV JX2020, complete genome",Dec-2020,['China'],28038,swine,540.0,10.0
38,OL762459.1,OL762459.1,"Porcine epidemic diarrhea virus strain PEDV SD2021, complete genome",Apr-2021,['China'],28038,swine,552.0,10.036363636363637
39,OL762458.1,OL762458.1,"Porcine epidemic diarrhea virus strain PEDV SDLY2020, complete genome",Oct-2020,['China'],28038,swine,586.0,10.10344827586207
40,OL762457.1,OL762457.1,"Porcine epidemic diarrhea virus strain PEDV HK2021, complete genome",Feb-2021,['China'],28035,swine,562.0,10.218181818181819
41,OL762456.1,OL762456.1,"Porcine epidemic diarrhea virus strain PEDV SD2020, complete genome",Sep-2020,['China'],28038,swine,556.0,10.10909090909091
42,MZ342899.1,MZ342899.1,"Porcine epidemic diarrhea virus isolate PEDV HM, complete genome",2017,['China'],28064,Sus scrofa,512.0,10.03921568627451
43,MW386982.1,MW386982.1,"Porcine epidemic diarrhea virus isolate JX2020, complete genome",Dec-2020,['China'],28052,Sus scrofa; breed: Gannan Black Small-eared Pig,504.0,10.285714285714286
44,MW561264.1,MW561264.1,"Porcine epidemic diarrhea virus strain CH/HLJ/18, complete genome",2018,['China'],28029,pig,538.0,10.150943396226415
45,MZ581326.1,MZ581326.1,"Porcine epidemic diarrhea virus strain YN150, complete genome",20-Jul-2017,['China'],28028,Sus scrofa,504.0,10.285714285714286
46,MT787025.1,MT787025.1,"Porcine epidemic diarrhea virus strain PEDV CH/SX/2016, complete genome",2016-12,['China'],28036,porcine,572.0,10.214285714285714
47,MT783684.1,MT783684.1,"Porcine epidemic diarrhea virus strain PEDV CH/SX/2015, complete genome",2016-04,['China'],27960,porcine,450.0,10.227272727272727
48,MZ803010.1,MZ803010.1,"Porcine epidemic diarrhea virus isolate PEDV/UG/Canada/Ontario/2014, complete genome",2014,['Canada'],28028,Sus scrofa,544.0,10.074074074074074
49,MZ325487.1,MZ325487.1,"Porcine epidemic diarrhea virus isolate 44176/1, complete genome",27-Dec-2016,['Poland'],28021,pig,536.0,10.11320754716981
50,MZ325486.1,MZ325486.1,"Porcine epidemic diarrhea virus isolate 6706/2, complete genome",07-Apr-2016,['Poland'],27998,pig,536.0,10.11320754716981
51,MZ325485.1,MZ325485.1,"Porcine epidemic diarrhea virus isolate 0100/2M, complete genome",03-Jan-2017,['Poland'],28034,pig,536.0,10.11320754716981
52,MZ325484.1,MZ325484.1,"Porcine epidemic diarrhea virus isolate 0100/1L, complete genome",03-Jan-2017,['Poland'],28019,pig,536.0,10.11320754716981
53,MZ313557.1,MZ313557.1,"Porcine epidemic diarrhea virus isolate 6220, complete genome",01-Apr-2016,['Poland'],28031,pig,536.0,10.11320754716981
54,MZ313556.1,MZ313556.1,"Porcine epidemic diarrhea virus isolate 0100/4T, complete genome",03-Jan-2017,['Poland'],28028,pig,536.0,10.11320754716981
55,MZ268115.1,MZ268115.1,"Porcine epidemic diarrhea virus isolate 25364/2, complete genome",12-Oct-2015,['Poland'],28048,pig,536.0,10.11320754716981
56,MZ596343.1,MZ596343.1,"Porcine epidemic diarrhea virus isolate SD2019, complete genome",Oct-2019,['China'],27953,swine,450.0,10.227272727272727
57,MT659926.1,MT659926.1,"Porcine epidemic diarrhea virus, complete genome",Feb-2019,['China: Zhejiang province'],28032,Sus scrofa domesticus,544.0,10.074074074074074
58,MT646162.1,MT646162.1,"Porcine epidemic diarrhea virus isolate YJH/2015, complete genome",Oct-2015,['China'],28066,swine,538.0,10.150943396226415
59,MT625963.1,MT625963.1,"Porcine epidemic diarrhea virus strain CH/JSXZ/2015, complete genome",2015,['China'],28044,porcine,510.0,10.2
60,MT338518.1,MT338518.1,"Porcine epidemic diarrhea virus strain HNAY2016, complete genome",24-JAN-2021,['China'],28020,pig,598.0,10.135593220338983
61,MT338517.1,MT338517.1,"Porcine epidemic diarrhea virus strain CH/HNXX/2016, complete genome",24-JAN-2021,['China'],28035,pig,518.0,10.156862745098039
62,MT683617.1,MT683617.1,"Porcine epidemic diarrhea virus strain MSCH, complete genome",Sep-2016,['China'],28066,porcine,502.0,10.244897959183673
63,MW165329.1,MW165329.1,"Porcine epidemic diarrhea virus isolate 4-2, complete genome",2013-07-01,['Taiwan'],27754,suckling pig,498.0,10.16326530612245
64,MW165328.1,MW165328.1,"Porcine epidemic diarrhea virus isolate 5-17-V, complete genome",2014-01-21,['Taiwan'],27238,suckling pig,544.0,10.074074074074074
65,MW165327.1,MW165327.1,"Porcine epidemic diarrhea virus isolate 5-17-O, complete genome",2014-01-21,['Taiwan'],27908,suckling pig,544.0,10.074074074074074
66,MT490316.1,MT490316.1,"Porcine epidemic diarrhea virus strain EdoMex/205/2018, complete genome",2018,['Mexico'],28029,pig,544.0,10.074074074074074
67,MT490315.1,MT490315.1,"Porcine epidemic diarrhea virus strain EdoMex/103/2018, complete genome",2018,['Mexico'],28034,pig,544.0,10.074074074074074
68,MT198679.1,MT198679.1,"Porcine epidemic diarrhea virus strain IBT-VN, complete genome",02-Feb-2018,['Viet Nam: Hung Yen'],28031,pig,494.0,10.081632653061224
69,MT602520.1,MT602520.1,"Porcine epidemic diarrhea virus isolate PEDV/Pig-wt/ESP/Calaf-1/2014, complete genome",2014,['Spain'],28033,Sus scrofa,474.0,10.304347826086957
70,LY750264.1,LY750264.1,KR 1020190110605-A/32: PORCINE CORONAVIRUS VACCINES,08-OCT-2020,,27960,,544.0,10.074074074074074
71,MT303066.1,MT303066.1,"Porcine epidemic diarrhea virus strain shxx1902, complete genome",Feb-2019,['China'],27974,porcine,498.0,10.375
72,MN844888.1,MN844888.1,"Porcine epidemic diarrhea virus isolate KNU-1909, complete genome",Mar-2019,['South Korea'],28029,pig,554.0,9.892857142857142
73,MN841671.1,MN841671.1,"Porcine epidemic diarrhea virus strain SHXX1902, complete genome",Feb-2019,['China'],28051,pig,520.0,10.196078431372548
74,MT166307.1,MT166307.1,"Porcine epidemic diarrhea virus strain HB2018, complete genome",May-2018,['China'],28026,Sus scrofa (pig),492.0,10.46808510638298
75,MN816181.1,MN816181.1,"Porcine epidemic diarrhea virus isolate KNU-1808, complete genome",Mar-2018,['South Korea'],28029,pig,554.0,9.892857142857142
76,MT263014.1,MT263014.1,"Porcine epidemic diarrhea virus isolate SC-YB73, partial genome",10-Oct-2019,['China'],28040,Sus_scrofa,560.0,10.181818181818182
77,MT547180.1,MT547180.1,"Porcine epidemic diarrhea virus strain 17GXCZ-1ORF3c, complete genome",Jan-2017,['China'],28044,pig,490.0,10.425531914893616
78,MT547179.1,MT547179.1,"Porcine epidemic diarrhea virus strain 17GXCZ-1ORF3d, complete genome",Jan-2017,['China'],27662,pig,490.0,10.425531914893616
79,KU893868.1,KU893868.1,"Porcine epidemic diarrhea virus strain PC22A-P70, complete genome",01-Aug-2014,['USA'],28029,pig,546.0,10.11111111111111
80,KU893867.1,KU893867.1,"Porcine epidemic diarrhea virus strain PC22A-P70, complete genome",01-Aug-2014,['USA'],28027,pig,546.0,10.11111111111111
81,KU893866.1,KU893866.1,"Porcine epidemic diarrhea virus strain PC22A-P50, complete genome",01-Jun-2014,['USA'],28043,pig,546.0,10.11111111111111
82,KU893865.1,KU893865.1,"Porcine epidemic diarrhea virus strain PC22A-P43, complete genome",01-Mar-2014,['USA'],28029,pig,546.0,10.11111111111111
83,KU893864.1,KU893864.1,"Porcine epidemic diarrhea virus strain PC22A-P40, complete genome",01-Mar-2014,['USA'],28039,pig,546.0,10.11111111111111
84,KU893863.1,KU893863.1,"Porcine epidemic diarrhea virus strain PC22A-P30, complete genome",01-Jan-2014,['USA'],28031,pig,594.0,10.241379310344827
85,KU893862.1,KU893862.1,"Porcine epidemic diarrhea virus strain PC22A-P20, complete genome",01-Oct-2013,['USA'],28032,pig,546.0,10.11111111111111
86,LR812932.1,LR812932.1,"Porcine epidemic diarrhea virus isolate GER/L03205/2019 genome assembly, complete genome: monopartite",18-AUG-2020,,28085,,536.0,10.11320754716981
87,LR812931.1,LR812931.1,"Porcine epidemic diarrhea virus isolate GER/L03210/2019 genome assembly, complete genome: monopartite",18-AUG-2020,,28076,,536.0,10.11320754716981
88,LR812930.1,LR812930.1,"Porcine epidemic diarrhea virus isolate GER/L03208/2019 genome assembly, complete genome: monopartite",18-AUG-2020,,28198,,536.0,10.11320754716981
89,LR812929.1,LR812929.1,"Porcine epidemic diarrhea virus isolate GER/L03207/2019 genome assembly, complete genome: monopartite",18-AUG-2020,,28074,,536.0,10.11320754716981
90,LR812928.1,LR812928.1,"Porcine epidemic diarrhea virus isolate GER/L03204/2019 genome assembly, complete genome: monopartite",18-AUG-2020,,28014,,536.0,10.11320754716981
91,LR812927.1,LR812927.1,"Porcine epidemic diarrhea virus isolate GER/L03206/2019 genome assembly, complete genome: monopartite",18-AUG-2020,,28083,,536.0,10.11320754716981
92,LR812926.1,LR812926.1,"Porcine epidemic diarrhea virus isolate GER/L03209/2019 genome assembly, complete genome: monopartite",18-AUG-2020,,28087,,536.0,10.11320754716981
93,MN971596.1,MN971596.1,"Porcine epidemic diarrhea virus isolate KNU-1801, complete genome",Feb-2018,['South Korea'],28039,pig,554.0,9.892857142857142
94,MN971595.1,MN971595.1,"Porcine epidemic diarrhea virus isolate KNU-1904, complete genome",Jan-2019,['South Korea'],28038,pig,554.0,9.892857142857142
95,MT843280.1,MT843280.1,"Porcine epidemic diarrhea virus, complete genome",Dec-2019,['China'],27974,porcine,450.0,10.227272727272727
96,MT843279.1,MT843279.1,"Porcine epidemic diarrhea virus, complete genome",Feb-2013,['China'],27969,,450.0,10.227272727272727
97,MT843278.1,MT843278.1,"Porcine epidemic diarrhea virus, complete genome",Dec-2019,['China'],28051,,520.0,10.196078431372548
98,MT843277.1,MT843277.1,"Porcine epidemic diarrhea virus strain SH1302, complete genome",Feb-2013,['China'],27921,,450.0,10.227272727272727
99,MC425624.1,MC425624.1,JP 2018203757-A/8: PORCINE EPIDEMIC DIARRHEA VIRUS VACCINE,31-JUL-2020,,28038,,544.0,10.074074074074074
100,MC425623.1,MC425623.1,JP 2018203757-A/7: PORCINE EPIDEMIC DIARRHEA VIRUS VACCINE,31-JUL-2020,,28039,,538.0,10.150943396226415
101,MC425617.1,MC425617.1,JP 2018203757-A/1: PORCINE EPIDEMIC DIARRHEA VIRUS VACCINE,31-JUL-2020,,27995,,538.0,10.150943396226415
102,MT090146.1,MT090146.1,"Porcine epidemic diarrhea virus strain CH/SXWS/2018, complete genome",2018,['China'],28032,porcine,534.0,10.26923076923077
103,MT090145.1,MT090145.1,"Porcine epidemic diarrhea virus strain CH/HNYY/2018, complete genome",2018,['China'],28037,porcine,522.0,10.235294117647058
104,MN644470.1,MN644470.1,"Porcine epidemic diarrhea virus strain HLJ, complete genome",2015,['China'],27953,Sus scrofa,450.0,10.227272727272727
105,MN759311.1,MN759311.1,"Porcine epidemic diarrhea virus strain GD-XL-2019, complete genome",18-Mar-2019,['China'],28056,Sus scrofa,504.0,10.285714285714286
106,MN692793.1,MN692793.1,"Porcine epidemic diarrhea virus isolate PEDV-H18-Barcelona-Vic, complete genome",11-May-2019,['Spain'],28033,swine,536.0,10.11320754716981
107,MN692792.1,MN692792.1,"Porcine epidemic diarrhea virus isolate PEDV-H3-Barcelona-Vic, complete genome",07-Jan-2019,['Spain'],28033,swine,536.0,10.11320754716981
108,MN692791.1,MN692791.1,"Porcine epidemic diarrhea virus isolate PEDV-2330-Orense, complete genome",30-Jan-2019,['Spain'],28033,swine,574.0,10.25
109,MN692790.1,MN692790.1,"Porcine epidemic diarrhea virus isolate PEDV-2181-Castellon-Cati, complete genome",03-May-2018,['Spain'],28033,swine,516.0,10.117647058823529
110,MN692789.1,MN692789.1,"Porcine epidemic diarrhea virus isolate PEDV-2149-Castellon-Albocacer, complete genome",02-Mar-2018,['Spain'],28033,swine,546.0,10.11111111111111
111,MN692788.1,MN692788.1,"Porcine epidemic diarrhea virus isolate PEDV-2118-1-Orense-Covelas, complete genome",02-Feb-2018,['Spain'],28033,swine,504.0,10.285714285714286
112,MN692787.1,MN692787.1,"Porcine epidemic diarrhea virus isolate PEDV-2098-1-Malaga-Casares, complete genome",11-Jan-2018,['Spain'],28033,swine,536.0,10.11320754716981
113,MN692786.1,MN692786.1,"Porcine epidemic diarrhea virus isolate PEDV-1931-3-Burgos-Aranda_de_Duero, complete genome",19-Jan-2017,['Spain'],28033,swine,506.0,10.12
114,MN692785.1,MN692785.1,"Porcine epidemic diarrhea virus isolate PEDV-1931-2-Valladolid-Fompedraza, complete genome",19-Jan-2017,['Spain'],28033,swine,536.0,10.11320754716981
115,MN692784.1,MN692784.1,"Porcine epidemic diarrhea virus isolate PEDV-1931-1-Valladolid-Molpeceres, complete genome",19-Jan-2017,['Spain'],28033,swine,536.0,10.11320754716981
116,MN692783.1,MN692783.1,"Porcine epidemic diarrhea virus isolate PEDV-1914-Pontevedra-Lalin, complete genome",05-Dec-2016,['Spain'],28033,swine,544.0,10.264150943396226
117,MN692782.1,MN692782.1,"Porcine epidemic diarrhea virus isolate PEDV-1873-2-Segovia, complete genome",23-Sep-2016,['Spain'],28033,swine,512.0,10.03921568627451
118,MN692781.1,MN692781.1,"Porcine epidemic diarrhea virus isolate PEDV-1776-Badajoz-Alburquerque, complete genome",12-Feb-2016,['Spain'],28033,swine,506.0,10.12
119,MN692780.1,MN692780.1,"Porcine epidemic diarrhea virus isolate PEDV-1569-4-Badajoz-Alburquerque, complete genome",19-Dec-2014,['Spain'],28033,swine,468.0,10.4
120,MN692779.1,MN692779.1,"Porcine epidemic diarrhea virus isolate PEDV-1526-Zaragoza-Tauste, complete genome",09-Oct-2014,['Spain'],27989,swine,536.0,10.11320754716981
121,MN692778.1,MN692778.1,"Porcine epidemic diarrhea virus isolate PEDV-1524-Segovia-Narros_de_Cuellar, complete genome",07-Oct-2014,['Spain'],27989,swine,536.0,10.11320754716981
122,MN692777.1,MN692777.1,"Porcine epidemic diarrhea virus isolate PEDV-1522-Segovia-Navas_de_Oro, complete genome",30-Sep-2014,['Spain'],27989,swine,536.0,10.11320754716981
123,MN692776.1,MN692776.1,"Porcine epidemic diarrhea virus isolate PEDV-1521-Segovia-Navas_de_Oro, complete genome",30-Sep-2014,['Spain'],27989,swine,536.0,10.11320754716981
124,MN692775.1,MN692775.1,"Porcine epidemic diarrhea virus isolate PEDV-1508-Zaragoza-Tauste, complete genome",11-Jul-2014,['Spain'],27989,swine,536.0,10.11320754716981
125,MN692774.1,MN692774.1,"Porcine epidemic diarrhea virus isolate PEDV-1481-Pamplona-Tudela, complete genome",03-Jun-2014,['Spain'],27989,swine,528.0,10.153846153846153
126,MN692773.1,MN692773.1,"Porcine epidemic diarrhea virus isolate PEDV-1456-Zaragoza-Egea_de_los_Caballeros, complete genome",29-Apr-2014,['Spain'],27989,swine,536.0,10.11320754716981
127,MN692772.1,MN692772.1,"Porcine epidemic diarrhea virus isolate PEDV-1455-Zaragoza-Egea_de_los_Caballeros, complete genome",29-Apr-2014,['Spain'],27989,swine,528.0,10.153846153846153
128,MN692771.1,MN692771.1,"Porcine epidemic diarrhea virus isolate PEDV-1453-Zaragoza-Tauste, complete genome",24-Apr-2014,['Spain'],27989,swine,536.0,10.11320754716981
129,MN594506.1,MN594506.1,"UNVERIFIED: Porcine epidemic diarrhea virus strain SX-WH, complete genome",27-Mar-2018,['China'],28053,Sus scrofa,586.0,10.10344827586207
130,KR610994.1,KR610994.1,"Porcine epidemic diarrhea virus clone CBR2, complete genome",15-Jul-2014,['Thailand'],27409,swine,478.0,10.170212765957446
131,KR610993.1,KR610993.1,"Porcine epidemic diarrhea virus clone CBR1, complete genome",15-Jul-2014,['Thailand'],27409,swine,494.0,10.081632653061224
132,KR610992.1,KR610992.1,"Porcine epidemic diarrhea virus clone EAS2, complete genome",10-Oct-2014,['Thailand'],28033,swine,402.0,10.307692307692308
133,KR610991.1,KR610991.1,"Porcine epidemic diarrhea virus clone EAS1, complete genome",10-Oct-2014,['Thailand'],28033,swine,402.0,10.307692307692308
134,MN486588.1,MN486588.1,"Porcine epidemic diarrhea virus strain Ah2016f2, complete genome",Feb-2016,['China'],27933,porcine,462.0,10.266666666666667
135,MN315264.1,MN315264.1,"Porcine epidemic diarrhea virus strain AH-2018-HF1, complete genome",30-Sep-2018,['China'],27937,porcine,450.0,10.227272727272727
136,MN056942.1,MN056942.1,"Porcine epidemic diarrhea virus strain FR2019001, complete genome",Feb-2019,['France'],28008,Sus scrofa domesticus,536.0,10.11320754716981
137,MN114121.1,MN114121.1,"Porcine epidemic diarrhea virus isolate CT P10, complete genome",Mar-2018,['China'],28038,swine,512.0,10.03921568627451
138,MK071639.1,MK071639.1,"Porcine epidemic diarrhea virus strain COL/Cauca/2015, complete genome",05-May-2015,['Colombia'],28010,porcine,564.0,10.071428571428571
139,MK071638.1,MK071638.1,"Porcine epidemic diarrhea virus strain COL/Antioquia14856/2015, complete genome",21-Oct-2015,['Colombia'],27996,porcine,530.0,10.0
140,MK071637.1,MK071637.1,"Porcine epidemic diarrhea virus strain COL/Antioquia10641/2015, complete genome",11-Aug-2015,['Colombia'],28017,porcine,564.0,10.071428571428571
141,MK071636.1,MK071636.1,"Porcine epidemic diarrhea virus strain COL/Antioquia09831/2015, complete genome",29-Jul-2015,['Colombia'],28019,porcine,564.0,10.071428571428571
142,MK071635.1,MK071635.1,"Porcine epidemic diarrhea virus strain COL/Antioquia09796/2015, complete genome",30-Jul-2015,['Colombia'],28018,porcine,564.0,10.071428571428571
143,MK071634.1,MK071634.1,"Porcine epidemic diarrhea virus strain COL/ValledelCauca08565/2015, complete genome",03-Jul-2015,['Colombia'],28018,porcine,564.0,10.071428571428571
144,MK071633.1,MK071633.1,"Porcine epidemic diarrhea virus strain COL/Antioquia08520/2015, complete genome",03-Jul-2015,['Colombia'],28017,porcine,564.0,10.071428571428571
145,MK071632.1,MK071632.1,"Porcine epidemic diarrhea virus strain COL/ValledelCauca/2015, complete genome",01-Jul-2017,['Colombia'],28008,porcine,564.0,10.071428571428571
146,MK071631.1,MK071631.1,"Porcine epidemic diarrhea virus strain COL/Antioquia08010/2015, complete genome",06-Jan-2015,['Colombia'],28005,porcine,564.0,10.071428571428571
147,MK071630.1,MK071630.1,"Porcine epidemic diarrhea virus strain COL/Antioquia07053/2015, complete genome",03-Jun-2015,['Colombia'],28013,porcine,564.0,10.071428571428571
148,MK071629.1,MK071629.1,"Porcine epidemic diarrhea virus strain COL/Antioquia06285/2015, complete genome",20-May-2015,['Colombia'],28031,porcine,544.0,10.074074074074074
149,MK071628.1,MK071628.1,"Porcine epidemic diarrhea virus strain COL/ValledelCauca05762/2015, complete genome",20-May-2015,['Colombia'],28017,porcine,544.0,10.074074074074074
150,MK071627.1,MK071627.1,"Porcine epidemic diarrhea virus strain COL/ValledelCauca05761/2015, complete genome",08-May-2015,['Colombia'],28017,porcine,544.0,10.074074074074074
151,MK071626.1,MK071626.1,"Porcine epidemic diarrhea virus strain COL/Cundinamarca/2015, complete genome",06-May-2015,['Colombia'],28019,porcine,564.0,10.071428571428571
152,MK071625.1,MK071625.1,"Porcine epidemic diarrhea virus strain COL/Antioquia/2014, complete genome",27-Apr-2015,['Colombia'],28013,porcine,564.0,10.071428571428571
153,MK071624.1,MK071624.1,"Porcine epidemic diarrhea virus strain COL/Cundinamarca03962/2014, complete genome",21-Mar-2014,['Colombia'],28018,porcine,542.0,10.037037037037036
154,MK071623.1,MK071623.1,"Porcine epidemic diarrhea virus strain COL/Cundinamarca03715/2014, complete genome",16-Mar-2014,['Colombia'],28029,porcine,544.0,10.074074074074074
155,MK071622.1,MK071622.1,"Porcine epidemic diarrhea virus strain COL/Huila/2014, complete genome",17-Mar-2014,['Colombia'],28024,porcine,544.0,10.264150943396226
156,MK071621.1,MK071621.1,"Porcine epidemic diarrhea virus strain COL/Cundinamarca03267/2014, complete genome",07-Mar-2014,['Colombia'],28011,porcine,544.0,10.074074074074074
157,MK071620.1,MK071620.1,"Porcine epidemic diarrhea virus strain COL/Antioquia00958/2015, complete genome",29-Jan-2015,['Colombia'],28017,porcine,564.0,10.071428571428571
158,MK071619.1,MK071619.1,"Porcine epidemic diarrhea virus strain COL/Antioquia00265/2015, complete genome",09-Jan-2015,['Colombia'],28016,porcine,564.0,10.071428571428571
159,MK584552.1,MK584552.1,"Porcine epidemic diarrhea virus strain AJ1102(F12), complete genome",May-2011,['China'],28044,Sus scrofa,504.0,10.285714285714286
160,LY646143.1,LY646143.1,KR 1020190008508-A/2: A novel attenuated PEDV strain and a vaccine composition comprising thereof,04-DEC-2019,,27974,,492.0,10.040816326530612
161,LY646142.1,LY646142.1,KR 1020190008508-A/1: A novel attenuated PEDV strain and a vaccine composition comprising thereof,04-DEC-2019,,27985,,544.0,10.074074074074074
162,MK862249.1,MK862249.1,"Porcine epidemic diarrhea virus strain HeN170821, complete genome",Aug-2017,['China'],28038,pig,564.0,10.071428571428571
163,MK702008.1,MK702008.1,"Porcine epidemic diarrhea virus isolate SNJ-P, complete genome",Oct-2018,['China'],28003,pig,552.0,10.036363636363637
164,MK796238.1,MK796238.1,"Porcine epidemic diarrhea virus strain CN/Liaoning25/2018, complete genome",Mar-2018,['China'],27961,pig,458.0,10.177777777777777
