,GenBank ID,Accession,Description,Collection Date,Geographic Location,Sequence Length,Host,Intervals Total Length,Intervals Mean Length
20,MT260149.1,MT260149.1,"Porcine deltacoronavirus isolate HNZK-02-P5, complete genome",2018-05-25,['China'],25520,swine,170.0,10.0
21,ON859973.1,ON859973.1,"UNVERIFIED: Porcine deltacoronavirus isolate JSYC-2021, complete genome",2021-01-20,['China'],25410,swine,130.0,10.0
22,ON402372.1,ON402372.1,"Porcine deltacoronavirus isolate HNZK-02-P60, complete genome",11-Jan-2020,['China'],25689,pig,170.0,10.0
23,ON382562.1,ON382562.1,"Porcine deltacoronavirus isolate HNZK-02 P100, complete genome",10-Jun-2021,['China'],25418,pig,170.0,10.0
24,ON968724.1,ON968724.1,"Porcine deltacoronavirus isolate CH/LNFX/2022, complete genome",20-Mar-2022,['China: LiaoNing Province'],25506,porcine,130.0,10.0
25,MZ388474.1,MZ388474.1,"Porcine deltacoronavirus isolate CH/GX/PDCoV/2081/2018, complete genome",03-Apr-2018,['China: Guangxi'],25398,porcine,130.0,10.0
26,MZ388473.1,MZ388473.1,"Porcine deltacoronavirus isolate CH/GX/PDCoV/1988A/2018, complete genome",06-Feb-2018,['China: Guangxi'],25382,porcine,130.0,10.0
27,MZ388472.1,MZ388472.1,"Porcine deltacoronavirus isolate CH/GX/PDCoV/1539C/2017, complete genome",03-Mar-2017,['China: Guangxi'],25405,porcine,162.0,10.125
28,MZ388471.1,MZ388471.1,"Porcine deltacoronavirus isolate CH/GX/PDCoV/1491B/2017, complete genome",13-Feb-2017,['China: Guangxi'],25405,porcine,162.0,10.125
29,MZ388470.1,MZ388470.1,"Porcine deltacoronavirus isolate CH/GX/PDCoV/1472A/2017, complete genome",22-Jan-2017,['China: Guangxi'],25405,porcine,162.0,10.125
30,MZ388469.1,MZ388469.1,"Porcine deltacoronavirus isolate CH/GX/PDCoV/1423/2016, complete genome",19-Dec-2016,['China: Guangxi'],25393,porcine,152.0,10.133333333333333
31,ON494594.1,ON494594.1,"Porcine deltacoronavirus isolate CHN-SF-2018, complete genome",15-Feb-2018,['China'],25389,Sus scrofa,182.0,10.11111111111111
32,MH700629.1,MH700629.1,"UNVERIFIED: Porcine deltacoronavirus isolate P20_16_VN_0416, complete genome",29-JUL-2022,,25405,swine,134.0,10.307692307692308
33,MH700628.1,MH700628.1,"UNVERIFIED: Porcine deltacoronavirus isolate P12_14_VN_0814, complete genome",29-JUL-2022,,25406,swine,162.0,10.125
34,MH700627.1,MH700627.1,"UNVERIFIED: Porcine deltacoronavirus isolate NT1_0416/2016, complete genome",29-JUL-2022,,25405,swine,160.0,10.0
35,OL900393.1,OL900393.1,"Porcine deltacoronavirus strain CHN-SCMY2021-02, complete genome",02-Apr-2021,['China'],25340,pig,148.0,9.866666666666667
36,MW816149.1,MW816149.1,"Porcine deltacoronavirus strain CH7328, complete genome",2018,['China'],25420,pig,148.0,9.866666666666667
37,OM777140.1,OM777140.1,"Porcine deltacoronavirus strain NTU/C253/21, complete genome",2021,['Taiwan'],25392,Pig,148.0,9.866666666666667
38,OM256446.1,OM256446.1,"Porcine deltacoronavirus strain PDCoV-CH-SDLY52-2021, complete genome",Nov-2021,['China'],25403,pig,130.0,10.0
39,MZ772936.1,MZ772936.1,"Porcine deltacoronavirus isolate BN, complete genome",2016,['China'],25416,pig,182.0,10.11111111111111
40,MZ802777.1,MZ802777.1,"Porcine deltacoronavirus strain PDCoV/RBR-1/2016/Thailand, complete genome",May-2016,['Thailand'],25406,Sus scrofa,104.0,10.4
41,MZ802776.1,MZ802776.1,"Porcine deltacoronavirus strain PDCoV/VUT-1/2016/Vietnam, complete genome",Mar-2016,['Viet Nam'],25406,Sus scrofa,134.0,10.307692307692308
42,MZ802775.1,MZ802775.1,"Porcine deltacoronavirus strain PDCoV/NKP-1/2016/Thailand, complete genome",Jan-2016,['Thailand'],25406,Sus scrofa,134.0,10.307692307692308
43,MZ802774.1,MZ802774.1,"Porcine deltacoronavirus strain PDCoV/CBR-3/2016/Thailand, complete genome",Sep-2016,['Thailand'],25406,Sus scrofa,160.0,10.0
44,MZ802773.1,MZ802773.1,"Porcine deltacoronavirus strain PDCoV/CBR-2/2016/Thailand, complete genome",Sep-2016,['Thailand'],25406,Sus scrofa,160.0,10.0
45,MZ802772.1,MZ802772.1,"Porcine deltacoronavirus strain PDCoV/CBR-1/2016/Thailand, complete genome",Sep-2016,['Thailand'],25406,Sus scrofa,160.0,10.0
46,OK546242.1,OK546242.1,"Porcine deltacoronavirus strain CZ2020, complete genome",2020,['China'],25430,pig,130.0,10.0
47,MN520209.1,MN520209.1,"UNVERIFIED: Porcine deltacoronavirus isolate JS2019-A1414, complete genome",Jan-2019,['China: Jiangsu'],25413,,158.0,9.875
48,MN520208.1,MN520208.1,"UNVERIFIED: Porcine deltacoronavirus isolate JS2018-YC15, complete genome",Jul-2018,['China: Jiangsu'],25407,,148.0,9.866666666666667
49,MN520207.1,MN520207.1,"UNVERIFIED: Porcine deltacoronavirus isolate JS2018-QF49, complete genome",Oct-2018,['China: Jiangsu'],25406,,148.0,9.866666666666667
50,MN520206.1,MN520206.1,"UNVERIFIED: Porcine deltacoronavirus isolate HN2019-C132, complete genome",Mar-2019,['China: Henan'],25419,,148.0,9.866666666666667
51,MN520205.1,MN520205.1,"UNVERIFIED: Porcine deltacoronavirus isolate HN2019-C115, complete genome",Mar-2019,['China: Henan'],25420,,148.0,9.866666666666667
52,MN520204.1,MN520204.1,"UNVERIFIED: Porcine deltacoronavirus isolate HN2018-LH2, complete genome",May-2018,['China: Henan'],25414,,160.0,10.0
53,MN520203.1,MN520203.1,"UNVERIFIED: Porcine deltacoronavirus isolate GX2018-1, complete genome",Nov-2018,['China: Guangxi'],25423,,148.0,9.866666666666667
54,MN520202.1,MN520202.1,"UNVERIFIED: Porcine deltacoronavirus isolate GD2018-1, complete genome",May-2018,['China: Guangdong'],25421,,218.0,9.909090909090908
55,MN520201.1,MN520201.1,"UNVERIFIED: Porcine deltacoronavirus isolate GD2018-186, complete genome",2018,['China: Guangdong'],25422,,148.0,9.866666666666667
56,MN520200.1,MN520200.1,"UNVERIFIED: Porcine deltacoronavirus isolate AH2018-94, complete genome",2018,['China: Anhui'],25404,,130.0,10.0
57,MN520199.1,MN520199.1,"UNVERIFIED: Porcine deltacoronavirus isolate AH2018-93, complete genome",2018,['China: Anhui'],25397,,130.0,10.0
58,MN520198.1,MN520198.1,"UNVERIFIED: Porcine deltacoronavirus isolate AH2019-H, complete genome",2019,['China: Anhui'],25413,,148.0,9.866666666666667
59,MN520197.1,MN520197.1,"UNVERIFIED: Porcine deltacoronavirus isolate SD2018-4, complete genome",Apr-2018,['China: Shandong'],25404,,130.0,10.0
60,MN520196.1,MN520196.1,"UNVERIFIED: Porcine deltacoronavirus isolate SD2018-306, complete genome",Mar-2018,['China: Shandong'],25404,,130.0,10.0
61,MN520195.1,MN520195.1,"UNVERIFIED: Porcine deltacoronavirus isolate SD2018-304, complete genome",Mar-2018,['China: Shandong'],25404,,130.0,10.0
62,MN520194.1,MN520194.1,"UNVERIFIED: Porcine deltacoronavirus isolate SD2018-10, complete genome",Oct-2018,['China: Shandong'],25420,,140.0,10.0
63,MN520193.1,MN520193.1,"UNVERIFIED: Porcine deltacoronavirus isolate AH2018-81, complete genome",2018,['China: Anhui'],25406,,130.0,10.0
64,MN520192.1,MN520192.1,"UNVERIFIED: Porcine deltacoronavirus isolate ZJ2018-D, complete genome",Aug-2018,['China: Zhejiang'],25419,,140.0,10.0
65,MN520191.1,MN520191.1,"UNVERIFIED: Porcine deltacoronavirus isolate SD2019-426, complete genome",2019,['China: Shandong'],25382,,148.0,9.866666666666667
66,MN520190.1,MN520190.1,"UNVERIFIED: Porcine deltacoronavirus isolate AH2018-322, complete genome",Mar-2018,['China: Anhui'],25417,,148.0,9.866666666666667
67,MT663769.1,MT663769.1,"Porcine deltacoronavirus strain CHN-TS1-2019, complete genome",23-Jul-2019,['China'],25420,Sus_scrofa,148.0,9.866666666666667
68,MZ802955.1,MZ802955.1,"Porcine deltacoronavirus isolate CH-HLJ-20, complete genome",2020-09,['China'],25403,swine,148.0,9.866666666666667
69,MW854634.1,MW854634.1,"Porcine deltacoronavirus isolate 104-553, complete genome",Jun-2015,['Taiwan'],25418,pig,148.0,9.866666666666667
70,MZ291567.1,MZ291567.1,"Porcine deltacoronavirus strain OH-FD22 P7, complete genome",2014,['USA'],25438,swine,148.0,9.866666666666667
71,MW685624.1,MW685624.1,"Porcine deltacoronavirus isolate PDCoV/Haiti/Human/0329-4/2015, complete genome",13-Apr-2015,['Haiti'],25444,Homo sapiens,148.0,9.866666666666667
72,MW685623.1,MW685623.1,"Porcine deltacoronavirus isolate PDCoV/Haiti/Human/0256-1/2015, complete genome",2015-03-16,['Haiti'],25447,Homo sapiens,166.0,9.764705882352942
73,MW685622.1,MW685622.1,"Porcine deltacoronavirus isolate PDCoV/Haiti/Human/0081-4/2014, complete genome",2014-12-15,['Haiti'],25444,Homo sapiens,148.0,9.866666666666667
74,MT227371.1,MT227371.1,"UNVERIFIED: Porcine deltacoronavirus strain PDCoV/Peru/isolate/2019, complete genome",Oct-2019,['Peru'],25501,porcine,148.0,9.866666666666667
75,MH118333.1,MH118333.1,"UNVERIFIED: Porcine deltacoronavirus isolate P30_15_VN_1215, complete genome",31-DEC-2020,['Viet Nam'],25408,pig,152.0,10.133333333333333
76,MH118332.1,MH118332.1,"Porcine deltacoronavirus isolate P19_16_VN_0416, complete genome",31-DEC-2020,['Viet Nam'],25404,pig,134.0,10.307692307692308
77,MH118331.1,MH118331.1,"UNVERIFIED: Porcine deltacoronavirus isolate P1_16_VN_0116, complete genome",31-DEC-2020,['Viet Nam'],25408,pig,152.0,10.133333333333333
78,MK625641.1,MK625641.1,"Porcine deltacoronavirus isolate CH/JXJGS01/2016, complete genome",2018-10,['China'],25446,swine,148.0,9.866666666666667
79,MK625640.1,MK625640.1,"Porcine deltacoronavirus isolate CH/JXJGS01/2016, complete genome",2018-10,['China'],25447,swine,148.0,9.866666666666667
80,MK625639.1,MK625639.1,"Porcine deltacoronavirus isolate CH/JXJGS01/2016, complete genome",2018-10,['China'],25438,swine,148.0,9.866666666666667
81,MK625638.1,MK625638.1,"Porcine deltacoronavirus isolate CH/JXJGS01/2016, complete genome",2018-10,['China'],25447,swine,148.0,9.866666666666667
82,MW196362.1,MW196362.1,"Mutant Porcine deltacoronavirus strain USA/IL/2014/026PDV_P11, complete genome",2019,['USA: Illinois'],25447,swine,148.0,9.866666666666667
83,MN942260.1,MN942260.1,"Porcine deltacoronavirus isolate PDcov HeN/swine/2015, complete genome",2015,['China'],25370,swine,182.0,10.11111111111111
84,MN781985.1,MN781985.1,"Porcine deltacoronavirus isolate CHzmd2019, complete genome",22-SEP-2020,['China'],25420,Sus scrofa,148.0,9.866666666666667
85,MK359104.1,MK359104.1,"Porcine deltacoronavirus isolate CHN-GX01-2018, complete genome",2018,['China'],25406,pig,130.0,10.0
86,MN173782.1,MN173782.1,"Porcine deltacoronavirus isolate CHN-GX09-2018, complete genome",2018,['China'],25406,,130.0,10.0
87,MN173780.1,MN173780.1,"Porcine deltacoronavirus isolate CHN-GX12-2018, complete genome",2018,['China'],25406,,130.0,10.0
88,MN173781.1,MN173781.1,"Porcine deltacoronavirus isolate CHN-GX81-2018, complete genome",2018,['China'],25408,,140.0,10.0
89,MN173779.1,MN173779.1,"Porcine deltacoronavirus isolate CHN-GX11-2018, complete genome",2018,['China'],25406,,130.0,10.0
90,MT263013.1,MT263013.1,"UNVERIFIED: Porcine deltacoronavirus isolate CHN-HN-17, complete genome",2017,['China'],25396,swine,130.0,10.0
91,KX361345.1,KX361345.1,"Porcine deltacoronavirus isolate P24_15_NT1_1215/PDCoV/2015/Thailand, complete genome",Dec-2015,['Thailand'],25406,pig,160.0,10.0
92,KX361344.1,KX361344.1,"Porcine deltacoronavirus isolate P2_13_ST2_0313/PDCoV/0213/Thailand, complete genome",Mar-2013,['Thailand'],25406,pig,104.0,10.4
93,KX361343.1,KX361343.1,"Porcine deltacoronavirus isolate P1_13_ST1_0213/PDCoV/0213/Thailand, complete genome",Feb-2013,['Thailand'],25406,pig,104.0,10.4
94,MH025764.1,MH025764.1,"Porcine deltacoronavirus strain CH/JXJGS01/P50, complete genome",2016,['China'],25438,swine,148.0,9.866666666666667
95,MH025763.1,MH025763.1,"Porcine deltacoronavirus strain CH/JXJGS01/P20, complete genome",2016,['China'],25438,swine,148.0,9.866666666666667
96,MH025762.1,MH025762.1,"Porcine deltacoronavirus strain CH/JXJGS01/P7, complete genome",2016,['China'],25438,swine,148.0,9.866666666666667
97,MN025260.1,MN025260.1,"Porcine deltacoronavirus, complete genome",18-Jan-2017,['China: Guangxi'],25399,porcine,162.0,10.125
98,KX998969.1,KX998969.1,"Porcine deltacoronavirus isolate P29_15_VN_1215, complete genome",Dec-2015,['Viet Nam: Southern'],25415,pig,152.0,10.133333333333333
99,MK993519.1,MK993519.1,"Porcine deltacoronavirus isolate CHN/Sichuan/2019, complete genome",Jan-2019,['China'],25380,porcine,130.0,10.0
100,MN249445.1,MN249445.1,"Porcine deltacoronavirus isolate CHN-JS-2017, complete genome",11-Dec-2017,['China'],25424,Sus scrofa,182.0,10.11111111111111
101,MK330605.1,MK330605.1,"Porcine deltacoronavirus strain CHN/Sichuan/2018, complete genome",Jan-2018,['China'],25413,porcine,130.0,10.0
102,MK330604.1,MK330604.1,"Porcine deltacoronavirus strain CHN/Sichuan/2017, complete genome",Feb-2017,['China'],25402,porcine,130.0,10.0
103,MK572803.1,MK572803.1,"Porcine deltacoronavirus strain SCNC201705, complete genome",Jun-2017,['China: Sichuan'],25403,Sus scrofa,130.0,10.0
104,MK355396.1,MK355396.1,"Porcine deltacoronavirus strain CHN-SC2015, complete genome",20-Feb-2016,['China: Sichuan'],25403,Sus scrofa,130.0,10.0
105,MK211169.1,MK211169.1,"Porcine deltacoronavirus strain CHN/Sichuan/2017, complete genome",24-Dec-2017,['China'],25393,porcine,130.0,10.0
106,MK005882.1,MK005882.1,"Porcine deltacoronavirus strain Swine/CHN/SC/2018/1, complete genome",Mar-2018,['China'],25414,porcine,130.0,10.0
107,KX443143.2,KX443143.2,"Porcine deltacoronavirus strain CH-01, complete genome",2016,['China'],25404,,130.0,10.0
108,MH715491.1,MH715491.1,"Porcine deltacoronavirus strain PDCoV/CHGD/2016, complete genome",2016,['China'],25419,swine,178.0,9.88888888888889
109,MG832584.1,MG832584.1,"Porcine deltacoronavirus isolate CHN-HN-1601, complete genome",Jul-2016,['China'],25419,pig,148.0,9.866666666666667
110,MH708125.1,MH708125.1,"Porcine deltacoronavirus strain HNZK-06, complete genome",20-Mar-2018,['China'],25453,pig,170.0,10.0
111,MH708124.1,MH708124.1,"Porcine deltacoronavirus strain HNZK-04, complete genome",20-Mar-2018,['China'],25454,pig,170.0,10.0
112,MH708123.1,MH708123.1,"Porcine deltacoronavirus strain HNZK-02, complete genome",20-Mar-2018,['China'],25453,pig,170.0,10.0
113,KY293678.1,KY293678.1,"Porcine deltacoronavirus isolate CH/JXJGS02/2016, complete genome",23-May-2016,['China'],25438,piglet,160.0,10.0
114,MF642325.1,MF642325.1,"Porcine deltacoronavirus strain CHN/QH/2017/1, complete genome",Mar-2017,['China'],25420,Tibetan pig,166.0,9.764705882352942
115,MF642324.1,MF642324.1,"Porcine deltacoronavirus strain CHN/GS/2017/1, complete genome",Apr-2017,['China'],25420,Tibetan pig,178.0,9.88888888888889
116,MF642323.1,MF642323.1,"Porcine deltacoronavirus strain CHN/GS/2016/2, complete genome",Aug-2016,['China'],25420,Tibetan pig,166.0,9.764705882352942
117,MF642322.1,MF642322.1,"Porcine deltacoronavirus strain CHN/GS/2016/1, complete genome",Aug-2016,['China'],25420,Tibetan pig,166.0,9.764705882352942
118,MG837131.1,MG837131.1,"Porcine deltacoronavirus isolate KNU16-07-P10, complete genome",Nov-2016,['South Korea'],25422,pig,148.0,9.866666666666667
119,MG837130.1,MG837130.1,"Porcine deltacoronavirus isolate KNU16-07-P5, complete genome",Nov-2016,['South Korea'],25422,pig,148.0,9.866666666666667
120,MG242062.1,MG242062.1,"Porcine deltacoronavirus isolate CHN-HeB1-2017, complete genome",2017,['China'],25414,Sus scrofa,182.0,10.11111111111111
121,LC260044.1,LC260044.1,"Porcine deltacoronavirus genomic RNA, complete genome, strain: YMG/JPN/2014",2014-12,['Japan: Yamagata'],25362,Sus scrofa domesticus,148.0,9.866666666666667
122,LC260043.1,LC260043.1,"Porcine deltacoronavirus genomic RNA, complete genome, strain: OKN/JPN/2014",2014-08,['Japan: Okinawa'],25362,Sus scrofa domesticus,148.0,9.866666666666667
123,LC260042.1,LC260042.1,"Porcine deltacoronavirus genomic RNA, complete genome, strain: MYZ/JPN/2014",2014-03,['Japan: Miyazaki'],25362,Sus scrofa domesticus,148.0,9.866666666666667
124,LC260041.1,LC260041.1,"Porcine deltacoronavirus genomic RNA, complete genome, strain: IWT/JPN/2014",2014-05,['Japan: Iwate'],25362,Sus scrofa domesticus,148.0,9.866666666666667
125,LC260040.1,LC260040.1,"Porcine deltacoronavirus genomic RNA, complete genome, strain: GNM-2/JPN/2014",2014-05,['Japan: Gunma'],25362,Sus scrofa domesticus,148.0,9.866666666666667
126,LC260039.1,LC260039.1,"Porcine deltacoronavirus genomic RNA, complete genome, strain: GNM-1/JPN/2014",2014-05,['Japan: Gunma'],25362,Sus scrofa domesticus,148.0,9.866666666666667
127,LC260038.1,LC260038.1,"Porcine deltacoronavirus genomic RNA, complete genome, strain: AKT/JPN/2014",2014-05,['Japan: Akita'],25362,Sus scrofa domesticus,148.0,9.866666666666667
128,MF280390.1,MF280390.1,"Porcine deltacoronavirus strain CHN-GD-2016, complete genome",2016,['China'],25402,swine,148.0,9.866666666666667
129,MF041982.1,MF041982.1,"Porcine deltacoronavirus strain SHJS/SL/2016, complete genome",23-Dec-2016,['China'],25414,pig,182.0,10.11111111111111
130,KY513725.1,KY513725.1,"Porcine deltacoronavirus strain CH/Jiangsu/2014, complete genome",2014,['China: Jiangsu'],25422,pig,148.0,9.866666666666667
131,KY513724.1,KY513724.1,"Porcine deltacoronavirus strain CH/Hunan/2014, complete genome",2014,['China: Hunan'],25413,pig,192.0,10.105263157894736
132,KY363868.1,KY363868.1,"Porcine deltacoronavirus isolate CHN-GD16-05, complete genome",05-Jan-2016,['China'],25403,swine,148.0,9.866666666666667
133,KY363867.1,KY363867.1,"Porcine deltacoronavirus isolate CHN-GD16-03, complete genome",18-Mar-2016,['China'],25396,swine,158.0,9.875
134,KU665558.1,KU665558.1,"Porcine deltacoronavirus strain CHN-LYG-2014, complete genome",26-Jun-2014,['China'],25370,,100.0,10.0
135,MF948005.1,MF948005.1,"Porcine deltacoronavirus strain HB-BD, complete sequence",10-Aug-2017,['China'],25423,porcine,140.0,10.0
136,MF095123.1,MF095123.1,"Porcine deltacoronavirus isolate CHN-HG-2017, complete genome",15-Feb-2017,['China'],25399,Sus scrofa,148.0,9.866666666666667
137,KY926512.1,KY926512.1,"Porcine deltacoronavirus isolate KNU16-11, complete genome",Nov-2016,['South Korea'],25419,pig,156.0,9.75
138,MF431743.1,MF431743.1,"Porcine deltacoronavirus strain SD, complete genome",2014,['China'],25414,pig,182.0,10.11111111111111
139,MF431742.1,MF431742.1,"Porcine deltacoronavirus strain GD, complete genome",2015,['China'],25420,pig,148.0,9.866666666666667
140,KY293677.1,KY293677.1,"Porcine deltacoronavirus isolate CH/JXJGS01/2016, complete genome",23-May-2016,['China'],25438,piglet,148.0,9.866666666666667
141,LC260045.1,LC260045.1,"Porcine deltacoronavirus genomic RNA, complete genome, strain: HKD/JPN/2016",2016-09,['Japan: Hokkaido'],25359,Sus scrofa domesticus,202.0,10.1
142,KY364365.1,KY364365.1,"Porcine deltacoronavirus isolate KNU16-07, complete genome",Jul-2014,['South Korea'],25422,pig,148.0,9.866666666666667
143,KY354364.1,KY354364.1,"Porcine deltacoronavirus isolate DH2, complete genome",01-Apr-2016,['South Korea: Kyunggido'],25422,porcine,148.0,9.866666666666667
144,KY354363.1,KY354363.1,"Porcine deltacoronavirus isolate DH1, complete genome",01-Apr-2016,['South Korea: Kyunggido'],25422,porcine,148.0,9.866666666666667
145,KX834352.1,KX834352.1,"Porcine deltacoronavirus strain PDCoV/Swine/Vietnam/Binh21/2015, complete genome",08-Dec-2015,['Viet Nam'],25406,pig,162.0,10.125
146,KX834351.1,KX834351.1,"Porcine deltacoronavirus strain PDCoV/Swine/Vietnam/HaNoi6/2015, complete genome",10-Oct-2015,['Viet Nam'],25406,piglet,162.0,10.125
147,KY065120.1,KY065120.1,"Porcine deltacoronavirus strain CHN/Tianjin/2016, complete genome",2016,['China: Tianjin'],25413,porcine,148.0,9.866666666666667
148,KX118627.1,KX118627.1,"Porcine deltacoronavirus isolate P1_16_BTL_0115/PDCoV/2016/Lao, complete genome",20-Jan-2016,['Laos'],25405,pig,134.0,10.307692307692308
149,KX022605.1,KX022605.1,"Porcine deltacoronavirus strain PDCoV/USA/Nebraska145/2015, complete genome",21-Dec-2015,['USA: Nebraska'],25320,pig,148.0,9.866666666666667
150,KX022604.1,KX022604.1,"Porcine deltacoronavirus strain PDCoV/USA/Nebraska137/2015, complete genome",27-Nov-2015,['USA: Nebraska'],25382,pig,148.0,9.866666666666667
151,KX022603.1,KX022603.1,"Porcine deltacoronavirus strain PDCoV/USA/Minnesota140/2015, complete genome",18-Dec-2015,['USA: Minnesota'],25394,pig,148.0,9.866666666666667
152,KX022602.1,KX022602.1,"Porcine deltacoronavirus strain PDCoV/USA/Iowa136/2015, complete genome",15-Oct-2015,['USA: Iowa'],25382,pig,148.0,9.866666666666667
153,KU984334.1,KU984334.1,"Porcine deltacoronavirus isolate TT_1115, complete genome",Nov-2015,['Thailand'],25403,pig,134.0,10.307692307692308
154,KU981062.1,KU981062.1,"Porcine deltacoronavirus strain NH isolate passage 10, complete genome",30-Dec-2015,['China'],25420,,140.0,10.0
155,KU981061.1,KU981061.1,"Porcine deltacoronavirus strain NH isolate passage 5, complete genome",18-Jul-2015,['China'],25420,,140.0,10.0
156,KU981060.1,KU981060.1,"Porcine deltacoronavirus strain NH isolate passage 0, complete genome",15-Apr-2015,['China'],25420,,140.0,10.0
157,KU981059.1,KU981059.1,"Porcine deltacoronavirus strain NH, complete genome",16-Feb-2015,['China'],25420,piglet,140.0,10.0
158,KU051649.1,KU051649.1,"Porcine deltacoronavirus strain PDCoV/Swine/Thailand/S5015L/2015, complete genome",30-Jun-2015,['Thailand'],25405,pig,134.0,10.307692307692308
159,KU051641.1,KU051641.1,"Porcine deltacoronavirus strain PDCoV/Swine/Thailand/S5011/2015, complete genome",10-Jun-2015,['Thailand'],25405,pig,134.0,10.307692307692308
160,KR265865.1,KR265865.1,"Porcine deltacoronavirus strain USA/Iowa459/2014, complete genome",05-Jun-2014,['USA: Iowa'],25394,pig,148.0,9.866666666666667
161,KR265864.1,KR265864.1,"Porcine deltacoronavirus strain USA/Minnesota292/2014, complete genome",14-Mar-2014,['USA: Minnesota'],25395,pig,138.0,9.857142857142858
162,KR265863.1,KR265863.1,"Porcine deltacoronavirus strain USA/Ohio445/2014, complete genome",27-Mar-2014,['USA: Ohio'],25394,pig,148.0,9.866666666666667
163,KR265862.1,KR265862.1,"Porcine deltacoronavirus strain USA/Ohio444/2014, complete genome",26-Mar-2014,['USA: Ohio'],25394,pig,148.0,9.866666666666667
164,KR265861.1,KR265861.1,"Porcine deltacoronavirus strain USA/Nebraska210/2014, complete genome",05-Feb-2014,['USA: Nebraska'],25404,pig,148.0,9.866666666666667
165,KR265860.1,KR265860.1,"Porcine deltacoronavirus strain USA/Nebraska209/2014, complete genome",05-Feb-2014,['USA: Nebraska'],25396,pig,148.0,9.866666666666667
166,KR265859.1,KR265859.1,"Porcine deltacoronavirus strain USA/Minnesota159/2014, complete genome",11-Feb-2014,['USA: Minnesota'],25401,pig,148.0,9.866666666666667
167,KR265858.1,KR265858.1,"Porcine deltacoronavirus strain USA/NorthCarolina452/2014, complete genome",06-May-2014,['USA: North Carolina'],25394,pig,148.0,9.866666666666667
168,KR265857.1,KR265857.1,"Porcine deltacoronavirus strain USA/Illinois273/2014, complete genome",23-Feb-2014,['USA: Illinois'],25394,pig,148.0,9.866666666666667
