,GenBank ID,Accession,Description,Collection Date,Geographic Location,Sequence Length,Host,Intervals Total Length,Intervals Mean Length
31,AF208066.1,AF208066.1,"Murine hepatitis virus strain Penn 97-1, complete genome",11-MAY-2000,,31112,,334.0,9.823529411764707
32,AF207902.1,AF207902.1,"Murine hepatitis virus strain ML-11 RNA-directed RNA polymerase (orf1A), RNA-directed RNA polymerase (orf1B), non-structural protein (orf2A), hemagglutinin esterase protein (orf2B), spike glycoprotein precursor (orf3), non-structural protein (orf5A), envelope glycoprotein E (orf5B), matrix glycoprotein (orf6), and nucleocapsid protein (orf7) genes, complete cds",03-JAN-2002,,31277,,376.0,9.894736842105264
33,AF201929.1,AF201929.1,"Murine hepatitis virus strain 2, complete genome",03-JAN-2002,,31276,,352.0,9.777777777777779
34,KF850449.2,KF850449.2,"Rat coronavirus strain mouse_lab/USA/MG6644_HOLMES10/1996, partial genome",09-Dec-1996,['USA'],31169,Rattus sp.,444.0,10.090909090909092
35,JF792617.1,JF792617.1,"Rat coronavirus isolate 8190, complete genome",30-APR-2012,,31274,rat,502.0,10.458333333333334
36,JF792616.1,JF792616.1,"Rat coronavirus isolate 681, complete genome",30-APR-2012,,31286,rat,494.0,10.081632653061224
37,JQ173883.1,JQ173883.1,"Murine hepatitis virus strain S/3239-17, complete genome",24-MAR-2012,,31161,,498.0,10.375
38,AY700211.1,AY700211.1,"Murine hepatitis virus strain A59, complete genome",10-JAN-2006,,31335,,384.0,10.666666666666666
39,AB551247.1,AB551247.1,"Murine hepatitis virus RNA, complete genome, strain: MHV-MI",1994,['Australia:Melbourne'],31428,"Mus musculus, severe combined immunedeficiency (SCID), female, 6-8 weeks old, liver, sample ID: E4M31",628.0,10.129032258064516
40,FJ938068.1,FJ938068.1,"Rat coronavirus Parker, complete genome",11-JUL-2009,,31250,rat,444.0,10.325581395348838
41,AY910861.1,AY910861.1,"Synthetic construct murine hepatitis virus, complete genome",12-MAR-2005,,31409,,384.0,10.666666666666666
