,GenBank ID,Accession,Description,Collection Date,Geographic Location,Sequence Length,Host,Intervals Total Length,Intervals Mean Length
38,MW804449.1,MW804449.1,"Transmissible gastroenteritis virus isolate CH8438, complete genome",Nov-2017,['China'],28488,swine,164.0,10.25
39,ON107244.1,ON107244.1,"Canine coronavirus isolate SMU-8, partial genome",2020-01,['China'],28943,canine,76.0,9.5
40,OP179857.1,OP179857.1,"Canine coronavirus isolate CCov/PK02/2019/BRA, complete genome",2019,['Brazil'],29412,Canis lupus familiaris,102.0,9.272727272727273
41,MW354911.1,MW354911.1,"UNVERIFIED: Canine coronavirus strain 41, partial genome",2019-11-01,['China'],29851,fox,186.0,9.789473684210526
42,MW354910.1,MW354910.1,"UNVERIFIED: Canine coronavirus strain 38, partial genome",2019-11-01,['China'],29598,fox,198.0,9.9
43,OM830321.1,OM830321.1,"Porcine respiratory coronavirus ISU-1, complete genome",01-Jun-1990,['USA'],27546,porcine,150.0,10.0
44,OM830320.1,OM830320.1,"Porcine respiratory coronavirus 137 isolate 86/135308, complete genome",01-Sep-1986,['United Kingdom'],27776,porcine,146.0,9.733333333333333
45,OM830319.1,OM830319.1,"Porcine respiratory coronavirus 310 isolate AR310, complete genome",01-Jun-1993,['USA'],27547,porcine,150.0,10.0
46,OM830318.1,OM830318.1,"Porcine respiratory coronavirus 135 isolate 86/135308, complete genome",01-Sep-1986,['United Kingdom'],27776,porcine,156.0,9.75
47,OM950729.1,OM950729.1,"Canine coronavirus isolate GH4-2, complete genome",2020,['China'],29366,raccoon dog,210.0,10.0
48,OM950728.1,OM950728.1,"Canine coronavirus isolate GH8-2, complete genome",2020,['China'],29367,raccoon dog,210.0,10.0
49,MT821905.1,MT821905.1,"Swine enteric coronavirus strain Italy/77590/2019, complete genome",04-Mar-2019,['Italy'],28081,Sus scrofa,104.0,9.454545454545455
50,OM802899.1,OM802899.1,"Transmissible gastroenteritis virus strain SZ19, complete genome",04-Jul-2019,['China'],28020,swine,164.0,10.25
51,MW308128.1,MW308128.1,"Feline coronavirus isolate VP1a, complete genome",2006,['Germany: Kassel'],29294,cat,62.0,8.857142857142858
52,MZ368889.1,MZ368889.1,"Transmissible gastroenteritis virus strain HB-1, complete genome",24-Jun-2020,['China: Hebei'],28590,pig,164.0,10.25
53,OM451123.1,OM451123.1,"MAG: Canine coronavirus isolate HeB-G1, complete genome",2021,['China'],29340,Raccoon dog,126.0,9.692307692307692
54,OM451122.1,OM451122.1,"MAG: Canine coronavirus isolate SD-F3, complete genome",2021,['China'],29309,Raccoon dog,166.0,10.375
55,MT955604.1,MT955604.1,"UNVERIFIED: Canine coronavirus isolate PVNRTVU/2020-0001, complete genome",22-DEC-2021,['India'],29381,canine,270.0,10.384615384615385
56,MT906865.1,MT906865.1,"Canine coronavirus strain 2020/7, complete genome",2020,['United Kingdom'],29321,domestic dog,88.0,9.777777777777779
57,MT906864.1,MT906864.1,"Canine coronavirus strain 2020/15, complete genome",2020,['United Kingdom'],29437,domestic dog,196.0,9.8
58,MT522161.1,MT522161.1,"Transmissible gastroenteritis virus strain TGEV HLJ-17 replicase 1a, spike protein, non-structural protein 3a, non-structural protein 3b, envelope protein, membrane protein, nucleoprotein, and non-structural protein 7 genes, complete cds",2017,['China'],28483,porcine,164.0,10.25
59,MZ420153.1,MZ420153.1,"Canine coronavirus isolate Z19, complete genome",15-Mar-2017,['Haiti'],29377,Homo sapiens,216.0,9.818181818181818
60,MW591993.2,MW591993.2,"Canine coronavirus isolate CCoV-HuPn-2018, complete genome",2017,['Malaysia'],29088,Homo sapiens,206.0,9.363636363636363
61,MT239440.1,MT239440.1,"Feline coronavirus strain ZJU1709, complete genome",Sep-2017,['China'],29303,Felis catus,76.0,9.5
62,MT239439.1,MT239439.1,"Feline coronavirus strain ZJU1617, complete genome",2016,['China'],29347,Felis catus,140.0,9.333333333333334
63,MW030110.1,MW030110.1,"Feline coronavirus isolate SD, complete genome",May-2018,['China'],29302,Felis catus,36.0,9.0
64,MW030109.1,MW030109.1,"Feline coronavirus isolate 79-1146_CA, complete genome",May-2018,['USA'],29332,Felis catus,98.0,9.8
65,MW030108.1,MW030108.1,"Feline coronavirus isolate QS, complete genome",May-2018,['China'],29234,Felis catus,44.0,8.8
66,MT444152.1,MT444152.1,"Feline coronavirus strain HF1902, complete genome",25-May-2019,['China'],28506,cat,78.0,9.75
67,MT576083.1,MT576083.1,"Transmissible gastroenteritis virus isolate HQ2016, complete genome",Mar-2016,['China'],28571,pig,164.0,10.25
68,MN692770.1,MN692770.1,"Swine enteric coronavirus isolate SeCoV-1480-Murcia-Lorca, complete genome",30-May-2014,['Spain'],28094,swine,78.0,9.75
69,MT114544.1,MT114544.1,"Canine coronavirus strain B135_JS_2018, partial genome",10-Dec-2019,['China'],28960,canine,170.0,10.0
70,MT114543.1,MT114543.1,"Canine coronavirus strain B194_GZ_2019, partial genome",27-Jan-2019,['China'],29148,canine,164.0,9.647058823529411
71,MT114542.1,MT114542.1,"Canine coronavirus strain B203_GZ_2019, partial genome",02-Jan-2019,['China'],28975,canine,132.0,9.428571428571429
72,MT114541.1,MT114541.1,"Canine coronavirus strain B363_ZJ_2019, partial genome",09-Jul-2019,['China'],29052,canine,92.0,9.2
73,MT114540.1,MT114540.1,"Canine coronavirus strain B447_ZJ_2019, partial genome",26-Jul-2019,['China'],29052,canine,82.0,9.11111111111111
74,MT114539.1,MT114539.1,"Canine coronavirus strain B600_ZJ_2019, partial genome",15-Sep-2019,['China'],29056,canine,136.0,9.714285714285714
75,MT114538.1,MT114538.1,"Canine coronavirus strain B639_ZJ_2019, partial genome",19-Sep-2019,['China'],29058,canine,140.0,10.0
76,MG893511.1,MG893511.1,"Feline coronavirus isolate Felix, complete genome",Jul-2012,['Germany'],29298,Felis catus,58.0,9.666666666666666
77,MN165107.1,MN165107.1,"Feline coronavirus isolate XXN, complete genome",Apr-2018,['China: Changsha'],29286,Felis catus,78.0,8.666666666666666
78,KY406735.1,KY406735.1,"Porcine respiratory coronavirus strain PRCV/USA/Minnesota-46140/2016, complete genome",01-Nov-2016,['USA'],27779,,140.0,10.76923076923077
79,KX900411.1,KX900411.1,"Transmissible gastroenteritis virus strain TGEV/USA/SouthDakota154/2014, complete genome",05-Feb-2014,['USA: South Dakota'],28521,,174.0,10.235294117647058
80,KX900410.1,KX900410.1,"Transmissible gastroenteritis virus strain TGEV/USA/Minnesota153/2014, complete genome",04-Feb-2014,['USA: Minnesota'],28521,,164.0,10.25
81,KX900409.1,KX900409.1,"Transmissible gastroenteritis virus strain TGEV/USA/Minnesota152/2014, complete genome",31-Jan-2014,['USA: Minnesota'],28521,,164.0,10.25
82,KX900408.1,KX900408.1,"Transmissible gastroenteritis virus strain TGEV/USA/Wisconsin151/2014, complete genome",17-Jan-2014,['USA: Wisconsin'],28521,,164.0,10.25
83,KX900407.1,KX900407.1,"Transmissible gastroenteritis virus strain TGEV/USA/Minnesota150/2013, complete genome",01-Mar-2013,['USA: Minnesota'],28521,,174.0,10.235294117647058
84,KX900406.1,KX900406.1,"Transmissible gastroenteritis virus strain TGEV/USA/Illinois149/2013, complete genome",28-Feb-2013,['USA: Illinois'],28521,,174.0,10.235294117647058
85,KX900405.1,KX900405.1,"Transmissible gastroenteritis virus strain TGEV/USA/Minnesota148/2013, complete genome",04-Jan-2013,['USA: Minnesota'],28521,,174.0,10.235294117647058
86,KX900404.1,KX900404.1,"Transmissible gastroenteritis virus strain TGEV/USA/Oklahoma147/2012, complete genome",29-Nov-2012,['USA: Oklahoma'],28521,,174.0,10.235294117647058
87,KX900403.1,KX900403.1,"Transmissible gastroenteritis virus strain TGEV/USA/Illinois146/2008, complete genome",09-Apr-2008,['USA: Illinois'],28521,,174.0,10.235294117647058
88,KX900402.1,KX900402.1,"Transmissible gastroenteritis virus strain TGEV/Mex/145/2008, complete genome",17-Apr-2008,['Mexico'],28582,,164.0,10.25
89,KX900401.1,KX900401.1,"Transmissible gastroenteritis virus strain TGEV/USA/Tennessee144/2008, complete genome",15-Apr-2008,['USA: Tennessee'],28521,,174.0,10.235294117647058
90,KX900400.1,KX900400.1,"Transmissible gastroenteritis virus strain TGEV/USA/Iowa143/2008, complete genome",06-Mar-2008,['USA: Iowa'],28521,,174.0,10.235294117647058
91,KX900399.1,KX900399.1,"Transmissible gastroenteritis virus strain TGEV/USA/NorthCarolina142/2007, complete genome",16-Feb-2007,['USA: North Carolina'],28521,,174.0,10.235294117647058
92,KX900398.1,KX900398.1,"Transmissible gastroenteritis virus strain TGEV/USA/Minnesota141/2007, complete genome",08-Feb-2007,['USA: Minnesota'],28521,,164.0,10.25
93,KX900397.1,KX900397.1,"Transmissible gastroenteritis virus strain TGEV/USA/NorthCarolina140/2007, complete genome",08-Feb-2007,['USA: North Carolina'],28521,,138.0,9.857142857142858
94,KX900396.1,KX900396.1,"Transmissible gastroenteritis virus strain TGEV/USA/Illinois139/2006, complete genome",17-Nov-2006,['USA: Illinois'],28393,,174.0,10.235294117647058
95,KX900395.1,KX900395.1,"Transmissible gastroenteritis virus strain TGEV/USA/Minnesota138/2006, complete genome",08-Nov-2006,['USA: Minnesota'],28521,,174.0,10.235294117647058
96,KX900394.1,KX900394.1,"Transmissible gastroenteritis virus strain TGEV/USA/HB/1988, complete genome",1988,['USA'],28582,,164.0,10.25
97,KX900393.1,KX900393.1,"Transmissible gastroenteritis virus strain TGEV/USA/Z/1986, complete genome",08-Dec-2006,['USA'],28582,,164.0,10.25
98,NC_038861.1,NC_038861.1,"Transmissible gastroenteritis virus complete genome, genomic RNA",24-AUG-2018,['USA:Indiana'],28586,pig,164.0,10.25
99,NC_028806.1,NC_028806.1,"Swine enteric coronavirus strain Italy/213306/2009, complete genome",04-Sep-2009,['Italy'],28111,pig,78.0,9.75
100,NC_002306.3,NC_002306.3,"Feline infectious peritonitis virus, complete genome",13-AUG-2018,['USA'],29355,,98.0,9.8
101,LT545990.1,LT545990.1,"Swine enteric coronavirus isolate SeCoV_GER_L00930_2012 genome assembly, complete genome: monopartite",15-JUN-2018,,28050,,78.0,9.75
102,KX722531.1,KX722531.1,"Feline coronavirus isolate Cat 2 Holstebro, complete genome",01-Feb-2015,['Denmark'],29042,Felis catus,56.0,9.333333333333334
103,KX722530.1,KX722530.1,"Feline coronavirus isolate Cat 1 Karlslunde, complete genome",01-Feb-2015,['Denmark'],28595,Felis catus,70.0,8.75
104,KX722529.1,KX722529.1,"Feline coronavirus isolate UG-FH8, complete genome",01-Jan-2015,['Belgium'],29174,Felis catus,56.0,9.333333333333334
105,KY566211.1,KY566211.1,"Feline coronavirus strain HLJ/HRB/2016/13, complete genome",Nov-2016,['China'],29337,cat,88.0,9.777777777777779
106,KY566210.1,KY566210.1,"Feline coronavirus strain HLJ/HRB/2016/11, complete genome",Nov-2016,['China'],29297,cat,122.0,10.166666666666666
107,KY566209.1,KY566209.1,"Feline coronavirus strain HLJ/HRB/2016/10, complete genome",Nov-2016,['China'],29440,cat,122.0,10.166666666666666
108,KY063618.2,KY063618.2,"Canine coronavirus isolate HLJ-073, complete genome",01-Jul-2016,['China'],28969,dog,66.0,9.428571428571429
109,KY292377.1,KY292377.1,"Feline coronavirus strain HLJ/DQ/2016/01, complete genome",Oct-2016,['China'],29303,cat,110.0,10.0
110,KY063617.1,KY063617.1,"Canine coronavirus isolate HLJ-072, complete genome",01-Jul-2016,['China'],29264,dog,66.0,9.428571428571429
111,KY063616.1,KY063616.1,"Canine coronavirus isolate HLJ-071, complete genome",01-Jul-2016,['China'],29319,dog,66.0,9.428571428571429
112,KX499468.1,KX499468.1,"Transmissible gastroenteritis virus strain TGEV AHHF, complete genome",22-Dec-2015,['China'],28614,porcine,164.0,10.25
113,KX083668.1,KX083668.1,"Transmissible gastroenteritis virus isolate HE-1, complete genome",2015,['China'],28580,swine,164.0,10.25
114,KX058075.1,KX058075.1,UNVERIFIED: Transmissible gastroenteritis virus strain CN12 genomic sequence,2012,['China'],28425,pig,164.0,10.25
115,DQ443743.1,DQ443743.1,"Transmissible gastroenteritis virus strain SC-Y, complete genome",26-JUL-2016,['China'],28590,,164.0,10.25
116,DQ201447.1,DQ201447.1,"Transmissible gastroenteritis virus strain TS, complete genome",26-JUL-2016,,28548,pig,168.0,10.5
117,HQ462571.1,HQ462571.1,"Transmissible gastroenteritis virus strain WH-1, complete genome",25-JUL-2016,['China'],28597,Sus scrofa,164.0,10.25
118,FJ755618.2,FJ755618.2,"Transmissible gastroenteritis virus strain H16, complete genome",1973,['China'],28569,pig,164.0,10.25
119,EU074218.2,EU074218.2,"Transmissible gastroenteritis virus strain attenuated H, complete genome",24-JUL-2016,['China'],28569,,164.0,10.25
120,DQ811788.1,DQ811788.1,"TGEV Purdue P115, complete genome",14-JUL-2016,,28571,pig,164.0,10.25
121,DQ811787.1,DQ811787.1,"PRCV ISU-1, complete genome",14-JUL-2016,['USA:Indiana'],27550,pig,150.0,10.0
122,DQ811785.1,DQ811785.1,"TGEV Miller M6, complete genome",14-JUL-2016,['USA:Ohio'],28542,pig,164.0,10.25
123,KU729220.1,KU729220.1,"Transmissible gastroenteritis virus strain TH-98, complete genome",10-Feb-1998,"['China: pig farm, suburb of Haerbin, Heilongjiang province']",28539,Sus scrofa (swine),164.0,10.25
124,KU215428.1,KU215428.1,"Feline coronavirus isolate Cat3_day28_withoutdeletion, complete genome",2013,['Belgium'],29262,Felis catus,94.0,9.4
125,KU215427.1,KU215427.1,"Feline coronavirus isolate Cat3_day28_deletion, complete genome",2013,['Belgium'],29238,Felis catus,94.0,9.4
126,KU215426.1,KU215426.1,"Feline coronavirus isolate Cat2_day84, complete genome",2013,['Belgium'],29262,Felis catus,76.0,9.5
127,KU215425.1,KU215425.1,"Feline coronavirus isolate Cat1_day28_withoutdeletion, complete genome",2013,['Belgium'],29262,Felis catus,94.0,9.4
128,KU215424.1,KU215424.1,"Feline coronavirus isolate Cat1_day28_deletion, complete genome",2013,['Belgium'],29253,Felis catus,94.0,9.4
129,KU215423.1,KU215423.1,"Feline coronavirus isolate Cat3_day9, complete genome",2013,['Belgium'],29262,Felis catus,94.0,9.4
130,KU215422.1,KU215422.1,"Feline coronavirus isolate Cat2_day21_withoutdeletion, complete genome",2013,['Belgium'],29262,Felis catus,108.0,9.818181818181818
131,KU215421.1,KU215421.1,"Feline coronavirus isolate Cat2_day21_deletion, complete genome",2013,['Belgium'],29161,Felis catus,108.0,9.818181818181818
132,KU215420.1,KU215420.1,"Feline coronavirus isolate Cat1_day7, complete genome",2013,['Belgium'],29262,Felis catus,94.0,9.4
133,KU215419.1,KU215419.1,"Feline coronavirus isolate inoculum, complete genome",2013,['Belgium'],29262,Felis catus,94.0,9.4
134,KT696544.1,KT696544.1,"Transmissible gastroenteritis virus strain JS2012, complete genome",2012,['China'],28542,pig,164.0,10.25
135,KR061459.1,KR061459.1,"Swine enteric coronavirus strain Italy/213306/2009, complete genome",04-Sep-2009,['Italy'],28111,pig,78.0,9.75
136,KR270796.1,KR270796.1,"Porcine respiratory coronavirus strain OH7269, complete genome",24-Jul-2014,['USA: Ohio'],27765,pig,154.0,10.266666666666667
137,KP981644.1,KP981644.1,"Canine coronavirus strain CB/05, complete genome",2005,['Italy'],29278,Canis lupus familiaris (domestic dog),214.0,10.19047619047619
138,KF530271.1,KF530271.1,UNVERIFIED: Feline coronavirus strain feline/USA/236kid/2011 genomic sequence,17-Mar-2011,['USA: Pennsylvania'],28039,Felis catus; sex: F,106.0,9.636363636363637
139,KF530270.1,KF530270.1,UNVERIFIED: Feline coronavirus strain feline/USA/Muff1-09/2008 genomic sequence,26-Nov-2008,['USA: Pennsylvania'],28457,Felis catus; sex: F,80.0,10.0
140,KF530136.1,KF530136.1,UNVERIFIED: Feline coronavirus strain Felis catus/NLD/UU62/2010 genomic sequence,27-Jan-2010,['Netherlands: Utrecht'],29076,Felis catus,76.0,9.5
141,KF530135.1,KF530135.1,UNVERIFIED: Feline coronavirus strain Felis catus/NLD/UU55/2010 genomic sequence,17-Jun-2010,['Netherlands: Utrecht'],28338,Felis catus,102.0,10.2
142,KF530134.1,KF530134.1,UNVERIFIED: Feline coronavirus strain Felis catus/NLD/UU63/2010 genomic sequence,12-Mar-2010,['Netherlands: Utrecht'],29079,Felis catus,76.0,9.5
143,KF530133.1,KF530133.1,UNVERIFIED: Feline coronavirus strain Felis catus/NLD/UU44/2007 genomic sequence,26-Jun-2007,['Netherlands'],29091,Felis catus,74.0,10.571428571428571
144,KF530132.1,KF530132.1,UNVERIFIED: Feline coronavirus strain Felis catus/NLD/UU57/2010 genomic sequence,08-Jun-2010,['Netherlands: Utrecht'],27253,Felis catus,66.0,9.428571428571429
145,KF530131.1,KF530131.1,UNVERIFIED: Feline coronavirus strain Felis catus/NLD/UU72/2010 genomic sequence,20-Sep-2010,['Netherlands: Utrecht'],28357,Felis catus,64.0,9.142857142857142
146,KF530130.1,KF530130.1,UNVERIFIED: Feline coronavirus strain Felis catus/NLD/UU69/2010 genomic sequence,17-Aug-2010,['Netherlands: Utrecht'],29086,Felis catus,112.0,9.333333333333334
147,KF530129.1,KF530129.1,UNVERIFIED: Feline coronavirus strain Felis catus/NLD/UU50/2010 genomic sequence,30-Jun-2010,['Netherlands: Utrecht'],29081,Felis catus,40.0,8.0
148,KF530127.1,KF530127.1,UNVERIFIED: Feline coronavirus strain Felis catus/NLD/UU74/2010 genomic sequence,06-Sep-2010,['Netherlands: Utrecht'],29023,Felis catus,70.0,8.75
149,KF530126.1,KF530126.1,UNVERIFIED: Feline coronavirus strain Felis catus/NLD/UU71/2010 genomic sequence,24-Aug-2010,['Netherlands: Utrecht'],28306,Felis catus,64.0,9.142857142857142
150,KF530125.1,KF530125.1,UNVERIFIED: Feline coronavirus strain Felis catus/NLD/UU67/2010 genomic sequence,22-Jun-2010,['Netherlands: Utrecht'],28829,Felis catus,88.0,9.777777777777779
151,KF530124.1,KF530124.1,UNVERIFIED: Feline coronavirus strain Felis catus/NLD/UU76/2010 genomic sequence,23-Nov-2010,['Netherlands: Utrecht'],28996,Felis catus,36.0,9.0
152,KF530123.1,KF530123.1,"Feline coronavirus strain Felis catus/NLD/UU88/2010, complete genome",17-Aug-2010,['Netherlands: Utrecht'],29123,Felis catus,64.0,9.142857142857142
153,KF530122.1,KF530122.1,UNVERIFIED: Feline coronavirus strain Felis catus/NLD/UU36/2009 genomic sequence,27-Aug-2009,['Netherlands'],28990,Felis catus,116.0,8.923076923076923
154,KF530121.1,KF530121.1,UNVERIFIED: Feline coronavirus strain Felis catus/NLD/UU43/2007 genomic sequence,13-Aug-2007,['Netherlands'],28898,Felis catus,0.0,0.0
155,KF530120.1,KF530120.1,UNVERIFIED: Feline coronavirus strain Felis catus/NLD/UU73/2011 genomic sequence,14-May-2011,['Netherlands: Utrecht'],28353,Felis catus,64.0,9.142857142857142
156,KF530119.1,KF530119.1,UNVERIFIED: Feline coronavirus strain Felis catus/NLD/UU37/2009 genomic sequence,27-Aug-2009,['Netherlands'],28918,Felis catus,0.0,0.0
157,KF530118.1,KF530118.1,UNVERIFIED: Feline coronavirus strain Felis catus/NLD/UU77/2009 genomic sequence,21-Jun-2009,['Netherlands: Utrecht'],27338,Felis catus,52.0,10.4
158,KF530117.1,KF530117.1,UNVERIFIED: Feline coronavirus strain Felis catus/NLD/UU82/2010 genomic sequence,12-Aug-2010,['Netherlands: Utrecht'],29001,Felis catus,102.0,9.272727272727273
159,KF530116.1,KF530116.1,UNVERIFIED: Feline coronavirus strain Felis catus/NLD/UU61/2010 genomic sequence,07-Jan-2010,['Netherlands: Utrecht'],29062,Felis catus,70.0,10.0
160,KF530115.1,KF530115.1,UNVERIFIED: Feline coronavirus strain Felis catus/NLD/UU68/2010 genomic sequence,27-Apr-2010,['Netherlands: Utrecht'],29002,Felis catus,66.0,9.428571428571429
161,KC175341.1,KC175341.1,"Canine coronavirus strain S378, complete genome",1978,"['USA: Ithaca, NY']",29340,Canis lupus familiaris,198.0,10.421052631578947
162,KC175340.1,KC175340.1,"Canine coronavirus strain K378, complete genome",1978,"['USA: Ithaca, NY']",29380,Canis lupus familiaris,198.0,10.421052631578947
163,KC175339.1,KC175339.1,"Canine coronavirus strain 171, complete genome",1971,['Germany'],29270,Canis lupus familiaris,98.0,9.8
164,JN856008.2,JN856008.2,"Canine coronavirus strain A76, complete genome",1976,"['USA: Ithaca, NY']",29271,Canis lupus familiaris,220.0,9.565217391304348
165,JN183883.1,JN183883.1,"Feline coronavirus UU54, complete genome",12-Mar-2010,['Netherlands: Utrecht'],29222,Felis catus,8.0,4.0
166,JN183882.1,JN183882.1,"Feline coronavirus UU47, complete genome",14-Jul-2010,['Netherlands: Utrecht'],29243,Felis catus,146.0,9.733333333333333
167,HQ392469.1,HQ392469.1,"Feline coronavirus UU40, complete genome",22-Jan-2008,['Netherlands'],29233,Felis catus,48.0,9.6
168,HQ012372.1,HQ012372.1,"Feline coronavirus UU34, complete genome",11-Sep-2007,['Netherlands'],29216,Felis catus,26.0,8.666666666666666
169,KP202848.1,KP202848.1,"Transmissible gastroenteritis virus isolate SHXB, complete genome",07-Mar-2013,['China'],28611,Sus scrofa,164.0,10.25
170,KC962433.1,KC962433.1,"Transmissible gastroenteritis virus isolate TGEV-HX, complete genome",05-May-2012,['China'],28580,Sus scrofa,164.0,10.25
171,KP143512.1,KP143512.1,"Feline coronavirus isolate 26M, complete genome",01-Jan-2013,['United Kingdom'],28956,Felis catus,68.0,9.714285714285714
172,KP143511.1,KP143511.1,"Feline coronavirus isolate 80F, complete genome",01-Jan-2013,['United Kingdom'],28971,Felis catus,68.0,9.714285714285714
