,GenBank ID,Accession,Description,Collection Date,Geographic Location,Sequence Length,Host,Intervals Total Length,Intervals Mean Length
77,OP037400.1,OP037400.1,"Bovine coronavirus isolate SDSU/2020/04/R, partial genome",2020,['USA: Wisconsin'],30868,bovine,236.0,9.833333333333334
78,OP037399.1,OP037399.1,"Bovine coronavirus isolate SDSU/2020/03/R, partial genome",2020,['USA: Texas'],31027,bovine,350.0,10.294117647058824
79,OP037398.1,OP037398.1,"Bovine coronavirus isolate SDSU/2020/02/R, partial genome",2020,['USA: California'],30682,bovine,304.0,10.133333333333333
80,OP037397.1,OP037397.1,"Bovine coronavirus isolate SDSU/2020/01/R, partial genome",2020,['USA: California'],31002,bovine,338.0,10.242424242424242
81,OP037396.1,OP037396.1,"Bovine coronavirus isolate MARC/2021/03/R, partial genome",2021,['USA: Nebraska'],31008,bovine,326.0,10.1875
82,OP037395.1,OP037395.1,"Bovine coronavirus isolate MARC/2021/02/R, partial genome",2021,['USA: Nebraska'],31007,bovine,314.0,10.129032258064516
83,OP037394.1,OP037394.1,"Bovine coronavirus isolate MARC/2021/01/R, partial genome",2021,['USA: Nebraska'],31005,bovine,308.0,10.266666666666667
84,OP037393.1,OP037393.1,"Bovine coronavirus isolate MARC/2020/03/R, partial genome",2020,['USA: Nebraska'],31037,bovine,242.0,10.083333333333334
85,OP037392.1,OP037392.1,"Bovine coronavirus isolate MARC/2020/02/R, partial genome",2020,['USA: Nebraska'],31013,bovine,326.0,10.1875
86,OP037391.1,OP037391.1,"Bovine coronavirus isolate MARC/2020/01/R, partial genome",2020,['USA: Nebraska'],31010,bovine,260.0,10.0
87,OP037390.1,OP037390.1,"Bovine coronavirus isolate MARC/2019/02/R, partial genome",2019,['USA: Nebraska'],31005,bovine,382.0,10.324324324324325
88,OP037389.1,OP037389.1,"Bovine coronavirus isolate MARC/2019/01/R, partial genome",2019,['USA: Nebraska'],31003,bovine,382.0,10.324324324324325
89,OP037388.1,OP037388.1,"Bovine coronavirus isolate MARC/2018/05/E, partial genome",2018,['USA: Nebraska'],31016,bovine,382.0,10.324324324324325
90,OP037387.1,OP037387.1,"Bovine coronavirus isolate MARC/2018/02/R, partial genome",2018,['USA: Nebraska'],31000,bovine,382.0,10.324324324324325
91,OP037386.1,OP037386.1,"Bovine coronavirus isolate MARC/2018/01/R, partial genome",2018,['USA: Nebraska'],31014,bovine,382.0,10.324324324324325
92,OP037385.1,OP037385.1,"Bovine coronavirus isolate MARC/2017/06/R, partial genome",2017,['USA: Nebraska'],31017,bovine,326.0,10.1875
93,OP037384.1,OP037384.1,"Bovine coronavirus isolate MARC/2017/05/R, partial genome",2017,['USA: Nebraska'],31005,bovine,382.0,10.324324324324325
94,OP037383.1,OP037383.1,"Bovine coronavirus isolate MARC/2017/04/E, partial genome",2017,['USA: Nebraska'],31004,bovine,326.0,10.1875
95,OP037382.1,OP037382.1,"Bovine coronavirus isolate MARC/2017/03/E, partial genome",2017,['USA: Nebraska'],31008,bovine,326.0,10.1875
96,OP037381.1,OP037381.1,"Bovine coronavirus isolate MARC/2017/02/E, partial genome",2017,['USA: Nebraska'],31009,bovine,326.0,10.1875
97,OP037380.1,OP037380.1,"Bovine coronavirus isolate MARC/2017/01/R, partial genome",2017,['USA: Nebraska'],31013,bovine,326.0,10.1875
98,OP037379.1,OP037379.1,"Bovine coronavirus isolate MARC/2016/07/R, partial genome",2016,['USA: Nebraska'],31006,bovine,382.0,10.324324324324325
99,OP037378.1,OP037378.1,"Bovine coronavirus isolate MARC/2016/06/R, partial genome",2016,['USA: Nebraska'],31003,bovine,394.0,10.368421052631579
100,OP037377.1,OP037377.1,"Bovine coronavirus isolate MARC/2016/05/R, partial genome",2016,['USA: Nebraska'],31004,bovine,382.0,10.324324324324325
101,OP037376.1,OP037376.1,"Bovine coronavirus isolate MARC/2016/04/R, partial genome",2016,['USA: Nebraska'],31006,bovine,326.0,10.1875
102,OP037375.1,OP037375.1,"Bovine coronavirus isolate MARC/2016/03/R, partial genome",2016,['USA: Nebraska'],31009,bovine,326.0,10.1875
103,OP037374.1,OP037374.1,"Bovine coronavirus isolate MARC/2016/02/R, partial genome",2016,['USA: Nebraska'],31005,bovine,382.0,10.324324324324325
104,OP037373.1,OP037373.1,"Bovine coronavirus isolate MARC/2016/01/R, partial genome",2016,['USA: Nebraska'],31009,bovine,326.0,10.1875
105,OP037372.1,OP037372.1,"Bovine coronavirus isolate MARC/2015/02/R, partial genome",2015,['USA: Nebraska'],31016,bovine,382.0,10.324324324324325
106,OP037371.1,OP037371.1,"Bovine coronavirus isolate MARC/2015/01/R, partial genome",2015,['USA: Nebraska'],31017,bovine,326.0,10.1875
107,OP037370.1,OP037370.1,"Bovine coronavirus isolate MARC/2014/04/R, partial genome",2014,['USA: Nebraska'],30996,bovine,326.0,10.1875
108,OP037369.1,OP037369.1,"Bovine coronavirus isolate MARC/2014/03/R, partial genome",2014,['USA: Nebraska'],30996,bovine,326.0,10.1875
109,OP037368.1,OP037368.1,"Bovine coronavirus isolate MARC/2014/02/R, partial genome",2014,['USA: Nebraska'],30990,bovine,282.0,10.071428571428571
110,OP037367.1,OP037367.1,"Bovine coronavirus isolate MARC/2014/01/R, partial genome",2014,['USA: Nebraska'],30996,bovine,326.0,10.1875
111,OP037366.1,OP037366.1,"Bovine coronavirus isolate MARC/2013/02/R, partial genome",2013,['USA: Nebraska'],31016,bovine,382.0,10.324324324324325
112,OP037365.1,OP037365.1,"Bovine coronavirus isolate MARC/2013/01/R, partial genome",2013,['USA: Nebraska'],31007,bovine,382.0,10.324324324324325
113,ON133848.1,ON133848.1,"Canine respiratory coronavirus isolate USA 4, partial genome",2020,['USA'],30807,dog,224.0,10.181818181818182
114,ON133847.1,ON133847.1,"Canine respiratory coronavirus isolate USA 3, partial genome",2021,['USA'],30807,dog,200.0,10.0
115,ON133846.1,ON133846.1,"Canine respiratory coronavirus isolate USA 2, partial genome",2021,['USA'],30807,dog,200.0,10.0
116,ON133845.1,ON133845.1,"Canine respiratory coronavirus isolate USA 1, partial genome",2021,['USA'],30807,dog,200.0,10.0
117,ON133844.1,ON133844.1,"Canine respiratory coronavirus isolate USA 5, partial genome",2019,['USA'],30809,dog,232.0,10.08695652173913
118,LC720429.1,LC720429.1,"Human coronavirus OC43 HCoVOC43_Fukushima_O989_2019 RNA, nearly complete genome",2019,['Japan: Fukushima'],30705,Homo sapiens,258.0,10.32
119,LC720427.1,LC720427.1,"Human coronavirus OC43 HCoVOC43_Fukushima_OR7_2020 RNA, nearly complete genome",2020,['Japan: Fukushima'],30714,Homo sapiens,258.0,10.32
120,ON792964.1,ON792964.1,"Bovine coronavirus strain ABGEDB-260, complete genome",18-Mar-2020,['Ireland'],31034,Bos taurus; Holstein Frisian,142.0,9.466666666666667
121,ON792962.1,ON792962.1,"Bovine coronavirus strain ABGEBB-129, complete genome",20-Nov-2019,['Ireland'],31005,Bos taurus; Charolais,142.0,9.466666666666667
122,ON792961.1,ON792961.1,"Bovine coronavirus strain ABGEBB-115, complete genome",11-Nov-2019,['Ireland'],31122,Bos taurus; Aberdeen Angus,208.0,9.904761904761905
123,ON792960.1,ON792960.1,"Bovine coronavirus strain ABGEBB-110, complete genome",09-Nov-2019,['Ireland'],31122,Bos taurus; Limousin,208.0,9.904761904761905
124,ON792959.1,ON792959.1,"Bovine coronavirus strain ABGEBB-108, complete genome",10-Nov-2019,['Ireland'],31035,Bos taurus; Aberdeen Angus,208.0,9.904761904761905
125,ON792958.1,ON792958.1,"Bovine coronavirus strain ABGEBB-78, complete genome",25-Nov-2019,['Ireland'],30924,Bos taurus; Charolais,142.0,9.466666666666667
126,ON792957.1,ON792957.1,"Bovine coronavirus strain ABGEB0-128, complete genome",06-Nov-2019,['Ireland'],30879,Bos taurus; Hereford,142.0,9.466666666666667
127,ON792956.1,ON792956.1,"Bovine coronavirus strain ABGEB0-122, complete genome",05-Nov-2019,['Ireland'],31051,Bos taurus; Charolais,232.0,10.08695652173913
128,ON792955.1,ON792955.1,"Bovine coronavirus strain ABGEB0-116, complete genome",05-Nov-2019,['Ireland'],31102,Bos taurus; Charolais,208.0,9.904761904761905
129,ON792954.1,ON792954.1,"Bovine coronavirus strain ABGEB0-110, complete genome",05-Nov-2019,['Ireland'],31052,Bos taurus; Limousin,208.0,9.904761904761905
130,ON792953.1,ON792953.1,"Bovine coronavirus strain ABGEB0-88, complete genome",04-Nov-2019,['Ireland'],31061,Bos taurus; Charolais,142.0,9.466666666666667
131,ON792952.1,ON792952.1,"Bovine coronavirus strain ABGEB0-81, complete genome",04-Nov-2019,['Ireland'],31124,Bos taurus; Charolais,208.0,9.904761904761905
132,ON792963.1,ON792963.1,"Bovine coronavirus strain ABGEDB-205, complete genome",19-Mar-2020,['Ireland'],30957,Bos taurus; Aberdeen Angus,142.0,9.466666666666667
133,ON792951.1,ON792951.1,"Bovine coronavirus strain ABGEB0-79, complete genome",04-Nov-2019,['Ireland'],31060,Bos taurus; Charolais,232.0,10.08695652173913
134,ON792950.1,ON792950.1,"Bovine coronavirus strain ABGEB0-78, complete genome",04-Nov-2019,['Ireland'],31017,Bos taurus; Charolais,142.0,9.466666666666667
135,ON792949.1,ON792949.1,"Bovine coronavirus strain ABGEB0-74, complete genome",04-Nov-2019,['Ireland'],31078,Bos taurus; Aberdeen Angus,208.0,9.904761904761905
136,ON792948.1,ON792948.1,"Bovine coronavirus strain ABGEB0-72, complete genome",04-Nov-2019,['Ireland'],31110,Bos taurus; Aberdeen Angus,142.0,9.466666666666667
137,ON792947.1,ON792947.1,"Bovine coronavirus strain ABGEB0-70, complete genome",04-Nov-2019,['Ireland'],31061,Bos taurus; Charolais,208.0,9.904761904761905
138,ON792946.1,ON792946.1,"Bovine coronavirus strain ABGEB0-66, complete genome",04-Nov-2019,['Ireland'],31079,Bos taurus; Charolais,208.0,9.904761904761905
139,ON792945.1,ON792945.1,"Bovine coronavirus strain ABGEB0-62, complete genome",04-Nov-2019,['Ireland'],31216,Bos taurus; Salers,208.0,9.904761904761905
140,ON792944.1,ON792944.1,"Bovine coronavirus strain ABGEB0-59, complete genome",04-Nov-2019,['Ireland'],30968,Bos taurus; Aberdeen Angus,166.0,9.764705882352942
141,ON792943.1,ON792943.1,"Bovine coronavirus strain ABGEB0-56, complete genome",04-Nov-2019,['Ireland'],31032,Bos taurus; Hereford,208.0,9.904761904761905
142,ON792942.1,ON792942.1,"Bovine coronavirus strain ABGEB0-54, complete genome",04-Nov-2019,['Ireland'],31042,Bos taurus; Limousin,208.0,9.904761904761905
143,ON792941.1,ON792941.1,"Bovine coronavirus strain ABGEB0-52, complete genome",04-Nov-2019,['Ireland'],31143,Bos taurus; Charolais,208.0,9.904761904761905
144,ON376725.1,ON376725.1,"Human coronavirus OC43 strain MA-P9, complete genome",Mar-2021,['China'],30746,Homo sapiens,256.0,10.24
145,ON376724.1,ON376724.1,"Human coronavirus OC43 strain WT-P0, complete genome",Mar-2021,['China'],30746,Homo sapiens,274.0,10.148148148148149
146,ON093194.1,ON093194.1,"Bovine coronavirus strain BCoV2/2021/CHN, complete genome",2021,['China'],30993,cow,316.0,9.875
147,ON146444.1,ON146444.1,"Bovine coronavirus strain MARC/BRCV_2014, complete genome",17-Oct-2014,['USA: Nebraska'],31016,bovine,382.0,10.324324324324325
148,MW559057.1,MW559057.1,"Human coronavirus OC43 isolate Guangzhou 201301, complete genome",27-Mar-2013,['China'],30714,Homo sapiens,258.0,10.32
149,MW411433.1,MW411433.1,"UNVERIFIED: Human coronavirus OC43 isolate Shenzhen/Nanshan/20200604/HJD, complete genome",04-Jun-2020,['China'],30722,Homo sapiens,258.0,10.32
150,MW411432.1,MW411432.1,"UNVERIFIED: Human coronavirus OC43 isolate Shenzhen/Nanshan/20200604/LKH, complete genome",04-Jun-2020,['China'],30726,Homo sapiens,258.0,10.32
151,MN306043.1,MN306043.1,"Human coronavirus OC43 strain HCoV_OC43/Seattle/USA/SC0841/2019, complete genome",2019,['USA'],30716,Homo sapiens,258.0,10.32
152,MN306042.1,MN306042.1,"Human coronavirus OC43 strain HCoV_OC43/Seattle/USA/SC0839/2019, complete genome",2019,['USA'],30723,Homo sapiens,258.0,10.32
153,MN306041.1,MN306041.1,"Human coronavirus OC43 strain HCoV_OC43/Seattle/USA/SC0810/2019, complete genome",2019,['USA'],30717,Homo sapiens,258.0,10.32
154,KY369907.1,KY369907.1,"Human coronavirus OC43 strain HCoV_OC43/Seattle/USA/SC9741/2016, complete genome",2016,['USA'],30725,Homo sapiens,258.0,10.32
155,KY983588.1,KY983588.1,"Human coronavirus OC43 strain HCoV_OC43/Seattle/USA/SC3118/2015, complete genome",2015,['USA'],30562,Homo sapiens,192.0,10.105263157894736
156,KY983585.1,KY983585.1,"Human coronavirus OC43 strain HCoV_OC43/Seattle/USA/SC2854/2015, complete genome",2015,['USA'],30659,Homo sapiens,192.0,10.105263157894736
157,KY983583.1,KY983583.1,"Human coronavirus OC43 strain HCoV_OC43/Seattle/USA/SC2481/2015, complete genome",2015,['USA'],30668,Homo sapiens,192.0,10.105263157894736
158,KY967361.1,KY967361.1,"Human coronavirus OC43 strain HCoV_OC43/Seattle/USA/SC2345/2015, complete genome",2015,['USA'],30661,Homo sapiens,192.0,10.105263157894736
159,KY967360.1,KY967360.1,"Human coronavirus OC43 strain HCoV_OC43/Seattle/USA/SC2476/2015, complete genome",2015,['USA'],30674,Homo sapiens,166.0,10.375
160,KY967359.1,KY967359.1,"Human coronavirus OC43 strain HCoV_OC43/Seattle/USA/SC2730/2015, complete genome",2015,['USA'],30670,Homo sapiens,192.0,10.105263157894736
161,KY967358.1,KY967358.1,"Human coronavirus OC43 strain HCoV_OC43/Seattle/USA/SC2770/2015, complete genome",2015,['USA'],30670,Homo sapiens,192.0,10.105263157894736
162,KY967356.1,KY967356.1,"Human coronavirus OC43 strain HCoV_OC43/Seattle/USA/SC2924/2015, complete genome",2015,['USA'],30648,Homo sapiens,192.0,10.105263157894736
163,KY684759.1,KY684759.1,"Human coronavirus OC43 strain HCoV_OC43/Seattle/USA/SC2269/2016, complete genome",2016,['USA'],30656,Homo sapiens,192.0,10.105263157894736
164,OK662397.1,OK662397.1,"Human coronavirus OC43 strain TKU-2021A, complete genome",2021,['Finland'],30731,Homo sapiens,274.0,10.148148148148149
165,OL542832.1,OL542832.1,"Porcine hemagglutinating encephalomyelitis virus isolate GNU-2113, complete genome",Jan-2021,['South Korea'],29982,Sus scrofa,276.0,10.222222222222221
166,MH828490.1,MH828490.1,"Human coronavirus OC43 strain vzcorona-b1 replicase polyprotein 1ab gene, complete cds",17-Apr-2015,['Viet Nam'],30716,Homo sapiens,240.0,10.434782608695652
167,OK391229.1,OK391229.1,"Human coronavirus OC43 strain OC43/China/44/2019 hemagglutinin-esterase protein (HE), NS5a protein (NS5a), nucleocapsid protein (N), and N2 protein (N2) genes, complete cds",30-Jul-2019,['China'],30492,Homo sapiens,154.0,10.266666666666667
168,OK391238.1,OK391238.1,"Human coronavirus OC43 strain OC43/China/41/2019, partial genome",08-Jul-2019,['China'],30614,Homo sapiens,192.0,10.105263157894736
169,OK391230.1,OK391230.1,"UNVERIFIED: Human coronavirus OC43 strain OC43/China/P43/2021, complete genome",01-Apr-2021,['China'],29185,Homo sapiens,192.0,10.105263157894736
170,OK391228.1,OK391228.1,"UNVERIFIED: Human coronavirus OC43 strain OC43/China/P21/2021, complete genome",01-Feb-2021,['China'],30400,Homo sapiens,258.0,10.32
171,OK391227.1,OK391227.1,"Human coronavirus OC43 strain OC43/China/43/2019, complete genome",14-Jul-2019,['China'],30676,Homo sapiens,258.0,10.32
