,GenBank ID,Accession,Description,Collection Date,Geographic Location,Sequence Length,Host,Intervals total length,Intervals mean length
82,MW196362.1,MW196362.1,"Mutant Porcine deltacoronavirus strain USA/IL/2014/026PDV_P11, complete genome",2019,['USA: Illinois'],25447,swine,2886.0,206.14285714285714
83,MN942260.1,MN942260.1,"Porcine deltacoronavirus isolate PDcov HeN/swine/2015, complete genome",2015,['China'],25370,swine,3775.0,290.38461538461536
84,MN781985.1,MN781985.1,"Porcine deltacoronavirus isolate CHzmd2019, complete genome",22-SEP-2020,['China'],25420,Sus scrofa,2822.0,141.1
85,MK359104.1,MK359104.1,"Porcine deltacoronavirus isolate CHN-GX01-2018, complete genome",2018,['China'],25406,pig,2974.0,212.42857142857142
86,MN173782.1,MN173782.1,"Porcine deltacoronavirus isolate CHN-GX09-2018, complete genome",2018,['China'],25406,,2698.0,192.71428571428572
87,MN173780.1,MN173780.1,"Porcine deltacoronavirus isolate CHN-GX12-2018, complete genome",2018,['China'],25406,,2969.0,228.3846153846154
88,MN173781.1,MN173781.1,"Porcine deltacoronavirus isolate CHN-GX81-2018, complete genome",2018,['China'],25408,,2677.0,178.46666666666667
89,MN173779.1,MN173779.1,"Porcine deltacoronavirus isolate CHN-GX11-2018, complete genome",2018,['China'],25406,,2969.0,228.3846153846154
90,MT263013.1,MT263013.1,"UNVERIFIED: Porcine deltacoronavirus isolate CHN-HN-17, complete genome",2017,['China'],25396,swine,3130.0,149.04761904761904
91,KX361345.1,KX361345.1,"Porcine deltacoronavirus isolate P24_15_NT1_1215/PDCoV/2015/Thailand, complete genome",Dec-2015,['Thailand'],25406,pig,2174.0,114.42105263157895
92,KX361344.1,KX361344.1,"Porcine deltacoronavirus isolate P2_13_ST2_0313/PDCoV/0213/Thailand, complete genome",Mar-2013,['Thailand'],25406,pig,2642.0,165.125
93,KX361343.1,KX361343.1,"Porcine deltacoronavirus isolate P1_13_ST1_0213/PDCoV/0213/Thailand, complete genome",Feb-2013,['Thailand'],25406,pig,3158.0,105.26666666666667
94,MH025764.1,MH025764.1,"Porcine deltacoronavirus strain CH/JXJGS01/P50, complete genome",2016,['China'],25438,swine,2618.0,137.78947368421052
95,MH025763.1,MH025763.1,"Porcine deltacoronavirus strain CH/JXJGS01/P20, complete genome",2016,['China'],25438,swine,2607.0,144.83333333333334
96,MH025762.1,MH025762.1,"Porcine deltacoronavirus strain CH/JXJGS01/P7, complete genome",2016,['China'],25438,swine,2572.0,171.46666666666667
97,MN025260.1,MN025260.1,"Porcine deltacoronavirus, complete genome",18-Jan-2017,['China: Guangxi'],25399,porcine,2222.0,185.16666666666666
98,KX998969.1,KX998969.1,"Porcine deltacoronavirus isolate P29_15_VN_1215, complete genome",Dec-2015,['Viet Nam: Southern'],25415,pig,2422.0,134.55555555555554
99,MK993519.1,MK993519.1,"Porcine deltacoronavirus isolate CHN/Sichuan/2019, complete genome",Jan-2019,['China'],25380,porcine,2574.0,160.875
100,MN249445.1,MN249445.1,"Porcine deltacoronavirus isolate CHN-JS-2017, complete genome",11-Dec-2017,['China'],25424,Sus scrofa,3554.0,273.38461538461536
101,MK330605.1,MK330605.1,"Porcine deltacoronavirus strain CHN/Sichuan/2018, complete genome",Jan-2018,['China'],25413,porcine,3079.0,279.90909090909093
102,MK330604.1,MK330604.1,"Porcine deltacoronavirus strain CHN/Sichuan/2017, complete genome",Feb-2017,['China'],25402,porcine,3477.0,231.8
103,MK572803.1,MK572803.1,"Porcine deltacoronavirus strain SCNC201705, complete genome",Jun-2017,['China: Sichuan'],25403,Sus scrofa,3525.0,440.625
104,MK355396.1,MK355396.1,"Porcine deltacoronavirus strain CHN-SC2015, complete genome",20-Feb-2016,['China: Sichuan'],25403,Sus scrofa,3699.0,336.27272727272725
105,MK211169.1,MK211169.1,"Porcine deltacoronavirus strain CHN/Sichuan/2017, complete genome",24-Dec-2017,['China'],25393,porcine,3407.0,212.9375
106,MK005882.1,MK005882.1,"Porcine deltacoronavirus strain Swine/CHN/SC/2018/1, complete genome",Mar-2018,['China'],25414,porcine,3079.0,279.90909090909093
107,KX443143.2,KX443143.2,"Porcine deltacoronavirus strain CH-01, complete genome",2016,['China'],25404,,2422.0,161.46666666666667
108,MH715491.1,MH715491.1,"Porcine deltacoronavirus strain PDCoV/CHGD/2016, complete genome",2016,['China'],25419,swine,2559.0,284.3333333333333
109,MG832584.1,MG832584.1,"Porcine deltacoronavirus isolate CHN-HN-1601, complete genome",Jul-2016,['China'],25419,pig,2758.0,306.44444444444446
110,MH708125.1,MH708125.1,"Porcine deltacoronavirus strain HNZK-06, complete genome",20-Mar-2018,['China'],25453,pig,2776.0,231.33333333333334
111,MH708124.1,MH708124.1,"Porcine deltacoronavirus strain HNZK-04, complete genome",20-Mar-2018,['China'],25454,pig,2666.0,333.25
112,MH708123.1,MH708123.1,"Porcine deltacoronavirus strain HNZK-02, complete genome",20-Mar-2018,['China'],25453,pig,2666.0,333.25
113,KY293678.1,KY293678.1,"Porcine deltacoronavirus isolate CH/JXJGS02/2016, complete genome",23-May-2016,['China'],25438,piglet,2480.0,145.88235294117646
114,MF642325.1,MF642325.1,"Porcine deltacoronavirus strain CHN/QH/2017/1, complete genome",Mar-2017,['China'],25420,Tibetan pig,3228.0,115.28571428571429
115,MF642324.1,MF642324.1,"Porcine deltacoronavirus strain CHN/GS/2017/1, complete genome",Apr-2017,['China'],25420,Tibetan pig,3786.0,222.7058823529412
116,MF642323.1,MF642323.1,"Porcine deltacoronavirus strain CHN/GS/2016/2, complete genome",Aug-2016,['China'],25420,Tibetan pig,4077.0,104.53846153846153
117,MF642322.1,MF642322.1,"Porcine deltacoronavirus strain CHN/GS/2016/1, complete genome",Aug-2016,['China'],25420,Tibetan pig,3462.0,144.25
118,MG837131.1,MG837131.1,"Porcine deltacoronavirus isolate KNU16-07-P10, complete genome",Nov-2016,['South Korea'],25422,pig,2762.0,212.46153846153845
119,MG837130.1,MG837130.1,"Porcine deltacoronavirus isolate KNU16-07-P5, complete genome",Nov-2016,['South Korea'],25422,pig,2762.0,212.46153846153845
120,MG242062.1,MG242062.1,"Porcine deltacoronavirus isolate CHN-HeB1-2017, complete genome",2017,['China'],25414,Sus scrofa,3714.0,309.5
121,LC260044.1,LC260044.1,"Porcine deltacoronavirus genomic RNA, complete genome, strain: YMG/JPN/2014",2014-12,['Japan: Yamagata'],25362,Sus scrofa domesticus,2420.0,151.25
122,LC260043.1,LC260043.1,"Porcine deltacoronavirus genomic RNA, complete genome, strain: OKN/JPN/2014",2014-08,['Japan: Okinawa'],25362,Sus scrofa domesticus,2389.0,159.26666666666668
123,LC260042.1,LC260042.1,"Porcine deltacoronavirus genomic RNA, complete genome, strain: MYZ/JPN/2014",2014-03,['Japan: Miyazaki'],25362,Sus scrofa domesticus,2623.0,145.72222222222223
124,LC260041.1,LC260041.1,"Porcine deltacoronavirus genomic RNA, complete genome, strain: IWT/JPN/2014",2014-05,['Japan: Iwate'],25362,Sus scrofa domesticus,2417.0,142.1764705882353
125,LC260040.1,LC260040.1,"Porcine deltacoronavirus genomic RNA, complete genome, strain: GNM-2/JPN/2014",2014-05,['Japan: Gunma'],25362,Sus scrofa domesticus,2473.0,154.5625
126,LC260039.1,LC260039.1,"Porcine deltacoronavirus genomic RNA, complete genome, strain: GNM-1/JPN/2014",2014-05,['Japan: Gunma'],25362,Sus scrofa domesticus,2473.0,154.5625
127,LC260038.1,LC260038.1,"Porcine deltacoronavirus genomic RNA, complete genome, strain: AKT/JPN/2014",2014-05,['Japan: Akita'],25362,Sus scrofa domesticus,2417.0,142.1764705882353
128,MF280390.1,MF280390.1,"Porcine deltacoronavirus strain CHN-GD-2016, complete genome",2016,['China'],25402,swine,2114.0,151.0
129,MF041982.1,MF041982.1,"Porcine deltacoronavirus strain SHJS/SL/2016, complete genome",23-Dec-2016,['China'],25414,pig,3694.0,284.15384615384613
130,KY513725.1,KY513725.1,"Porcine deltacoronavirus strain CH/Jiangsu/2014, complete genome",2014,['China: Jiangsu'],25422,pig,3419.0,189.94444444444446
131,KY513724.1,KY513724.1,"Porcine deltacoronavirus strain CH/Hunan/2014, complete genome",2014,['China: Hunan'],25413,pig,3965.0,330.4166666666667
132,KY363868.1,KY363868.1,"Porcine deltacoronavirus isolate CHN-GD16-05, complete genome",05-Jan-2016,['China'],25403,swine,2759.0,183.93333333333334
133,KY363867.1,KY363867.1,"Porcine deltacoronavirus isolate CHN-GD16-03, complete genome",18-Mar-2016,['China'],25396,swine,2301.0,121.10526315789474
134,KU665558.1,KU665558.1,"Porcine deltacoronavirus strain CHN-LYG-2014, complete genome",26-Jun-2014,['China'],25370,,2247.0,124.83333333333333
135,MF948005.1,MF948005.1,"Porcine deltacoronavirus strain HB-BD, complete sequence",10-Aug-2017,['China'],25423,porcine,2279.0,113.95
136,MF095123.1,MF095123.1,"Porcine deltacoronavirus isolate CHN-HG-2017, complete genome",15-Feb-2017,['China'],25399,Sus scrofa,2743.0,144.3684210526316
137,KY926512.1,KY926512.1,"Porcine deltacoronavirus isolate KNU16-11, complete genome",Nov-2016,['South Korea'],25419,pig,2676.0,191.14285714285714
138,MF431743.1,MF431743.1,"Porcine deltacoronavirus strain SD, complete genome",2014,['China'],25414,pig,3479.0,289.9166666666667
139,MF431742.1,MF431742.1,"Porcine deltacoronavirus strain GD, complete genome",2015,['China'],25420,pig,3011.0,231.6153846153846
140,KY293677.1,KY293677.1,"Porcine deltacoronavirus isolate CH/JXJGS01/2016, complete genome",23-May-2016,['China'],25438,piglet,2896.0,193.06666666666666
141,LC260045.1,LC260045.1,"Porcine deltacoronavirus genomic RNA, complete genome, strain: HKD/JPN/2016",2016-09,['Japan: Hokkaido'],25359,Sus scrofa domesticus,2460.0,129.47368421052633
142,KY364365.1,KY364365.1,"Porcine deltacoronavirus isolate KNU16-07, complete genome",Jul-2014,['South Korea'],25422,pig,2886.0,206.14285714285714
143,KY354364.1,KY354364.1,"Porcine deltacoronavirus isolate DH2, complete genome",01-Apr-2016,['South Korea: Kyunggido'],25422,porcine,2306.0,135.64705882352942
144,KY354363.1,KY354363.1,"Porcine deltacoronavirus isolate DH1, complete genome",01-Apr-2016,['South Korea: Kyunggido'],25422,porcine,2306.0,135.64705882352942
145,KX834352.1,KX834352.1,"Porcine deltacoronavirus strain PDCoV/Swine/Vietnam/Binh21/2015, complete genome",08-Dec-2015,['Viet Nam'],25406,pig,2176.0,167.3846153846154
146,KX834351.1,KX834351.1,"Porcine deltacoronavirus strain PDCoV/Swine/Vietnam/HaNoi6/2015, complete genome",10-Oct-2015,['Viet Nam'],25406,piglet,2289.0,143.0625
147,KY065120.1,KY065120.1,"Porcine deltacoronavirus strain CHN/Tianjin/2016, complete genome",2016,['China: Tianjin'],25413,porcine,3277.0,234.07142857142858
148,KX118627.1,KX118627.1,"Porcine deltacoronavirus isolate P1_16_BTL_0115/PDCoV/2016/Lao, complete genome",20-Jan-2016,['Laos'],25405,pig,2280.0,67.05882352941177
149,KX022605.1,KX022605.1,"Porcine deltacoronavirus strain PDCoV/USA/Nebraska145/2015, complete genome",21-Dec-2015,['USA: Nebraska'],25320,pig,2156.0,119.77777777777777
150,KX022604.1,KX022604.1,"Porcine deltacoronavirus strain PDCoV/USA/Nebraska137/2015, complete genome",27-Nov-2015,['USA: Nebraska'],25382,pig,2082.0,122.47058823529412
151,KX022603.1,KX022603.1,"Porcine deltacoronavirus strain PDCoV/USA/Minnesota140/2015, complete genome",18-Dec-2015,['USA: Minnesota'],25394,pig,2093.0,123.11764705882354
152,KX022602.1,KX022602.1,"Porcine deltacoronavirus strain PDCoV/USA/Iowa136/2015, complete genome",15-Oct-2015,['USA: Iowa'],25382,pig,2086.0,122.70588235294117
153,KU984334.1,KU984334.1,"Porcine deltacoronavirus isolate TT_1115, complete genome",Nov-2015,['Thailand'],25403,pig,2047.0,89.0
154,KU981062.1,KU981062.1,"Porcine deltacoronavirus strain NH isolate passage 10, complete genome",30-Dec-2015,['China'],25420,,2804.0,127.45454545454545
155,KU981061.1,KU981061.1,"Porcine deltacoronavirus strain NH isolate passage 5, complete genome",18-Jul-2015,['China'],25420,,2804.0,127.45454545454545
156,KU981060.1,KU981060.1,"Porcine deltacoronavirus strain NH isolate passage 0, complete genome",15-Apr-2015,['China'],25420,,3016.0,107.71428571428571
157,KU981059.1,KU981059.1,"Porcine deltacoronavirus strain NH, complete genome",16-Feb-2015,['China'],25420,piglet,3016.0,107.71428571428571
158,KU051649.1,KU051649.1,"Porcine deltacoronavirus strain PDCoV/Swine/Thailand/S5015L/2015, complete genome",30-Jun-2015,['Thailand'],25405,pig,2262.0,64.62857142857143
159,KU051641.1,KU051641.1,"Porcine deltacoronavirus strain PDCoV/Swine/Thailand/S5011/2015, complete genome",10-Jun-2015,['Thailand'],25405,pig,2264.0,66.58823529411765
160,KR265865.1,KR265865.1,"Porcine deltacoronavirus strain USA/Iowa459/2014, complete genome",05-Jun-2014,['USA: Iowa'],25394,pig,2235.0,159.64285714285714
161,KR265864.1,KR265864.1,"Porcine deltacoronavirus strain USA/Minnesota292/2014, complete genome",14-Mar-2014,['USA: Minnesota'],25395,pig,1801.0,100.05555555555556
162,KR265863.1,KR265863.1,"Porcine deltacoronavirus strain USA/Ohio445/2014, complete genome",27-Mar-2014,['USA: Ohio'],25394,pig,2041.0,113.38888888888889
163,KR265862.1,KR265862.1,"Porcine deltacoronavirus strain USA/Ohio444/2014, complete genome",26-Mar-2014,['USA: Ohio'],25394,pig,2067.0,114.83333333333333
164,KR265861.1,KR265861.1,"Porcine deltacoronavirus strain USA/Nebraska210/2014, complete genome",05-Feb-2014,['USA: Nebraska'],25404,pig,2041.0,145.78571428571428
165,KR265860.1,KR265860.1,"Porcine deltacoronavirus strain USA/Nebraska209/2014, complete genome",05-Feb-2014,['USA: Nebraska'],25396,pig,2041.0,145.78571428571428
