,virus_species_from_file,accession_with_version,subfamily,genus,subgenus,species,host,Sequence length,GC content,Melting temperature,GC skew,date,datetime,ZDNABERT intervals total length,ZDNABERT intervals number,ZHUNT intervals total length,ZHUNT intervals number
10,SARS-CoV-2-10k-new,MZ189585.1,Orthocoronavirinae,Betacoronavirus,Sarbecovirus,Severe acute respiratory syndrome-related coronavirus,Homo sapiens,29874,37.9598942117773,77.75879646838223,0.03477032751824616,2021-03-16,2021-03-16,1298,9,99,18
11,SARS-CoV-2-10k-new,OX314120.1,Orthocoronavirinae,Betacoronavirus,Sarbecovirus,Severe acute respiratory syndrome-related coronavirus,Homo sapiens,29903,37.936867747064994,77.75233902506045,0.034282781557257225,2022-01-28,2022-01-28,1162,9,99,18
12,SARS-CoV-2-10k-new,OP369947.1,Orthocoronavirinae,Betacoronavirus,Sarbecovirus,Severe acute respiratory syndrome-related coronavirus,Homo sapiens,29844,37.84010186302104,77.70903935719139,0.03663225342322207,2022-08-15,2022-08-15,1257,7,99,18
13,SARS-CoV-2-10k-new,OX615140.1,Orthocoronavirinae,Betacoronavirus,Sarbecovirus,Severe acute respiratory syndrome-related coronavirus,Homo sapiens,29850,37.897778823213145,77.72874161554898,0.03488047785855885,2022-04-24,2022-04-24,1438,9,99,18
14,SARS-CoV-2-10k-new,OX586899.1,Orthocoronavirinae,Betacoronavirus,Sarbecovirus,Severe acute respiratory syndrome-related coronavirus,Homo sapiens,29904,38.312986515802464,77.93172818483515,0.032916004365815654,2020-10-03,2020-10-03,786,13,57,13
15,SARS-CoV-2-10k-new,OY478990.1,Orthocoronavirinae,Betacoronavirus,Sarbecovirus,Severe acute respiratory syndrome-related coronavirus,Homo sapiens,29850,37.86479497598818,77.71887787296635,0.035044095272523036,2022-04-17,2022-04-17,1426,9,99,18
16,SARS-CoV-2-10k-new,ON605754.1,Orthocoronavirinae,Betacoronavirus,Sarbecovirus,Severe acute respiratory syndrome-related coronavirus,Homo sapiens,29768,37.96464340928951,77.75341474301626,0.03596890911993941,2022-03-31,2022-03-31,2249,8,99,18
17,SARS-CoV-2-10k-new,MZ024993.1,Orthocoronavirinae,Betacoronavirus,Sarbecovirus,Severe acute respiratory syndrome-related coronavirus,Homo sapiens,29883,37.93634325111282,77.75140897688846,0.03392440063251737,2021-04-02,2021-04-02,1345,7,99,18
18,SARS-CoV-2-10k-new,MZ684163.1,Orthocoronavirinae,Betacoronavirus,Sarbecovirus,Severe acute respiratory syndrome-related coronavirus,Homo sapiens,29802,37.973961479095365,77.76294169860586,0.03489364371551573,2021-04-19,2021-04-19,1819,12,99,18
19,SARS-CoV-2-10k-new,OY606272.1,Orthocoronavirinae,Betacoronavirus,Sarbecovirus,Severe acute respiratory syndrome-related coronavirus,Homo sapiens,29890,37.96905747438421,77.75939771225933,0.03312963144213206,2021-06-15,2021-06-15,1250,12,99,18
20,SARS-CoV-2-10k-new,OB986610.1,Orthocoronavirinae,Betacoronavirus,Sarbecovirus,Severe acute respiratory syndrome-related coronavirus,Homo sapiens,29894,37.99751452658449,77.7689684876521,0.03485078221013515,2020-10-20,2020-10-20,1195,10,99,18
21,SARS-CoV-2-10k-new,OY451710.1,Orthocoronavirinae,Betacoronavirus,Sarbecovirus,Severe acute respiratory syndrome-related coronavirus,Homo sapiens,29850,37.8971789785145,77.72976675093122,0.03529606141297396,2022-04-02,2022-04-02,1426,9,99,18
22,SARS-CoV-2-10k-new,OM697398.1,Orthocoronavirinae,Betacoronavirus,Sarbecovirus,Severe acute respiratory syndrome-related coronavirus,Homo sapiens,29717,37.964801292189655,77.75634288140952,0.03578043672874431,2022-02-02,2022-02-02,1906,19,99,18
23,SARS-CoV-2-10k-new,OR321236.1,Orthocoronavirinae,Betacoronavirus,Sarbecovirus,Severe acute respiratory syndrome-related coronavirus,Homo sapiens,29772,37.973873813211235,77.76042987312485,0.03568024602635728,2022-01-12,2022-01-12,1860,12,99,18
24,SARS-CoV-2-10k-new,MW474198.1,Orthocoronavirinae,Betacoronavirus,Sarbecovirus,Severe acute respiratory syndrome-related coronavirus,Homo sapiens,29857,37.99444016478547,77.76970059198493,0.034061408843548045,2020-08-18,2020-08-18,1252,11,99,18
25,SARS-CoV-2-10k-new,OY711798.1,Orthocoronavirinae,Betacoronavirus,Sarbecovirus,Severe acute respiratory syndrome-related coronavirus,Homo sapiens,29769,37.932902264802465,77.73650132367356,0.0385938921473623,2022-01-03,2022-01-03,1871,12,99,18
26,SARS-CoV-2-10k-new,OM007137.1,Orthocoronavirinae,Betacoronavirus,Sarbecovirus,Severe acute respiratory syndrome-related coronavirus,Homo sapiens,29795,37.96274542708508,77.75653232332422,0.03655186603581173,2021-12-04,2021-12-04,1646,9,99,18
27,SARS-CoV-2-10k-new,ON188169.1,Orthocoronavirinae,Betacoronavirus,Sarbecovirus,Severe acute respiratory syndrome-related coronavirus,Homo sapiens,29772,37.96184334273814,77.75641261118352,0.036067941372768114,2022-01-23,2022-01-23,1700,8,99,18
28,SARS-CoV-2-10k-new,OY523218.1,Orthocoronavirinae,Betacoronavirus,Sarbecovirus,Severe acute respiratory syndrome-related coronavirus,Homo sapiens,29873,37.80418988502504,77.68292648644046,0.027950426925497988,2021-12-27,2021-12-27,976,6,84,12
29,SARS-CoV-2-10k-new,OM224611.1,Orthocoronavirinae,Betacoronavirus,Sarbecovirus,Severe acute respiratory syndrome-related coronavirus,Homo sapiens,29566,37.913761592093685,77.73369117336296,0.03627485376545582,2021-12-23,2021-12-23,1929,12,99,18
30,SARS-CoV-2-10k-new,OX601168.1,Orthocoronavirinae,Betacoronavirus,Sarbecovirus,Severe acute respiratory syndrome-related coronavirus,Homo sapiens,29895,37.99809277297187,77.77139583520119,0.03493147165168682,2021-07-31,2021-07-31,998,7,99,18
31,SARS-CoV-2-10k-new,OX584964.1,Orthocoronavirinae,Betacoronavirus,Sarbecovirus,Severe acute respiratory syndrome-related coronavirus,Homo sapiens,29890,37.93916529120491,77.75180387251379,0.032267905723268854,2021-07-24,2021-07-24,1265,10,99,18
32,SARS-CoV-2-10k-new,OX304375.1,Orthocoronavirinae,Betacoronavirus,Sarbecovirus,Severe acute respiratory syndrome-related coronavirus,Homo sapiens,29903,38.00302675930384,77.77454117837436,0.03426480549781111,2022-01-22,2022-01-22,1084,8,91,17
33,SARS-CoV-2-10k-new,OA975510.1,Orthocoronavirinae,Betacoronavirus,Sarbecovirus,Severe acute respiratory syndrome-related coronavirus,Homo sapiens,29903,37.975958632731185,77.76367722592619,0.0325133121875215,2020-08-19,2020-08-19,1042,11,99,18
34,SARS-CoV-2-10k-new,MZ710674.1,Orthocoronavirinae,Betacoronavirus,Sarbecovirus,Severe acute respiratory syndrome-related coronavirus,Homo sapiens; MALE,29805,37.98355980540178,77.76487768622292,0.036560041814691815,2021-07-20,2021-07-20,1662,9,99,18
35,SARS-CoV-2-10k-new,MW558344.1,Orthocoronavirinae,Betacoronavirus,Sarbecovirus,Severe acute respiratory syndrome-related coronavirus,Homo sapiens,29817,37.979152656355076,77.76459593084996,0.03656871053667619,2020-12-29,2020-12-29,1882,15,99,18
36,SARS-CoV-2-10k-new,OL798587.1,Orthocoronavirinae,Betacoronavirus,Sarbecovirus,Severe acute respiratory syndrome-related coronavirus,Homo sapiens,29800,37.933348994865256,77.74442053154667,0.0369974757160933,2021-12-01,2021-12-01,1529,10,99,18
37,SARS-CoV-2-10k-new,OM923721.1,Orthocoronavirinae,Betacoronavirus,Sarbecovirus,Severe acute respiratory syndrome-related coronavirus,Homo sapiens,29770,37.95075349838536,77.74896150545624,0.03506992295146346,2022-02-10,2022-02-10,1826,9,99,18
38,SARS-CoV-2-10k-new,ON058146.1,Orthocoronavirinae,Betacoronavirus,Sarbecovirus,Severe acute respiratory syndrome-related coronavirus,Homo sapiens,29871,37.90298282615245,77.73241505534605,0.03465627728782066,2022-03-01,2022-03-01,1801,10,99,18
39,SARS-CoV-2-10k-new,OM821547.1,Orthocoronavirinae,Betacoronavirus,Sarbecovirus,Severe acute respiratory syndrome-related coronavirus,Homo sapiens,29770,37.926478062002374,77.73751629271612,0.03785413398160736,2022-01-27,2022-01-27,1831,9,99,18
40,SARS-CoV-2-10k-new,OP777200.1,Orthocoronavirinae,Betacoronavirus,Sarbecovirus,Severe acute respiratory syndrome-related coronavirus,Homo sapiens,29640,37.891363022941974,77.72858686014462,0.034723530188193664,2022-08-10,2022-08-10,1418,7,99,18
41,SARS-CoV-2-10k-new,OM132784.1,Orthocoronavirinae,Betacoronavirus,Sarbecovirus,Severe acute respiratory syndrome-related coronavirus,Homo sapiens,29795,37.96125306382836,77.75384594355381,0.03625484305568339,2021-12-23,2021-12-23,2069,9,99,18
42,SARS-CoV-2-10k-new,OY684774.1,Orthocoronavirinae,Betacoronavirus,Sarbecovirus,Severe acute respiratory syndrome-related coronavirus,Homo sapiens,29746,37.90447882186043,77.73117082058684,0.038151581660817294,2022-02-19,2022-02-19,1856,8,99,18
43,SARS-CoV-2-10k-new,OX492379.1,Orthocoronavirinae,Betacoronavirus,Sarbecovirus,Severe acute respiratory syndrome-related coronavirus,Homo sapiens,29850,37.84489187173751,77.70479390251313,0.03637068967409948,2022-03-06,2022-03-06,1158,12,99,18
44,SARS-CoV-2-10k-new,OX714217.1,Orthocoronavirinae,Betacoronavirus,Sarbecovirus,Severe acute respiratory syndrome-related coronavirus,Homo sapiens,29846,37.769174933462374,77.67133445957529,0.02593282727478505,2022-02-10,2022-02-10,852,5,91,17
45,SARS-CoV-2-10k-new,OX687323.1,Orthocoronavirinae,Betacoronavirus,Sarbecovirus,Severe acute respiratory syndrome-related coronavirus,Homo sapiens,29850,37.89494935899593,77.72742977124244,0.035438592722605584,2022-03-26,2022-03-26,1424,10,99,18
46,SARS-CoV-2-10k-new,ON393064.1,Orthocoronavirinae,Betacoronavirus,Sarbecovirus,Severe acute respiratory syndrome-related coronavirus,Homo sapiens,29724,37.90876059749697,77.73508950297787,0.039290697366422704,2022-04-14,2022-04-14,1612,10,99,18
47,SARS-CoV-2-10k-new,OY691430.1,Orthocoronavirinae,Betacoronavirus,Sarbecovirus,Severe acute respiratory syndrome-related coronavirus,Homo sapiens,29769,37.91737794469102,77.72887389395197,0.040403138870224176,2021-12-23,2021-12-23,1869,9,99,18
48,SARS-CoV-2-10k-new,OX562023.1,Orthocoronavirinae,Betacoronavirus,Sarbecovirus,Severe acute respiratory syndrome-related coronavirus,Homo sapiens,29884,37.942692642431545,77.7537122542746,0.03388621378076489,2021-02-13,2021-02-13,1727,15,99,18
49,SARS-CoV-2-10k-new,OY616014.1,Orthocoronavirinae,Betacoronavirus,Sarbecovirus,Severe acute respiratory syndrome-related coronavirus,Homo sapiens,29884,37.980042334442096,77.76558824715806,0.03456522298255789,2021-01-30,2021-01-30,1716,15,99,18
50,SARS-CoV-2-10k-new,OD908201.1,Orthocoronavirinae,Betacoronavirus,Sarbecovirus,Severe acute respiratory syndrome-related coronavirus,Homo sapiens,29903,37.97931636558995,77.76129720997966,0.03381728655536053,2020-11-17,2020-11-17,1015,9,99,18
51,SARS-CoV-2-10k-new,OY387161.1,Orthocoronavirinae,Betacoronavirus,Sarbecovirus,Severe acute respiratory syndrome-related coronavirus,Homo sapiens,29841,37.90341578327444,77.7328826700832,0.0368405398714781,2022-10-17,2022-10-17,1381,8,99,18
52,SARS-CoV-2-10k-new,ON691039.1,Orthocoronavirinae,Betacoronavirus,Sarbecovirus,Severe acute respiratory syndrome-related coronavirus,Homo sapiens,29724,37.88184631947248,77.72375174745741,0.03943998366609921,2022-05-14,2022-05-14,1619,9,99,18
53,SARS-CoV-2-10k-new,MZ064692.1,Orthocoronavirinae,Betacoronavirus,Sarbecovirus,Severe acute respiratory syndrome-related coronavirus,Homo sapiens,29772,37.988714228133816,77.76630515218392,0.03578449209704404,2021-04-12,2021-04-12,1533,10,99,18
54,SARS-CoV-2-10k-new,OX973988.1,Orthocoronavirinae,Betacoronavirus,Sarbecovirus,Severe acute respiratory syndrome-related coronavirus,Homo sapiens,29867,37.59798565252506,77.58323190634371,0.023120077764599338,2022-01-19,2022-01-19,137,5,81,15
55,SARS-CoV-2-10k-new,OY601525.1,Orthocoronavirinae,Betacoronavirus,Sarbecovirus,Severe acute respiratory syndrome-related coronavirus,Homo sapiens,29903,38.04213598772593,77.78588664491747,0.025864653117859994,2020-11-19,2020-11-19,1013,10,99,18
56,SARS-CoV-2-10k-new,OR273226.1,Orthocoronavirinae,Betacoronavirus,Sarbecovirus,Severe acute respiratory syndrome-related coronavirus,Homo sapiens,29675,37.911364633611235,77.73528519969454,0.036374110273661685,2022-04,2022-04-01,1380,7,99,18
57,SARS-CoV-2-10k-new,ON418355.1,Orthocoronavirinae,Betacoronavirus,Sarbecovirus,Severe acute respiratory syndrome-related coronavirus,Homo sapiens,29724,37.87848203471942,77.72242285053477,0.039609697264696514,2022-04-16,2022-04-16,1633,10,99,18
58,SARS-CoV-2-10k-new,OX977236.1,Orthocoronavirinae,Betacoronavirus,Sarbecovirus,Severe acute respiratory syndrome-related coronavirus,Homo sapiens,29876,37.863912183814,77.71103953790958,0.03629877371170002,2022-03-01,2022-03-01,1238,10,99,18
59,SARS-CoV-2-10k-new,OX935427.1,Orthocoronavirinae,Betacoronavirus,Sarbecovirus,Severe acute respiratory syndrome-related coronavirus,Homo sapiens,29866,38.04496991449383,77.79651606065721,0.03426545144804141,2022-02-03,2022-02-03,1240,11,79,15
60,SARS-CoV-2-10k-new,OM077557.1,Orthocoronavirinae,Betacoronavirus,Sarbecovirus,Severe acute respiratory syndrome-related coronavirus,Homo sapiens,29811,37.949079198953406,77.75213129585507,0.039085053563549736,2021-12-17,2021-12-17,1278,8,99,18
61,SARS-CoV-2-10k-new,ON343724.1,Orthocoronavirinae,Betacoronavirus,Sarbecovirus,Severe acute respiratory syndrome-related coronavirus,Homo sapiens,29837,37.9496644295302,77.75254759596885,0.03441465176467362,2021-11-30,2021-11-30,1206,9,99,18
62,SARS-CoV-2-10k-new,OP488737.1,Orthocoronavirinae,Betacoronavirus,Sarbecovirus,Severe acute respiratory syndrome-related coronavirus,Homo sapiens,29718,37.906319402382394,77.73406415902213,0.039935908836048,2022-09-06,2022-09-06,1271,7,99,18
63,SARS-CoV-2-10k-new,ON655541.1,Orthocoronavirinae,Betacoronavirus,Sarbecovirus,Severe acute respiratory syndrome-related coronavirus,Homo sapiens,29848,37.84843205574913,77.71067647587796,0.0360557410118436,2022-05-21,2022-05-21,1525,7,99,18
64,SARS-CoV-2-10k-new,OV104270.1,Orthocoronavirinae,Betacoronavirus,Sarbecovirus,Severe acute respiratory syndrome-related coronavirus,Homo sapiens,29788,38.03861753388567,77.79299760104004,0.038948473699651584,2021-03-15,2021-03-15,1806,12,99,18
65,SARS-CoV-2-10k-new,MZ430918.1,Orthocoronavirinae,Betacoronavirus,Sarbecovirus,Severe acute respiratory syndrome-related coronavirus,Homo sapiens,29781,37.98543689320388,77.76760164871524,0.03553925973841336,2021-05-18,2021-05-18,1632,7,99,18
66,SARS-CoV-2-10k-new,OX824581.1,Orthocoronavirinae,Betacoronavirus,Sarbecovirus,Severe acute respiratory syndrome-related coronavirus,Homo sapiens,29836,37.857799258023896,77.71131886103825,0.034596717520265684,2022-08-03,2022-08-03,1841,6,99,18
67,SARS-CoV-2-10k-new,OP333024.1,Orthocoronavirinae,Betacoronavirus,Sarbecovirus,Severe acute respiratory syndrome-related coronavirus,Homo sapiens,29592,37.87976073806225,77.72093166751068,0.0386504181862332,2022-08-15,2022-08-15,1207,5,99,18
68,SARS-CoV-2-10k-new,OY324996.1,Orthocoronavirinae,Betacoronavirus,Sarbecovirus,Severe acute respiratory syndrome-related coronavirus,Homo sapiens,29876,37.87141349851945,77.71968603013642,0.03454644426178144,2022-03-24,2022-03-24,1241,11,99,18
69,SARS-CoV-2-10k-new,OR041198.1,Orthocoronavirinae,Betacoronavirus,Sarbecovirus,Severe acute respiratory syndrome-related coronavirus,Homo sapiens,29769,37.95223218784642,77.75378751848353,0.035837456599530304,2021-10-17,2021-10-17,2039,8,99,18
70,SARS-CoV-2-10k-new,ON575849.1,Orthocoronavirinae,Betacoronavirus,Sarbecovirus,Severe acute respiratory syndrome-related coronavirus,Homo sapiens,29829,37.94294143283382,77.74770406113078,0.034912906618686186,2021-07-15,2021-07-15,1820,10,99,18
71,SARS-CoV-2-10k-new,OX837741.1,Orthocoronavirinae,Betacoronavirus,Sarbecovirus,Severe acute respiratory syndrome-related coronavirus,Homo sapiens,29889,37.9803941521658,77.7675400067966,0.035586373252178886,2020,2020-01-01,1263,11,99,18
72,SARS-CoV-2-10k-new,OW518663.1,Orthocoronavirinae,Betacoronavirus,Sarbecovirus,Severe acute respiratory syndrome-related coronavirus,Homo sapiens,29850,37.894028595458366,77.72658243969249,0.035914601104398716,2022-03-05,2022-03-05,1424,10,99,18
73,SARS-CoV-2-10k-new,OM534841.1,Orthocoronavirinae,Betacoronavirus,Sarbecovirus,Severe acute respiratory syndrome-related coronavirus,Homo sapiens,29777,37.948752392786375,77.75040488054344,0.036448535934626256,2020-12-14,2020-12-14,1417,4,99,18
74,SARS-CoV-2-10k-new,OD961051.1,Orthocoronavirinae,Betacoronavirus,Sarbecovirus,Severe acute respiratory syndrome-related coronavirus,Homo sapiens,29884,37.99012196351174,77.77013510122777,0.03423236453420705,2021-01-28,2021-01-28,1707,15,99,18
75,SARS-CoV-2-10k-new,OP468341.1,Orthocoronavirinae,Betacoronavirus,Sarbecovirus,Severe acute respiratory syndrome-related coronavirus,Homo sapiens,29718,37.882764654418196,77.72422711290437,0.03976406634547149,2022-09-03,2022-09-03,1349,9,99,18
76,SARS-CoV-2-10k-new,MW894116.1,Orthocoronavirinae,Betacoronavirus,Sarbecovirus,Severe acute respiratory syndrome-related coronavirus,Homo sapiens,29777,37.966477444492966,77.75793428252291,0.036079292658431274,2021-03-20,2021-03-20,1738,9,99,18
77,SARS-CoV-2-10k-new,ON582539.1,Orthocoronavirinae,Betacoronavirus,Sarbecovirus,Severe acute respiratory syndrome-related coronavirus,Homo sapiens,29819,37.965726550186126,77.7567236641774,0.036664899896471786,2021-10-15,2021-10-15,1934,9,99,18
78,SARS-CoV-2-10k-new,OP228858.1,Orthocoronavirinae,Betacoronavirus,Sarbecovirus,Severe acute respiratory syndrome-related coronavirus,Homo sapiens,29718,37.89958947439263,77.7329730784644,0.03915675402413456,2022-07-31,2022-07-31,1349,9,99,18
79,SARS-CoV-2-10k-new,OD991078.1,Orthocoronavirinae,Betacoronavirus,Sarbecovirus,Severe acute respiratory syndrome-related coronavirus,Homo sapiens,29886,38.01576422206991,77.78093903195702,0.03181320719804986,2021-02-11,2021-02-11,1392,7,99,18
80,SARS-CoV-2-10k-new,OD931896.1,Orthocoronavirinae,Betacoronavirus,Sarbecovirus,Severe acute respiratory syndrome-related coronavirus,Homo sapiens,29884,37.98676208715519,77.76717951762254,0.034360783311349306,2021-01-04,2021-01-04,1681,15,99,18
81,SARS-CoV-2-10k-new,MW064475.1,Orthocoronavirinae,Betacoronavirus,Sarbecovirus,Severe acute respiratory syndrome-related coronavirus,Homo sapiens,29782,38.00282049560137,77.77425756212904,0.03531573093977335,2020-03-26,2020-03-26,1779,6,99,18
82,SARS-CoV-2-10k-new,OX600710.1,Orthocoronavirinae,Betacoronavirus,Sarbecovirus,Severe acute respiratory syndrome-related coronavirus,Homo sapiens,29903,37.93599304417617,77.75119950060889,0.03341219932877359,2020-08-28,2020-08-28,1071,7,99,18
83,SARS-CoV-2-10k-new,OX893666.1,Orthocoronavirinae,Betacoronavirus,Sarbecovirus,Severe acute respiratory syndrome-related coronavirus,Homo sapiens,29876,38.26274228284279,77.8954858706424,0.02834209171267199,2022-04-14,2022-04-14,224,6,54,6
84,SARS-CoV-2-10k-new,OD963656.1,Orthocoronavirinae,Betacoronavirus,Sarbecovirus,Severe acute respiratory syndrome-related coronavirus,Homo sapiens,29884,37.983402210798644,77.76749075704441,0.03427957113028045,2021-01-25,2021-01-25,1716,15,99,18
85,SARS-CoV-2-10k-new,OX915496.1,Orthocoronavirinae,Betacoronavirus,Sarbecovirus,Severe acute respiratory syndrome-related coronavirus,Homo sapiens,29876,37.85938043856596,77.70952199532837,0.03558859442701699,2022-12-07,2022-12-07,837,6,99,18
86,SARS-CoV-2-10k-new,OY704644.1,Orthocoronavirinae,Betacoronavirus,Sarbecovirus,Severe acute respiratory syndrome-related coronavirus,Homo sapiens,29779,37.99367282375752,77.76500571899169,0.03567192340026633,2022-01-09,2022-01-09,1683,19,99,18
87,SARS-CoV-2-10k-new,OX717013.1,Orthocoronavirinae,Betacoronavirus,Sarbecovirus,Severe acute respiratory syndrome-related coronavirus,Homo sapiens,29844,37.83303043192452,77.70205554671475,0.03433119456571347,2022-07-18,2022-07-18,844,9,99,18
88,SARS-CoV-2-10k-new,ON949440.1,Orthocoronavirinae,Betacoronavirus,Sarbecovirus,Severe acute respiratory syndrome-related coronavirus,Homo sapiens,29727,37.89484307195479,77.72776538021895,0.03801594700537791,2022-06-25,2022-06-25,1692,9,99,18
89,SARS-CoV-2-10k-new,OX549934.1,Orthocoronavirinae,Betacoronavirus,Sarbecovirus,Severe acute respiratory syndrome-related coronavirus,Homo sapiens,29890,37.91440626883665,77.739911000924,0.035025610001967036,2021-06-28,2021-06-28,1265,10,99,18
90,SARS-CoV-2-10k-new,ON885599.1,Orthocoronavirinae,Betacoronavirus,Sarbecovirus,Severe acute respiratory syndrome-related coronavirus,Homo sapiens,29701,37.954951011750445,77.75766087368834,0.0343617171956807,2021-10-06,2021-10-06,2119,12,102,22
91,SARS-CoV-2-10k-new,OY489851.1,Orthocoronavirinae,Betacoronavirus,Sarbecovirus,Severe acute respiratory syndrome-related coronavirus,Homo sapiens,29873,37.900924164175045,77.731208566529,0.03424185897190283,2022-01-12,2022-01-12,953,5,99,18
92,SARS-CoV-2-10k-new,MW778805.1,Orthocoronavirinae,Betacoronavirus,Sarbecovirus,Severe acute respiratory syndrome-related coronavirus,Homo sapiens,29873,37.938714902807774,77.75018845924149,0.034987007649063255,2021-02-19,2021-02-19,1443,10,99,18
93,SARS-CoV-2-10k-new,OQ237804.1,Orthocoronavirinae,Betacoronavirus,Sarbecovirus,Severe acute respiratory syndrome-related coronavirus,Homo sapiens,29844,37.847257129452764,77.71369116293602,0.036744730297056674,2022-12-28,2022-12-28,1365,8,99,18
94,SARS-CoV-2-10k-new,MZ243459.1,Orthocoronavirinae,Betacoronavirus,Sarbecovirus,Severe acute respiratory syndrome-related coronavirus,Homo sapiens,29763,37.983402210798644,77.76737609102406,0.03570604430784391,2021-04-27,2021-04-27,1607,11,99,18
95,SARS-CoV-2-10k-new,OP730226.1,Orthocoronavirinae,Betacoronavirus,Sarbecovirus,Severe acute respiratory syndrome-related coronavirus,Homo sapiens,29718,37.882764654418196,77.72422193392151,0.03951470245203682,2022-08-18,2022-08-18,1349,9,99,18
96,SARS-CoV-2-10k-new,ON759619.1,Orthocoronavirinae,Betacoronavirus,Sarbecovirus,Severe acute respiratory syndrome-related coronavirus,Homo sapiens,29784,37.88611334944937,77.72490045702204,0.035356329089210756,2022-05-10,2022-05-10,1801,10,99,18
97,SARS-CoV-2-10k-new,OX753419.1,Orthocoronavirinae,Betacoronavirus,Sarbecovirus,Severe acute respiratory syndrome-related coronavirus,Homo sapiens,29844,37.87843150431773,77.72027915465713,0.03576797551279882,2022-10-20,2022-10-20,1360,14,99,18
98,SARS-CoV-2-10k-new,OX496627.1,Orthocoronavirinae,Betacoronavirus,Sarbecovirus,Severe acute respiratory syndrome-related coronavirus,Homo sapiens,29870,37.90642904847271,77.7350620169156,0.033685581604447304,2022-09-08,2022-09-08,856,7,99,18
99,SARS-CoV-2-10k-new,OM724474.1,Orthocoronavirinae,Betacoronavirus,Sarbecovirus,Severe acute respiratory syndrome-related coronavirus,Homo sapiens,29687,37.95600768012935,77.75153938440764,0.03528052027999701,2022-02-02,2022-02-02,1422,9,99,18
100,SARS-CoV-2-10k-new,OP062819.1,Orthocoronavirinae,Betacoronavirus,Sarbecovirus,Severe acute respiratory syndrome-related coronavirus,Homo sapiens,29687,37.89537508000135,77.73112835202005,0.03606778995298289,2022-07-06,2022-07-06,2066,17,99,18
101,SARS-CoV-2-10k-new,OM865688.1,Orthocoronavirinae,Betacoronavirus,Sarbecovirus,Severe acute respiratory syndrome-related coronavirus,Homo sapiens,29818,37.960292440807564,77.75409631166428,0.033527917717455835,2022-01-25,2022-01-25,1764,11,99,18
102,SARS-CoV-2-10k-new,OY704089.1,Orthocoronavirinae,Betacoronavirus,Sarbecovirus,Severe acute respiratory syndrome-related coronavirus,Homo sapiens,29786,37.359853832738146,77.47539329498903,0.035064747463086327,2021-12-23,2021-12-23,813,18,53,11
