,virus_species_from_file,accession_with_version,subfamily,genus,subgenus,species,host,Sequence length,GC content,Melting temperature,GC skew,date,datetime
63,Human_coronavirus_NL63,ON553975.1,Orthocoronavirinae,Alphacoronavirus,Setracovirus,,Homo sapiens,27464,34.48514418875619,76.3309666615313,0.17036165115558377,2016,2016-01-01
64,Human_coronavirus_NL63,ON461784.1,Orthocoronavirinae,Alphacoronavirus,Setracovirus,,Homo sapiens,27315,34.47513812154696,76.31672990539658,0.1714256675338704,2019-12-31,2019-12-31
65,Human_coronavirus_NL63,ON554006.1,Orthocoronavirinae,Alphacoronavirus,Setracovirus,,Homo sapiens,27526,34.48012787909613,76.3223370673453,0.17035627391750574,2018,2018-01-01
66,Human_coronavirus_NL63,ON554000.1,Orthocoronavirinae,Alphacoronavirus,Setracovirus,,Homo sapiens,27492,34.48275862068966,76.3300500513667,0.16728621541246905,2018,2018-01-01
67,Human_coronavirus_NL63,KF530107.1,Orthocoronavirinae,Alphacoronavirus,Setracovirus,,Homo sapiens; sex: F; age: 9Y,27410,34.4837650492521,76.32543540004201,0.16722959038926233,24-Jan-1991,1991-01-24
68,Human_coronavirus_NL63,ON554007.1,Orthocoronavirinae,Alphacoronavirus,Setracovirus,,Homo sapiens,27517,34.431181308683314,76.30736859378436,0.16873458574126435,2017,2017-01-01
69,Human_coronavirus_NL63,LC756668.1,Orthocoronavirinae,Alphacoronavirus,Setracovirus,,Homo sapiens,27542,34.4964054897974,76.33048487983007,0.1690568203942395,2018,2018-01-01
70,Human_coronavirus_NL63,MG772808.1,Orthocoronavirinae,Alphacoronavirus,Setracovirus,,Homo sapiens,27535,34.49064826584347,76.33193256041511,0.16711124620660361,2014-11-25,2014-11-25
71,Human_coronavirus_NL63,ON554005.1,Orthocoronavirinae,Alphacoronavirus,Setracovirus,,Homo sapiens,27540,34.50617283950617,76.33183198206405,0.17004460888428952,2018,2018-01-01
72,Human_coronavirus_NL63,MN306040.1,Orthocoronavirinae,Alphacoronavirus,Setracovirus,,Homo sapiens,27537,34.50807635829663,76.3364357162327,0.16862948344314715,2019,2019-01-01
73,Human_coronavirus_NL63,KX179500.1,Orthocoronavirinae,Alphacoronavirus,Setracovirus,,Homo sapiens,27553,34.49352157659783,76.3269776272274,0.16914615878206254,Sep-2015,2015-09-01
74,Human_coronavirus_NL63,MK334047.1,Orthocoronavirinae,Alphacoronavirus,Setracovirus,,Homo sapiens,27532,34.44718872584629,76.31506581190558,0.16781214119344867,25-Jul-2018,2018-07-25
75,Human_coronavirus_NL63,ON553991.1,Orthocoronavirinae,Alphacoronavirus,Setracovirus,,Homo sapiens,27516,34.46721907253961,76.32136825986777,0.17052609888817538,2017,2017-01-01
76,Human_coronavirus_NL63,JQ900260.1,Orthocoronavirinae,Alphacoronavirus,Setracovirus,,Homo sapiens; sex: M,27459,34.47895382100531,76.33145342641444,0.15224195321841758,25-Apr-2005,2005-04-25
77,Human_coronavirus_NL63,ON461789.1,Orthocoronavirinae,Alphacoronavirus,Setracovirus,,Homo sapiens,27397,34.50303141649825,76.3280175398819,0.1737139342904905,2020-01-20,2020-01-20
78,Human_coronavirus_NL63,AY567487.2,Orthocoronavirinae,Alphacoronavirus,Setracovirus,,,27553,34.46085725692302,76.31554175697187,0.1680343174385855,22-JUN-2004,2004-06-22
79,Human_coronavirus_NL63,KF530113.1,Orthocoronavirinae,Alphacoronavirus,Setracovirus,,Homo sapiens; sex: F; age: 19Y,27410,34.48741335279095,76.33032028946957,0.16762092584423677,29-May-1990,1990-05-29
80,Human_coronavirus_NL63,JQ900255.1,Orthocoronavirinae,Alphacoronavirus,Setracovirus,,Homo sapiens; sex: M,27485,34.55697585491096,76.3591791173206,0.16905645486490017,25-Feb-2009,2009-02-25
81,Human_coronavirus_NL63,MH828488.1,Orthocoronavirinae,Alphacoronavirus,Setracovirus,,Homo sapiens,27553,34.62417885529707,76.38497334841463,0.1672855043120566,18-Aug-2015,2015-08-18
82,Human_coronavirus_NL63,MK334043.1,Orthocoronavirinae,Alphacoronavirus,Setracovirus,,Homo sapiens,27516,34.470853321703736,76.3166698294051,0.16818464207999836,15-Aug-2018,2018-08-15
83,Human_coronavirus_NL63,MG428701.1,Orthocoronavirinae,Alphacoronavirus,Setracovirus,,Homo sapiens,27623,34.456793252000146,76.31753967996559,0.1659124938631521,04-Jun-2010,2010-06-04
84,Human_coronavirus_NL63,AY518894.1,Orthocoronavirinae,Alphacoronavirus,Setracovirus,Human coronavirus NL63,,27555,34.405168033679324,76.30133522756665,0.16946281804541902,21-APR-2004,2004-04-21
85,Human_coronavirus_NL63,ON553987.1,Orthocoronavirinae,Alphacoronavirus,Setracovirus,,Homo sapiens,27512,34.486769409712124,76.33247137207678,0.16931414819330382,2017,2017-01-01
86,Human_coronavirus_NL63,ON554004.1,Orthocoronavirinae,Alphacoronavirus,Setracovirus,,Homo sapiens,27535,34.47248955874342,76.32625901781881,0.16725241929412718,2018,2018-01-01
87,Human_coronavirus_NL63,ON461785.1,Orthocoronavirinae,Alphacoronavirus,Setracovirus,,Homo sapiens,27507,34.47686263096624,76.31821635882812,0.1676140304087966,2020-01-02,2020-01-02
88,Human_coronavirus_NL63,JX504050.1,Orthocoronavirinae,Alphacoronavirus,Setracovirus,,Homo sapiens,27553,34.457227888070264,76.31116789511435,0.16814113464480723,2004,2004-01-01
89,Human_coronavirus_NL63,JX524171.1,Orthocoronavirinae,Alphacoronavirus,Setracovirus,,Homo sapiens,27538,34.46147142130874,76.31615057408936,0.1659249150641707,24-Jan-2009,2009-01-24
90,Human_coronavirus_NL63,LC687401.1,Orthocoronavirinae,Alphacoronavirus,Setracovirus,,Homo sapiens,27550,34.46823956442831,76.31689592948112,0.16869923304564785,2021,2021-01-01
91,Human_coronavirus_NL63,ON554009.1,Orthocoronavirinae,Alphacoronavirus,Setracovirus,,Homo sapiens,27510,34.463954629730615,76.32221753090761,0.17015844333956195,2018,2018-01-01
92,Human_coronavirus_NL63,MN026166.1,Orthocoronavirinae,Alphacoronavirus,Setracovirus,,Homo sapiens,27125,34.5148083944971,76.34657708966557,0.1668845199418351,29-Jan-2018,2018-01-29
93,Human_coronavirus_NL63,KY674915.1,Orthocoronavirinae,Alphacoronavirus,Setracovirus,,Homo sapiens,27302,34.53226869826386,76.34877892840223,0.16715521670972264,2016,2016-01-01
94,Human_coronavirus_NL63,KY829118.1,Orthocoronavirinae,Alphacoronavirus,Setracovirus,,Homo sapiens,27513,34.50368916512194,76.33342207389114,0.16913697360383495,2015,2015-01-01
95,Human_coronavirus_NL63,ON553979.1,Orthocoronavirinae,Alphacoronavirus,Setracovirus,,Homo sapiens,27508,34.502690126508654,76.33453023446191,0.16225918032859526,2016,2016-01-01
96,Human_coronavirus_NL63,JQ765566.1,Orthocoronavirinae,Alphacoronavirus,Setracovirus,,Homo sapiens; sex: F,27487,34.521773929493946,76.34258846123453,0.1687658327556219,08-Jan-2008,2008-01-08
97,Human_coronavirus_NL63,KF530105.1,Orthocoronavirinae,Alphacoronavirus,Setracovirus,,Homo sapiens; sex: F; age: 13Y,27413,34.53470980921461,76.35237245875817,0.1695549871892779,23-Feb-2001,2001-02-23
98,Human_coronavirus_NL63,MT118694.1,Orthocoronavirinae,Alphacoronavirus,Setracovirus,,Homo sapiens,27406,34.5700759660905,76.36227469547669,0.17108617895302144,2019,2019-01-01
99,Human_coronavirus_NL63,ON554015.1,Orthocoronavirinae,Alphacoronavirus,Setracovirus,,Homo sapiens,27489,34.479246243952126,76.33092768085902,0.16950745320594587,2018,2018-01-01
100,Human_coronavirus_NL63,LC687396.1,Orthocoronavirinae,Alphacoronavirus,Setracovirus,,Homo sapiens,27543,34.50241440656428,76.32819235898029,0.16897188971699972,2019,2019-01-01
101,Human_coronavirus_NL63,ON553996.1,Orthocoronavirinae,Alphacoronavirus,Setracovirus,,Homo sapiens,27557,34.452226294589394,76.31452055160946,0.16819700059227569,2018,2018-01-01
102,Human_coronavirus_NL63,LC654455.1,Orthocoronavirinae,Alphacoronavirus,Setracovirus,,Homo sapiens,27516,34.48175606919611,76.32354463464083,0.1697381939503129,2018,2018-01-01
103,Human_coronavirus_NL63,KY554967.1,Orthocoronavirinae,Alphacoronavirus,Setracovirus,,Homo sapiens,27523,34.52385277767685,76.34408384202828,0.16925103793586302,2016,2016-01-01
104,Human_coronavirus_NL63,ON554021.1,Orthocoronavirinae,Alphacoronavirus,Setracovirus,,Homo sapiens,27514,34.440648397179615,76.31676427110455,0.16993143293311322,2019,2019-01-01
105,Human_coronavirus_NL63,LC488390.2,Orthocoronavirinae,Alphacoronavirus,Setracovirus,,Homo sapiens,27550,34.497277676951,76.33310317541236,0.16776168393391058,2017,2017-01-01
106,Human_coronavirus_NL63,JQ765567.1,Orthocoronavirinae,Alphacoronavirus,Setracovirus,,Homo sapiens; sex: F,27487,34.51575347449611,76.339733164589,0.1679578550114618,12-Mar-2009,2009-03-12
107,Human_coronavirus_NL63,KF530109.1,Orthocoronavirinae,Alphacoronavirus,Setracovirus,,Homo sapiens; sex: M; age: 5Y,27410,34.494709959868665,76.33276330036318,0.16757963294042869,21-Mar-1990,1990-03-21
108,Human_coronavirus_NL63,LC687402.1,Orthocoronavirinae,Alphacoronavirus,Setracovirus,,Homo sapiens,27550,34.46823956442831,76.31684086357575,0.1684935709675938,2021,2021-01-01
109,Human_coronavirus_NL63,OK625405.1,Orthocoronavirinae,Alphacoronavirus,Setracovirus,,Homo sapiens,27488,34.509604190919674,76.34524618127335,0.16841962284903814,2017,2017-01-01
110,Human_coronavirus_NL63,ON554013.1,Orthocoronavirinae,Alphacoronavirus,Setracovirus,,Homo sapiens,27507,34.4675900679827,76.32371014733434,0.17030706389176462,2018,2018-01-01
111,Human_coronavirus_NL63,ON553984.1,Orthocoronavirinae,Alphacoronavirus,Setracovirus,,Homo sapiens,27500,34.47636363636364,76.3266116796143,0.16784662468830294,2017,2017-01-01
112,Human_coronavirus_NL63,LC488389.2,Orthocoronavirinae,Alphacoronavirus,Setracovirus,,Homo sapiens,27487,34.39330543933055,76.29319177469432,0.1702580531710017,2018,2018-01-01
113,Human_coronavirus_NL63,ON461787.1,Orthocoronavirinae,Alphacoronavirus,Setracovirus,,Homo sapiens,27509,34.47811692800233,76.31918077840265,0.16902715407382485,2020-01-09,2020-01-09
114,Human_coronavirus_NL63,ON553982.1,Orthocoronavirinae,Alphacoronavirus,Setracovirus,,Homo sapiens,27499,34.4594348885414,76.32328454776291,0.16770816688262413,2016,2016-01-01
115,Human_coronavirus_NL63,ON553980.1,Orthocoronavirinae,Alphacoronavirus,Setracovirus,,Homo sapiens,27516,34.49265881668847,76.33498154330147,0.17024189175539445,2016,2016-01-01
116,Human_coronavirus_NL63,MG428706.1,Orthocoronavirinae,Alphacoronavirus,Setracovirus,,Homo sapiens,27637,34.46828526974708,76.32821128951446,0.16420491277723512,24-May-2010,2010-05-24
117,Human_coronavirus_NL63,ON553972.1,Orthocoronavirinae,Alphacoronavirus,Setracovirus,,Homo sapiens,27512,34.526938239159,76.34491516257401,0.1712952079908731,2016,2016-01-01
118,Human_coronavirus_NL63,ON553988.1,Orthocoronavirinae,Alphacoronavirus,Setracovirus,,Homo sapiens,27536,34.543265723041,76.35325398592647,0.16928642629667814,2017,2017-01-01
119,Human_coronavirus_NL63,ON554002.1,Orthocoronavirinae,Alphacoronavirus,Setracovirus,,Homo sapiens,27538,34.4905221875227,76.33270894081915,0.16813357571572646,2018,2018-01-01
120,Human_coronavirus_NL63,ON554018.1,Orthocoronavirinae,Alphacoronavirus,Setracovirus,,Homo sapiens,27546,34.45146300733319,76.31168185192297,0.16847053817837235,2018,2018-01-01
121,Human_coronavirus_NL63,CS124012.1,Orthocoronavirinae,Alphacoronavirus,Setracovirus,,,27553,34.46448662577578,76.31800138519395,0.16804425611607937,21-JUL-2005,2005-07-21
122,Human_coronavirus_NL63,ON553970.1,Orthocoronavirinae,Alphacoronavirus,Setracovirus,,Homo sapiens,27554,34.52856209624737,76.34444461548895,0.16979299343562615,2016,2016-01-01
123,Human_coronavirus_NL63,JQ765569.1,Orthocoronavirinae,Alphacoronavirus,Setracovirus,,Homo sapiens; sex: M,27469,34.48250755396993,76.33107969950333,0.1672325201323269,18-Jan-2005,2005-01-18
124,Human_coronavirus_NL63,ON554008.1,Orthocoronavirinae,Alphacoronavirus,Setracovirus,,Homo sapiens,27536,34.45671121441023,76.31940075214754,0.16555239035596275,2018,2018-01-01
125,Human_coronavirus_NL63,MN306018.1,Orthocoronavirinae,Alphacoronavirus,Setracovirus,,Homo sapiens,27484,34.60862561323863,76.38784620530225,0.1679060851143487,2018,2018-01-01
126,Human_coronavirus_NL63,KF530110.1,Orthocoronavirinae,Alphacoronavirus,Setracovirus,,Homo sapiens; sex: F; age: 6Y,27413,34.43621639368183,76.3037437330471,0.17029946157262085,16-Aug-1983,1983-08-16
127,Human_coronavirus_NL63,DQ445912.1,Orthocoronavirinae,Alphacoronavirus,Setracovirus,,,27535,34.45433085164336,76.3158874409396,0.1663760580417395,21-NOV-2006,2006-11-21
128,Human_coronavirus_NL63,JQ900258.1,Orthocoronavirinae,Alphacoronavirus,Setracovirus,,Homo sapiens; sex: M,27383,34.93339676498573,76.51897024191209,0.13329662325006988,26-Jan-2005,2005-01-26
129,Human_coronavirus_NL63,JQ900256.1,Orthocoronavirinae,Alphacoronavirus,Setracovirus,,Homo sapiens; sex: M,27455,34.467001273503634,76.3322871533743,0.17028906665336122,03-Mar-2009,2009-03-03
130,Human_coronavirus_NL63,ON554019.1,Orthocoronavirinae,Alphacoronavirus,Setracovirus,,Homo sapiens,27553,34.47174536348129,76.32353414918936,0.1673229297720718,2018,2018-01-01
131,Human_coronavirus_NL63,ON461793.1,Orthocoronavirinae,Alphacoronavirus,Setracovirus,,Homo sapiens,27503,34.51111677158764,76.33110784527969,0.16568828896404125,2020-02-10,2020-02-10
132,Human_coronavirus_NL63,ON554017.1,Orthocoronavirinae,Alphacoronavirus,Setracovirus,,Homo sapiens,27562,34.482258181554315,76.32700561184652,0.16802248900419448,2018,2018-01-01
133,Human_coronavirus_NL63,KY554968.1,Orthocoronavirinae,Alphacoronavirus,Setracovirus,,Homo sapiens,27523,34.5165861279657,76.34077801171048,0.1695051443942203,2016,2016-01-01
134,Human_coronavirus_NL63,ON553999.1,Orthocoronavirinae,Alphacoronavirus,Setracovirus,,Homo sapiens,27524,34.5116988809766,76.33722240915051,0.17079869029715417,2018,2018-01-01
135,Human_coronavirus_NL63,ON461792.1,Orthocoronavirinae,Alphacoronavirus,Setracovirus,,Homo sapiens,27505,34.48790249226851,76.32393087351147,0.1666990504557237,2020-02-03,2020-02-03
136,Human_coronavirus_NL63,ON554022.1,Orthocoronavirinae,Alphacoronavirus,Setracovirus,,Homo sapiens,27489,34.429569266589056,76.30828721392953,0.16769589736800533,2019,2019-01-01
