,GenBank ID,Accession,Description,Collection Date,Geographic Location,Sequence Length,Host,Intervals total length,Intervals mean length
45,KY933090.1,KY933090.1,"Avian coronavirus strain L1148, complete genome",02-OCT-2017,,27573,,560.0,140.0
46,KY933089.1,KY933089.1,"Avian coronavirus strain 1148-A, complete genome",02-OCT-2017,['United Kingdom'],27573,chicken,682.0,97.42857142857143
47,MW024789.1,MW024789.1,"Avian coronavirus IA1162/2020, complete genome",06-Jan-2020,['USA'],27486,Gallus gallus; layer type,1836.0,131.14285714285714
48,MW222189.1,MW222189.1,"Infectious bronchitis virus isolate GX-NN160421, complete genome",11-Dec-2016,['China'],27751,chicken,676.0,225.33333333333334
49,MN711790.1,MN711790.1,"Infectious bronchitis virus isolate GA/1472/2004, complete genome",05-Oct-2004,['USA'],27655,broiler,1746.0,145.5
50,MN566147.1,MN566147.1,"Infectious bronchitis virus isolate GA/1359/1994, complete genome",1994,['USA'],27631,broiler,2194.0,121.88888888888889
51,MN599049.1,MN599049.1,"Infectious bronchitis virus isolate GA/1476/2015, complete genome",31-Jul-2015,['USA'],27666,broiler,1395.0,174.375
52,MN548285.2,MN548285.2,"Infectious bronchitis virus strain CR88, complete genome",Jan-2011,['United Kingdom'],27736,Gallus gallus,1280.0,106.66666666666667
53,MN548289.1,MN548289.1,"Infectious bronchitis virus strain QX, complete genome",Jan-2011,['United Kingdom'],27660,Gallus gallus,959.0,119.875
54,MN548288.1,MN548288.1,"Infectious bronchitis virus strain Italy02, complete genome",Jan-2011,['United Kingdom'],27693,Gallus gallus,1338.0,74.33333333333333
55,MN548287.1,MN548287.1,"Infectious bronchitis virus strain H120, complete genome",Jan-2011,['United Kingdom'],27639,Gallus gallus,1854.0,154.5
56,MN548286.1,MN548286.1,"Infectious bronchitis virus strain D1466, complete genome",Jan-2011,['United Kingdom'],27600,Gallus gallus,1823.0,165.72727272727272
57,NC_001451.1,NC_001451.1,"Avian infectious bronchitis virus, complete genome",13-AUG-2018,,27608,,1719.0,286.5
58,KX266757.1,KX266757.1,"Infectious bronchitis virus isolate 3575/08, complete genome",2008,['Taiwan'],27231,Gallus gallus,699.0,87.375
59,HQ850618.1,HQ850618.1,"Infectious bronchitis virus isolate GX-YL9, complete genome",25-Aug-2007,['China'],27597,Gallus gallus,1135.0,283.75
60,HQ848267.1,HQ848267.1,"Infectious bronchitis virus isolate GX-YL5, complete genome",15-Aug-2005,['China'],27720,Gallus gallus,1263.0,114.81818181818181
61,GQ504721.2,GQ504721.2,"Infectious bronchitis virus strain Arkansas Vaccine, complete genome",1981,['USA'],27620,chicken,2017.0,96.04761904761905
62,GQ504725.1,GQ504725.1,"Infectious bronchitis virus strain Mass41 Vaccine, complete genome",1941,['USA'],27451,chicken,1809.0,129.21428571428572
63,GQ504724.1,GQ504724.1,"Infectious bronchitis virus strain Massachusetts, complete genome",1941,['USA'],27475,chicken,1841.0,68.18518518518519
64,GQ504723.1,GQ504723.1,"Infectious bronchitis virus strain Georgia 1998 Vaccine, complete genome",1998,['USA'],27620,chicken,1870.0,207.77777777777777
65,GQ504722.1,GQ504722.1,"Infectious bronchitis virus strain Georgia 1998 pass8, complete genome",1998,['USA'],27648,chicken,2069.0,103.45
66,GQ504720.1,GQ504720.1,"Infectious bronchitis virus strain Arkansas DPI, complete genome",1981,['USA'],27652,chicken,1834.0,183.4
67,FJ904723.1,FJ904723.1,"Infectious bronchitis virus strain Mass41 1985, complete genome",1985,['USA'],27474,chicken,1856.0,80.69565217391305
68,FJ904722.1,FJ904722.1,"Infectious bronchitis virus strain Mass41 1979, complete genome",1979,['USA'],27614,chicken,1750.0,250.0
69,FJ904721.1,FJ904721.1,"Infectious bronchitis virus strain Mass41 1972, complete genome",1972,['USA'],27474,chicken,1967.0,78.68
70,FJ904720.1,FJ904720.1,"Infectious bronchitis virus strain Mass41 1965, complete genome",1965,['USA'],27474,chicken,1857.0,68.77777777777777
71,FJ904719.1,FJ904719.1,"Infectious bronchitis virus strain Conn46 1991, complete genome",1991,['USA'],27632,chicken,1418.0,88.625
72,FJ904718.1,FJ904718.1,"Infectious bronchitis virus strain Conn46 1983, complete genome",1983,['USA'],27632,chicken,1388.0,92.53333333333333
73,FJ904717.1,FJ904717.1,"Infectious bronchitis virus strain Conn46 1972, complete genome",1972,['USA'],27632,chicken,1360.0,97.14285714285714
74,FJ904716.1,FJ904716.1,"Infectious bronchitis virus strain Conn46 1996, complete genome",1966,['USA'],27629,chicken,1266.0,115.0909090909091
75,FJ904715.1,FJ904715.1,"Infectious bronchitis virus strain Cal557 2003, complete genome",2003,['USA'],27615,chicken,1235.0,154.375
76,FJ904714.1,FJ904714.1,"Infectious bronchitis virus strain Cal 1995, complete genome",1995,['USA'],27664,chicken,1689.0,140.75
77,FJ904713.1,FJ904713.1,"Infectious bronchitis virus strain Mass41 2006, complete genome",2006,['USA'],27660,chicken,1588.0,75.61904761904762
78,M95169.1,M95169.1,"Avian infectious bronchitis virus pol protein, spike protein, small virion-associated protein, membrane protein, and nucleocapsid protein genes, complete cds",11-FEB-2002,,27608,,1719.0,286.5
79,DQ001339.1,DQ001339.1,"Avian infectious bronchitis virus isolate IBV-p65, complete genome",17-OCT-2005,,27611,,1903.0,237.875
80,DQ001338.1,DQ001338.1,"Avian infectious bronchitis virus isolate IBV-EP3, complete genome",17-OCT-2005,,27613,,1813.0,164.8181818181818
81,AJ311317.1,AJ311317.1,Avian infectious bronchitis virus (strain Beaudette CK) complete genomic RNA,15-APR-2005,,27635,,1732.0,247.42857142857142
82,OM912708.1,OM912708.1,"Infectious bronchitis virus isolate IBV/ck/MEX/2961/21, complete genome",15-Dec-2021,['Mexico: Central'],27577,Gallus gallus domesticus (broiler); SEPRL-ID:2961,1415.0,88.4375
83,OM912707.1,OM912707.1,"Infectious bronchitis virus isolate IBV/ck/MEX/2960/21, complete genome",14-Dec-2021,['Mexico: Central'],27526,Gallus gallus domesticus (layer); SEPRL-ID:2960,2143.0,112.78947368421052
84,OM912706.1,OM912706.1,"Infectious bronchitis virus isolate IBV/ck/MEX/2956/21, complete genome",14-Dec-2021,['Mexico: South'],27697,Gallus gallus domesticus (broiler); SEPRL-ID:2956,1895.0,315.8333333333333
85,OM912705.1,OM912705.1,"Infectious bronchitis virus isolate IBV/ck/MEX/2944/21, complete genome",07-Dec-2021,['Mexico: North'],27585,Gallus gallus domesticus (broiler); SEPRL-ID:2944,1309.0,59.5
86,OM912704.1,OM912704.1,"Infectious bronchitis virus isolate IBV/ck/MEX/2930/21, complete genome",23-Nov-2021,['Mexico: Central'],27749,Gallus gallus domesticus (broiler); SEPRL-ID:2930,1286.0,85.73333333333333
87,OM912703.1,OM912703.1,"Infectious bronchitis virus isolate IBV/ck/MEX/2860/21, complete genome",12-Oct-2021,['Mexico: South'],27622,Gallus gallus domesticus (broiler); SEPRL-ID:2860,1982.0,165.16666666666666
88,OM912702.1,OM912702.1,"Infectious bronchitis virus isolate IBV/ck/MEX/2833/21, complete genome",27-Sep-2021,['Mexico: North'],27694,Gallus gallus domesticus (broiler); SEPRL-ID:2833,2138.0,125.76470588235294
89,OM912701.1,OM912701.1,"Infectious bronchitis virus isolate IBV/ck/MEX/2826/21, complete genome",13-Sep-2021,['Mexico: South'],27567,Gallus gallus domesticus (broiler); SEPRL-ID:2826,1668.0,278.0
90,OM912700.1,OM912700.1,"Infectious bronchitis virus isolate IBV/ck/MEX/2819/21, complete genome",10-Sep-2021,['Mexico: North'],27638,Gallus gallus domesticus (broiler); SEPRL-ID:2819,1406.0,78.11111111111111
91,OM912699.1,OM912699.1,"Infectious bronchitis virus isolate IBV/ck/MEX/2818/21, complete genome",10-Sep-2021,['Mexico: North'],27617,Gallus gallus domesticus (broiler); SEPRL-ID:2818,1991.0,181.0
92,OM912698.1,OM912698.1,"Infectious bronchitis virus isolate IBV/ck/MEX/1616/19, complete genome",23-Apr-2019,['Mexico'],27481,SEPRL-ID:1616,1243.0,207.16666666666666
93,OM912697.1,OM912697.1,"Infectious bronchitis virus isolate IBV/ck/MEX/1619/19, complete genome",23-Apr-2019,['Mexico'],27661,SEPRL-ID:1619,1104.0,138.0
94,OM912696.1,OM912696.1,"Infectious bronchitis virus isolate IBV/ck/MEX/1623/19, complete genome",23-Apr-2019,['Mexico'],27486,SEPRL-ID:1623,1766.0,80.27272727272727
95,OM912695.1,OM912695.1,"Infectious bronchitis virus isolate IBV/ck/MEX/2523/21, complete genome",28-Jan-2021,['Mexico: Central'],27449,Gallus gallus domesticus (broiler); SEPRL-ID:2523,1914.0,127.6
96,OM912694.1,OM912694.1,"Infectious bronchitis virus isolate IBV/ck/MEX/2562/21, complete genome",25-Feb-2021,['Mexico: Central'],27686,Gallus gallus domesticus (broiler); SEPRL-ID:2562,1704.0,113.6
97,OM912693.1,OM912693.1,"Infectious bronchitis virus isolate IBV/ck/MEX/2563/21, complete genome",25-Feb-2021,['Mexico: Central'],27823,Gallus gallus domesticus (broiler); SEPRL-ID:2563,753.0,68.45454545454545
98,OM912692.1,OM912692.1,"Infectious bronchitis virus isolate IBV/ck/MEX/2592/21, complete genome",01-Apr-2021,['Mexico: South'],27711,Gallus gallus domesticus (broiler); SEPRL-ID:2592,1304.0,326.0
99,OM912691.1,OM912691.1,"Infectious bronchitis virus isolate IBV/ck/MEX/2721/21, complete genome",06-Jun-2021,['Mexico: North'],27280,Gallus gallus domesticus (broiler); SEPRL-ID:2721,1795.0,179.5
100,OM912690.1,OM912690.1,"Infectious bronchitis virus isolate IBV/ck/MEX/2723/21, complete genome",06-Jun-2021,['Mexico: North'],27694,Gallus gallus domesticus (broiler); SEPRL-ID:2723,1852.0,168.36363636363637
101,OM912689.1,OM912689.1,"Infectious bronchitis virus isolate IBV/ck/MEX/2725/21, complete genome",06-Jun-2021,['Mexico: North'],27599,Gallus gallus domesticus (broiler); SEPRL-ID:2725,1705.0,113.66666666666667
102,OM912688.1,OM912688.1,"Infectious bronchitis virus isolate IBV/ck/MEX/2742/21, complete genome",11-Jul-2021,['Mexico: South'],27625,Gallus gallus domesticus (broiler); SEPRL-ID:2742,1862.0,116.375
103,OM912687.1,OM912687.1,"Infectious bronchitis virus isolate IBV/ck/MEX/2748/21, complete genome",15-Jul-2021,['Mexico: South'],27619,Gallus gallus domesticus (broiler); SEPRL-ID:2748,1394.0,126.72727272727273
104,OM912686.1,OM912686.1,"Infectious bronchitis virus isolate IBV/ck/MEX/2753/21, complete genome",20-Jul-2021,['Mexico: South'],27455,Gallus gallus domesticus (broiler); SEPRL-ID:2753,1225.0,111.36363636363636
105,OM912685.1,OM912685.1,"Infectious bronchitis virus isolate IBV/ck/MEX/2598/21, complete genome",01-Apr-2021,['Mexico: North'],27095,Gallus gallus domesticus (broiler); SEPRL-ID:2598,1617.0,95.11764705882354
106,OM912684.1,OM912684.1,"Infectious bronchitis virus isolate IBV/ck/MEX/2602/21, complete genome",01-Apr-2021,['Mexico: South'],27623,Gallus gallus domesticus (broiler); SEPRL-ID:2602,1616.0,124.3076923076923
107,OM912683.1,OM912683.1,"Infectious bronchitis virus isolate IBV/ck/MEX/2743/21, complete genome",11-Jul-2021,['Mexico: South'],27531,Gallus gallus domesticus (broiler); SEPRL-ID:2743,1909.0,212.11111111111111
108,OM912682.1,OM912682.1,"Infectious bronchitis virus isolate IBV/ck/MEX/2354/20, complete genome",25-Nov-2020,['Mexico: South'],27624,Gallus gallus domesticus (broiler); SEPRL-ID:2354,1515.0,252.5
109,OM912681.1,OM912681.1,"Infectious bronchitis virus isolate IBV/ck/MEX/2754/21, complete genome",20-Jul-2021,['Mexico: South'],27418,Gallus gallus domesticus (broiler); SEPRL-ID:2754,1248.0,138.66666666666666
110,OM912680.1,OM912680.1,"Infectious bronchitis virus isolate IBV/ck/MEX/2353/20, complete genome",25-Nov-2020,['Mexico: South'],27140,Gallus gallus domesticus (broiler); SEPRL-ID:2353,1130.0,161.42857142857142
111,OM912679.1,OM912679.1,"Infectious bronchitis virus isolate IBV/ck/MEX/2752/21, complete genome",20-Jul-2021,['Mexico: South'],27022,Gallus gallus domesticus (broiler); SEPRL-ID:2752,1681.0,210.125
112,OM912678.1,OM912678.1,"Infectious bronchitis virus isolate IBV/ck/MEX/2359/20, complete genome",25-Nov-2020,['Mexico: South'],27634,Gallus gallus domesticus (broiler); SEPRL-ID:2359,1333.0,444.3333333333333
113,OM912677.1,OM912677.1,"Infectious bronchitis virus isolate IBV/ck/MEX/2360/20, complete genome",25-Nov-2020,['Mexico: South'],27167,Gallus gallus domesticus (broiler); SEPRL-ID:2360,1867.0,233.375
114,OM912676.1,OM912676.1,"Infectious bronchitis virus isolate IBV/ck/MEX/2731/21, complete genome",23-Jun-2021,['Mexico: Central'],27189,Gallus gallus domesticus (broiler); SEPRL-ID:2731,1663.0,166.3
115,ON950740.1,ON950740.1,"Infectious bronchitis virus isolate IBV/Ck/Can/2558004, complete genome",2017,['Canada'],27710,Gallus gallus,1140.0,162.85714285714286
116,ON951677.1,ON951677.1,"Infectious bronchitis virus strain CK/CH/SX/MJ17, complete genome",18-Nov-2021,['China'],27684,chicken,1117.0,62.05555555555556
117,ON951676.1,ON951676.1,"Infectious bronchitis virus strain CK/CH/SX/MJ9, complete genome",18-Nov-2021,['China'],27728,chicken,1987.0,165.58333333333334
118,ON951675.1,ON951675.1,"Infectious bronchitis virus strain CK/CH/SX/MJ5, complete genome",18-Nov-2021,['China'],27654,chicken,849.0,94.33333333333333
119,ON951674.1,ON951674.1,"Infectious bronchitis virus strain CK/CH/SX/MJ4, complete genome",18-Nov-2021,['China'],27626,chicken,1922.0,213.55555555555554
120,OK507216.1,OK507216.1,"Infectious bronchitis virus isolate CK/CH/MY/2020, complete genome",2020,['China'],27614,Gallus gallus,771.0,154.2
121,MZ456995.1,MZ456995.1,"Infectious bronchitis virus isolate ck/CH/HB/20, complete genome",12-May-2020,['China'],27672,chicken,1036.0,86.33333333333333
122,OM525806.1,OM525806.1,"Infectious bronchitis virus isolate D722/SK/06, complete genome",2006,['Slovakia'],27111,Broiler chicken,982.0,327.3333333333333
123,OM525805.1,OM525805.1,"Infectious bronchitis virus isolate D683/HU/06, complete genome",2006,['Hungary'],27107,Broiler chicken,798.0,199.5
124,OM525804.1,OM525804.1,"Infectious bronchitis virus isolate D591/2/GR/05, complete genome",2005,['Greece'],27089,Broiler chicken,1342.0,223.66666666666666
125,OM525803.1,OM525803.1,"Infectious bronchitis virus isolate D535/4/FR/05, complete genome",2005,['France'],27114,Layer chicken,741.0,92.625
126,OM525802.1,OM525802.1,"Infectious bronchitis virus isolate D532/9/CH/05, complete genome",2005,['China'],27181,Broiler chicken,1217.0,71.58823529411765
127,OM525801.1,OM525801.1,"Infectious bronchitis virus isolate DMV28/OH/20, complete genome",2020,['USA: Ohio'],27101,Layer chicken,1499.0,374.75
128,OM525800.1,OM525800.1,"Infectious bronchitis virus isolate DMV26/OH/20, complete genome",2020,['USA: Ohio'],27101,Layer chicken,1499.0,374.75
129,OM525799.1,OM525799.1,"Infectious bronchitis virus isolate DMV25/OH/20, complete genome",2020,['USA: Ohio'],27101,Layer chicken,1499.0,374.75
130,OM525798.1,OM525798.1,"Infectious bronchitis virus isolate FLS/AZ/17, complete genome",2017,['USA: Arizona'],27125,Layer chicken,2226.0,139.125
131,OK423447.1,OK423447.1,"Infectious bronchitis virus isolate I050821, complete genome",2021,['China'],27685,Gallus sp.,1502.0,150.2
132,OK423446.1,OK423446.1,"Infectious bronchitis virus isolate gammaCoV/ck/China/I0418/21, complete genome",2021,['China'],27680,Gallus sp.,1136.0,87.38461538461539
133,MW732689.1,MW732689.1,"UNVERIFIED: Infectious bronchitis virus strain ck/CH/AH/2020, complete genome",04-Aug-2020,['China'],27694,chicken,1077.0,134.625
134,MW791835.1,MW791835.1,"Infectious bronchitis virus isolate CK/CH/FJ/202005, complete genome",2020,['China'],27781,chicken,1046.0,87.16666666666667
135,LC716901.1,LC716901.1,"Infectious bronchitis virus JP/Shimane/98 RNA, complete genome",1998,['Japan: Shimane'],27643,Gallus gallus domesticus,1236.0,206.0
136,LC716900.1,LC716900.1,"Infectious bronchitis virus JP/Yamanashi/93 RNA, complete genome",1993,['Japan: Yamanashi'],27605,Gallus gallus domesticus,1153.0,288.25
137,ON350837.1,ON350837.1,"Infectious bronchitis virus strain r-H120-QX(S), complete genome",18-MAY-2022,['China'],27646,Gallus gallus,1279.0,98.38461538461539
138,ON350836.1,ON350836.1,"Infectious bronchitis virus strain H120, complete genome",18-MAY-2022,['Netherlands'],27637,Gallus gallus,1341.0,134.1
139,MW815495.1,MW815495.1,"Infectious bronchitis virus isolate CK/CH/NP2011, complete genome",03-Nov-2020,['China'],27513,avian,1587.0,88.16666666666667
140,MW815494.1,MW815494.1,"Infectious bronchitis virus isolate CK/CH/TJ1904, complete genome",Apr-2019,['China: Tianjin'],27532,avian,1560.0,130.0
141,LC683780.1,LC683780.1,"Infectious bronchitis virus JP/Yamagata/2017 RNA, complete genome",16-FEB-2022,,27667,Gallus gallus domesticus,1534.0,219.14285714285714
142,LC683779.1,LC683779.1,"Infectious bronchitis virus JP/Toyama/2000 RNA, complete genome",16-FEB-2022,,27675,Gallus gallus domesticus,1742.0,75.73913043478261
143,MK972912.1,MK972912.1,"Infectious bronchitis virus strain Ck/Aus/Q1/99, complete genome",1999,['Australia'],27594,Gallus gallus,1517.0,89.23529411764706
144,MK972911.1,MK972911.1,"Infectious bronchitis virus strain Ck/Aus/Q1/13, complete genome",2013,['Australia'],27636,Gallus gallus,1058.0,70.53333333333333
145,MK990813.1,MK990813.1,"Infectious bronchitis virus strain Ck/Aus/Q1/73, complete genome",1973,['Australia'],27661,Gallus gallus,1527.0,152.7
146,MK990812.1,MK990812.1,"Infectious bronchitis virus strain Ck/Aus/V5/90, complete genome",1990,['Australia'],27596,Gallus gallus,1379.0,68.95
147,MK990811.1,MK990811.1,"Infectious bronchitis virus strain Ck/Aus/V1/71, complete genome",1971,['Australia'],27780,Gallus gallus,1017.0,339.0
148,MK990810.1,MK990810.1,"Infectious bronchitis virus strain Ck/Aus/V1/07, complete genome",2007,['Australia'],27653,Gallus gallus,1065.0,81.92307692307692
149,MK990809.1,MK990809.1,"Infectious bronchitis virus strain Ck/Aus/V1/02, complete genome",2002,['Australia'],27783,Gallus gallus,1437.0,130.63636363636363
150,MK990808.1,MK990808.1,"Infectious bronchitis virus strain Ck/Aus/N1/62, complete genome",1962,['Australia'],27669,Gallus gallus,813.0,101.625
151,MK982928.1,MK982928.1,"Infectious bronchitis virus strain Ck/Aus/Q4/99, complete genome",1999,['Australia'],27901,Gallus gallus,1772.0,295.3333333333333
152,MK982927.1,MK982927.1,"Infectious bronchitis virus strain Ck/Aus/Q3/88, complete genome",1988,['Australia'],27145,Gallus gallus,728.0,104.0
153,MK778365.1,MK778365.1,"Infectious bronchitis virus strain Ck/Aus/V18/91, complete genome",1991,['Australia'],26938,Gallus gallus,1168.0,97.33333333333333
154,MK778364.1,MK778364.1,"Infectious bronchitis virus strain Ck/Aus/V6/92, complete genome",1992,['Australia'],26974,Gallus gallus,1190.0,79.33333333333333
155,NC_048214.1,NC_048214.1,"Duck coronavirus isolate DK/GD/27/2014, complete genome",2014,['China'],27754,duck,2227.0,159.07142857142858
156,MZ367369.1,MZ367369.1,"Infectious bronchitis virus isolate IBV/chicken/Belgium/4134_001/2019, complete genome",2019,['Belgium'],27601,Gallus gallus,1457.0,291.4
157,MZ367368.1,MZ367368.1,"Infectious bronchitis virus strain IBV/chicken/Belgium/4439_001-PLTB/2020, complete genome",2020,['Belgium'],27643,Gallus gallus,1848.0,168.0
158,MZ367367.1,MZ367367.1,"Infectious bronchitis virus isolate IBV/chicken/Belgium/4439_001_iPTLB/2020, complete genome",2020,['Belgium'],27648,Gallus gallus,1129.0,112.9
159,MZ327724.1,MZ327724.1,"Guinea fowl coronavirus strain gCoV/AvCoV/Guineafowl/France/I172562a2/2017, complete genome",May-2017,['France'],27773,guinea fowl,1213.0,303.25
160,MZ327723.1,MZ327723.1,"Guinea fowl coronavirus strain gCoV/AvCoV/Guineafowl/France/I172562a1/2017, complete genome",May-2017,['France'],27767,guinea fowl,1391.0,154.55555555555554
161,LC634083.1,LC634083.1,"Infectious bronchitis virus JP/KH/64 RNA, complete genome",30-JUN-2021,,27672,Gallus gallus domesticus,1851.0,97.42105263157895
162,MT665806.1,MT665806.1,"Infectious bronchitis virus isolate IBV/Ck/Can/17-038913, complete genome",2017,['Canada'],27474,chicken,2703.0,180.2
163,MW792514.1,MW792514.1,"Infectious bronchitis virus strain I0303/20, complete genome",2020,['China'],27693,Gallus,644.0,128.8
