,GenBank ID,Accession,Description,Collection Date,Geographic Location,Sequence Length,Host,Intervals total length,Intervals mean length
65,MW165327.1,MW165327.1,"Porcine epidemic diarrhea virus isolate 5-17-O, complete genome",2014-01-21,['Taiwan'],27908,suckling pig,3191.0,227.92857142857142
66,MT490316.1,MT490316.1,"Porcine epidemic diarrhea virus strain EdoMex/205/2018, complete genome",2018,['Mexico'],28029,pig,2450.0,136.11111111111111
67,MT490315.1,MT490315.1,"Porcine epidemic diarrhea virus strain EdoMex/103/2018, complete genome",2018,['Mexico'],28034,pig,2464.0,136.88888888888889
68,MT198679.1,MT198679.1,"Porcine epidemic diarrhea virus strain IBT-VN, complete genome",02-Feb-2018,['Viet Nam: Hung Yen'],28031,pig,2038.0,185.27272727272728
69,MT602520.1,MT602520.1,"Porcine epidemic diarrhea virus isolate PEDV/Pig-wt/ESP/Calaf-1/2014, complete genome",2014,['Spain'],28033,Sus scrofa,1767.0,160.63636363636363
70,LY750264.1,LY750264.1,KR 1020190110605-A/32: PORCINE CORONAVIRUS VACCINES,08-OCT-2020,,27960,,2066.0,229.55555555555554
71,MT303066.1,MT303066.1,"Porcine epidemic diarrhea virus strain shxx1902, complete genome",Feb-2019,['China'],27974,porcine,1829.0,91.45
72,MN844888.1,MN844888.1,"Porcine epidemic diarrhea virus isolate KNU-1909, complete genome",Mar-2019,['South Korea'],28029,pig,3009.0,103.75862068965517
73,MN841671.1,MN841671.1,"Porcine epidemic diarrhea virus strain SHXX1902, complete genome",Feb-2019,['China'],28051,pig,1899.0,146.07692307692307
74,MT166307.1,MT166307.1,"Porcine epidemic diarrhea virus strain HB2018, complete genome",May-2018,['China'],28026,Sus scrofa (pig),1857.0,309.5
75,MN816181.1,MN816181.1,"Porcine epidemic diarrhea virus isolate KNU-1808, complete genome",Mar-2018,['South Korea'],28029,pig,2862.0,110.07692307692308
76,MT263014.1,MT263014.1,"Porcine epidemic diarrhea virus isolate SC-YB73, partial genome",10-Oct-2019,['China'],28040,Sus_scrofa,2056.0,171.33333333333334
77,MT547180.1,MT547180.1,"Porcine epidemic diarrhea virus strain 17GXCZ-1ORF3c, complete genome",Jan-2017,['China'],28044,pig,2323.0,178.69230769230768
78,MT547179.1,MT547179.1,"Porcine epidemic diarrhea virus strain 17GXCZ-1ORF3d, complete genome",Jan-2017,['China'],27662,pig,2240.0,186.66666666666666
79,KU893868.1,KU893868.1,"Porcine epidemic diarrhea virus strain PC22A-P70, complete genome",01-Aug-2014,['USA'],28029,pig,2705.0,117.6086956521739
80,KU893867.1,KU893867.1,"Porcine epidemic diarrhea virus strain PC22A-P70, complete genome",01-Aug-2014,['USA'],28027,pig,2743.0,124.68181818181819
81,KU893866.1,KU893866.1,"Porcine epidemic diarrhea virus strain PC22A-P50, complete genome",01-Jun-2014,['USA'],28043,pig,2625.0,145.83333333333334
82,KU893865.1,KU893865.1,"Porcine epidemic diarrhea virus strain PC22A-P43, complete genome",01-Mar-2014,['USA'],28029,pig,3030.0,168.33333333333334
83,KU893864.1,KU893864.1,"Porcine epidemic diarrhea virus strain PC22A-P40, complete genome",01-Mar-2014,['USA'],28039,pig,2601.0,108.375
84,KU893863.1,KU893863.1,"Porcine epidemic diarrhea virus strain PC22A-P30, complete genome",01-Jan-2014,['USA'],28031,pig,3191.0,132.95833333333334
85,KU893862.1,KU893862.1,"Porcine epidemic diarrhea virus strain PC22A-P20, complete genome",01-Oct-2013,['USA'],28032,pig,2587.0,99.5
86,LR812932.1,LR812932.1,"Porcine epidemic diarrhea virus isolate GER/L03205/2019 genome assembly, complete genome: monopartite",18-AUG-2020,,28085,,2206.0,200.54545454545453
87,LR812931.1,LR812931.1,"Porcine epidemic diarrhea virus isolate GER/L03210/2019 genome assembly, complete genome: monopartite",18-AUG-2020,,28076,,2451.0,116.71428571428571
88,LR812930.1,LR812930.1,"Porcine epidemic diarrhea virus isolate GER/L03208/2019 genome assembly, complete genome: monopartite",18-AUG-2020,,28198,,3706.0,161.1304347826087
89,LR812929.1,LR812929.1,"Porcine epidemic diarrhea virus isolate GER/L03207/2019 genome assembly, complete genome: monopartite",18-AUG-2020,,28074,,2370.0,112.85714285714286
90,LR812928.1,LR812928.1,"Porcine epidemic diarrhea virus isolate GER/L03204/2019 genome assembly, complete genome: monopartite",18-AUG-2020,,28014,,2597.0,118.04545454545455
91,LR812927.1,LR812927.1,"Porcine epidemic diarrhea virus isolate GER/L03206/2019 genome assembly, complete genome: monopartite",18-AUG-2020,,28083,,2760.0,125.45454545454545
92,LR812926.1,LR812926.1,"Porcine epidemic diarrhea virus isolate GER/L03209/2019 genome assembly, complete genome: monopartite",18-AUG-2020,,28087,,2105.0,161.92307692307693
93,MN971596.1,MN971596.1,"Porcine epidemic diarrhea virus isolate KNU-1801, complete genome",Feb-2018,['South Korea'],28039,pig,2714.0,142.8421052631579
94,MN971595.1,MN971595.1,"Porcine epidemic diarrhea virus isolate KNU-1904, complete genome",Jan-2019,['South Korea'],28038,pig,2698.0,134.9
95,MT843280.1,MT843280.1,"Porcine epidemic diarrhea virus, complete genome",Dec-2019,['China'],27974,porcine,2008.0,87.30434782608695
96,MT843279.1,MT843279.1,"Porcine epidemic diarrhea virus, complete genome",Feb-2013,['China'],27969,,1520.0,217.14285714285714
97,MT843278.1,MT843278.1,"Porcine epidemic diarrhea virus, complete genome",Dec-2019,['China'],28051,,1907.0,146.69230769230768
98,MT843277.1,MT843277.1,"Porcine epidemic diarrhea virus strain SH1302, complete genome",Feb-2013,['China'],27921,,1536.0,192.0
99,MC425624.1,MC425624.1,JP 2018203757-A/8: PORCINE EPIDEMIC DIARRHEA VIRUS VACCINE,31-JUL-2020,,28038,,2615.0,153.8235294117647
100,MC425623.1,MC425623.1,JP 2018203757-A/7: PORCINE EPIDEMIC DIARRHEA VIRUS VACCINE,31-JUL-2020,,28039,,2322.0,290.25
101,MC425617.1,MC425617.1,JP 2018203757-A/1: PORCINE EPIDEMIC DIARRHEA VIRUS VACCINE,31-JUL-2020,,27995,,2601.0,144.5
102,MT090146.1,MT090146.1,"Porcine epidemic diarrhea virus strain CH/SXWS/2018, complete genome",2018,['China'],28032,porcine,1899.0,189.9
103,MT090145.1,MT090145.1,"Porcine epidemic diarrhea virus strain CH/HNYY/2018, complete genome",2018,['China'],28037,porcine,1818.0,227.25
104,MN644470.1,MN644470.1,"Porcine epidemic diarrhea virus strain HLJ, complete genome",2015,['China'],27953,Sus scrofa,2213.0,116.47368421052632
105,MN759311.1,MN759311.1,"Porcine epidemic diarrhea virus strain GD-XL-2019, complete genome",18-Mar-2019,['China'],28056,Sus scrofa,2099.0,209.9
106,MN692793.1,MN692793.1,"Porcine epidemic diarrhea virus isolate PEDV-H18-Barcelona-Vic, complete genome",11-May-2019,['Spain'],28033,swine,2090.0,139.33333333333334
107,MN692792.1,MN692792.1,"Porcine epidemic diarrhea virus isolate PEDV-H3-Barcelona-Vic, complete genome",07-Jan-2019,['Spain'],28033,swine,2057.0,158.23076923076923
108,MN692791.1,MN692791.1,"Porcine epidemic diarrhea virus isolate PEDV-2330-Orense, complete genome",30-Jan-2019,['Spain'],28033,swine,1899.0,189.9
109,MN692790.1,MN692790.1,"Porcine epidemic diarrhea virus isolate PEDV-2181-Castellon-Cati, complete genome",03-May-2018,['Spain'],28033,swine,1851.0,168.27272727272728
110,MN692789.1,MN692789.1,"Porcine epidemic diarrhea virus isolate PEDV-2149-Castellon-Albocacer, complete genome",02-Mar-2018,['Spain'],28033,swine,1641.0,205.125
111,MN692788.1,MN692788.1,"Porcine epidemic diarrhea virus isolate PEDV-2118-1-Orense-Covelas, complete genome",02-Feb-2018,['Spain'],28033,swine,1760.0,220.0
112,MN692787.1,MN692787.1,"Porcine epidemic diarrhea virus isolate PEDV-2098-1-Malaga-Casares, complete genome",11-Jan-2018,['Spain'],28033,swine,2039.0,135.93333333333334
113,MN692786.1,MN692786.1,"Porcine epidemic diarrhea virus isolate PEDV-1931-3-Burgos-Aranda_de_Duero, complete genome",19-Jan-2017,['Spain'],28033,swine,1999.0,153.76923076923077
114,MN692785.1,MN692785.1,"Porcine epidemic diarrhea virus isolate PEDV-1931-2-Valladolid-Fompedraza, complete genome",19-Jan-2017,['Spain'],28033,swine,2017.0,168.08333333333334
115,MN692784.1,MN692784.1,"Porcine epidemic diarrhea virus isolate PEDV-1931-1-Valladolid-Molpeceres, complete genome",19-Jan-2017,['Spain'],28033,swine,2017.0,168.08333333333334
116,MN692783.1,MN692783.1,"Porcine epidemic diarrhea virus isolate PEDV-1914-Pontevedra-Lalin, complete genome",05-Dec-2016,['Spain'],28033,swine,1929.0,160.75
117,MN692782.1,MN692782.1,"Porcine epidemic diarrhea virus isolate PEDV-1873-2-Segovia, complete genome",23-Sep-2016,['Spain'],28033,swine,2102.0,161.69230769230768
118,MN692781.1,MN692781.1,"Porcine epidemic diarrhea virus isolate PEDV-1776-Badajoz-Alburquerque, complete genome",12-Feb-2016,['Spain'],28033,swine,1701.0,170.1
119,MN692780.1,MN692780.1,"Porcine epidemic diarrhea virus isolate PEDV-1569-4-Badajoz-Alburquerque, complete genome",19-Dec-2014,['Spain'],28033,swine,1767.0,160.63636363636363
120,MN692779.1,MN692779.1,"Porcine epidemic diarrhea virus isolate PEDV-1526-Zaragoza-Tauste, complete genome",09-Oct-2014,['Spain'],27989,swine,1896.0,135.42857142857142
121,MN692778.1,MN692778.1,"Porcine epidemic diarrhea virus isolate PEDV-1524-Segovia-Narros_de_Cuellar, complete genome",07-Oct-2014,['Spain'],27989,swine,1896.0,135.42857142857142
122,MN692777.1,MN692777.1,"Porcine epidemic diarrhea virus isolate PEDV-1522-Segovia-Navas_de_Oro, complete genome",30-Sep-2014,['Spain'],27989,swine,1750.0,134.6153846153846
123,MN692776.1,MN692776.1,"Porcine epidemic diarrhea virus isolate PEDV-1521-Segovia-Navas_de_Oro, complete genome",30-Sep-2014,['Spain'],27989,swine,1867.0,124.46666666666667
124,MN692775.1,MN692775.1,"Porcine epidemic diarrhea virus isolate PEDV-1508-Zaragoza-Tauste, complete genome",11-Jul-2014,['Spain'],27989,swine,1869.0,143.76923076923077
125,MN692774.1,MN692774.1,"Porcine epidemic diarrhea virus isolate PEDV-1481-Pamplona-Tudela, complete genome",03-Jun-2014,['Spain'],27989,swine,1885.0,145.0
126,MN692773.1,MN692773.1,"Porcine epidemic diarrhea virus isolate PEDV-1456-Zaragoza-Egea_de_los_Caballeros, complete genome",29-Apr-2014,['Spain'],27989,swine,1897.0,135.5
127,MN692772.1,MN692772.1,"Porcine epidemic diarrhea virus isolate PEDV-1455-Zaragoza-Egea_de_los_Caballeros, complete genome",29-Apr-2014,['Spain'],27989,swine,1896.0,135.42857142857142
128,MN692771.1,MN692771.1,"Porcine epidemic diarrhea virus isolate PEDV-1453-Zaragoza-Tauste, complete genome",24-Apr-2014,['Spain'],27989,swine,1896.0,135.42857142857142
129,MN594506.1,MN594506.1,"UNVERIFIED: Porcine epidemic diarrhea virus strain SX-WH, complete genome",27-Mar-2018,['China'],28053,Sus scrofa,2775.0,138.75
130,KR610994.1,KR610994.1,"Porcine epidemic diarrhea virus clone CBR2, complete genome",15-Jul-2014,['Thailand'],27409,swine,1081.0,90.08333333333333
131,KR610993.1,KR610993.1,"Porcine epidemic diarrhea virus clone CBR1, complete genome",15-Jul-2014,['Thailand'],27409,swine,1023.0,85.25
132,KR610992.1,KR610992.1,"Porcine epidemic diarrhea virus clone EAS2, complete genome",10-Oct-2014,['Thailand'],28033,swine,2357.0,294.625
133,KR610991.1,KR610991.1,"Porcine epidemic diarrhea virus clone EAS1, complete genome",10-Oct-2014,['Thailand'],28033,swine,2357.0,294.625
134,MN486588.1,MN486588.1,"Porcine epidemic diarrhea virus strain Ah2016f2, complete genome",Feb-2016,['China'],27933,porcine,1734.0,75.3913043478261
135,MN315264.1,MN315264.1,"Porcine epidemic diarrhea virus strain AH-2018-HF1, complete genome",30-Sep-2018,['China'],27937,porcine,1909.0,90.9047619047619
136,MN056942.1,MN056942.1,"Porcine epidemic diarrhea virus strain FR2019001, complete genome",Feb-2019,['France'],28008,Sus scrofa domesticus,2056.0,128.5
137,MN114121.1,MN114121.1,"Porcine epidemic diarrhea virus isolate CT P10, complete genome",Mar-2018,['China'],28038,swine,2431.0,115.76190476190476
138,MK071639.1,MK071639.1,"Porcine epidemic diarrhea virus strain COL/Cauca/2015, complete genome",05-May-2015,['Colombia'],28010,porcine,2949.0,89.36363636363636
139,MK071638.1,MK071638.1,"Porcine epidemic diarrhea virus strain COL/Antioquia14856/2015, complete genome",21-Oct-2015,['Colombia'],27996,porcine,2692.0,168.25
140,MK071637.1,MK071637.1,"Porcine epidemic diarrhea virus strain COL/Antioquia10641/2015, complete genome",11-Aug-2015,['Colombia'],28017,porcine,2730.0,130.0
141,MK071636.1,MK071636.1,"Porcine epidemic diarrhea virus strain COL/Antioquia09831/2015, complete genome",29-Jul-2015,['Colombia'],28019,porcine,2981.0,271.0
142,MK071635.1,MK071635.1,"Porcine epidemic diarrhea virus strain COL/Antioquia09796/2015, complete genome",30-Jul-2015,['Colombia'],28018,porcine,2894.0,289.4
143,MK071634.1,MK071634.1,"Porcine epidemic diarrhea virus strain COL/ValledelCauca08565/2015, complete genome",03-Jul-2015,['Colombia'],28018,porcine,2714.0,339.25
144,MK071633.1,MK071633.1,"Porcine epidemic diarrhea virus strain COL/Antioquia08520/2015, complete genome",03-Jul-2015,['Colombia'],28017,porcine,2894.0,289.4
145,MK071632.1,MK071632.1,"Porcine epidemic diarrhea virus strain COL/ValledelCauca/2015, complete genome",01-Jul-2017,['Colombia'],28008,porcine,2229.0,123.83333333333333
146,MK071631.1,MK071631.1,"Porcine epidemic diarrhea virus strain COL/Antioquia08010/2015, complete genome",06-Jan-2015,['Colombia'],28005,porcine,3031.0,108.25
147,MK071630.1,MK071630.1,"Porcine epidemic diarrhea virus strain COL/Antioquia07053/2015, complete genome",03-Jun-2015,['Colombia'],28013,porcine,2367.0,169.07142857142858
148,MK071629.1,MK071629.1,"Porcine epidemic diarrhea virus strain COL/Antioquia06285/2015, complete genome",20-May-2015,['Colombia'],28031,porcine,2397.0,119.85
149,MK071628.1,MK071628.1,"Porcine epidemic diarrhea virus strain COL/ValledelCauca05762/2015, complete genome",20-May-2015,['Colombia'],28017,porcine,3092.0,193.25
150,MK071627.1,MK071627.1,"Porcine epidemic diarrhea virus strain COL/ValledelCauca05761/2015, complete genome",08-May-2015,['Colombia'],28017,porcine,3092.0,193.25
151,MK071626.1,MK071626.1,"Porcine epidemic diarrhea virus strain COL/Cundinamarca/2015, complete genome",06-May-2015,['Colombia'],28019,porcine,2862.0,260.1818181818182
152,MK071625.1,MK071625.1,"Porcine epidemic diarrhea virus strain COL/Antioquia/2014, complete genome",27-Apr-2015,['Colombia'],28013,porcine,2672.0,95.42857142857143
153,MK071624.1,MK071624.1,"Porcine epidemic diarrhea virus strain COL/Cundinamarca03962/2014, complete genome",21-Mar-2014,['Colombia'],28018,porcine,2905.0,223.46153846153845
154,MK071623.1,MK071623.1,"Porcine epidemic diarrhea virus strain COL/Cundinamarca03715/2014, complete genome",16-Mar-2014,['Colombia'],28029,porcine,3089.0,181.7058823529412
155,MK071622.1,MK071622.1,"Porcine epidemic diarrhea virus strain COL/Huila/2014, complete genome",17-Mar-2014,['Colombia'],28024,porcine,2293.0,143.3125
156,MK071621.1,MK071621.1,"Porcine epidemic diarrhea virus strain COL/Cundinamarca03267/2014, complete genome",07-Mar-2014,['Colombia'],28011,porcine,2972.0,198.13333333333333
157,MK071620.1,MK071620.1,"Porcine epidemic diarrhea virus strain COL/Antioquia00958/2015, complete genome",29-Jan-2015,['Colombia'],28017,porcine,2911.0,264.6363636363636
158,MK071619.1,MK071619.1,"Porcine epidemic diarrhea virus strain COL/Antioquia00265/2015, complete genome",09-Jan-2015,['Colombia'],28016,porcine,2911.0,264.6363636363636
159,MK584552.1,MK584552.1,"Porcine epidemic diarrhea virus strain AJ1102(F12), complete genome",May-2011,['China'],28044,Sus scrofa,2225.0,148.33333333333334
160,LY646143.1,LY646143.1,KR 1020190008508-A/2: A novel attenuated PEDV strain and a vaccine composition comprising thereof,04-DEC-2019,,27974,,2291.0,152.73333333333332
161,LY646142.1,LY646142.1,KR 1020190008508-A/1: A novel attenuated PEDV strain and a vaccine composition comprising thereof,04-DEC-2019,,27985,,2518.0,104.91666666666667
162,MK862249.1,MK862249.1,"Porcine epidemic diarrhea virus strain HeN170821, complete genome",Aug-2017,['China'],28038,pig,2670.0,242.72727272727272
163,MK702008.1,MK702008.1,"Porcine epidemic diarrhea virus isolate SNJ-P, complete genome",Oct-2018,['China'],28003,pig,2277.0,142.3125
164,MK796238.1,MK796238.1,"Porcine epidemic diarrhea virus strain CN/Liaoning25/2018, complete genome",Mar-2018,['China'],27961,pig,2121.0,124.76470588235294
